,,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto
,,2018/6/29,2018/5/31,2018/4/27,2018/3/30,2018/2/28,2018/1/31,2017/12/29,2017/11/30,2017/10/31,2017/9/29,2017/8/31,2017/7/31,2017/6/30,2017/5/31,2017/4/28,2017/3/31,2017/2/28,2017/1/26,2016/12/30,2016/11/30,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2018/6/29,2018/5/31,2018/4/27,2018/3/30,2018/2/28,2018/1/31,2017/12/29,2017/11/30,2017/10/31,2017/9/29,2017/8/31,2017/7/31,2017/6/30,2017/5/31,2017/4/28,2017/3/31,2017/2/28,2017/1/26,2016/12/30,2016/11/30,2016/10/31,2016/9/30,2016/8/31,2016/7/29
801030.INDX,300743.XSHE,3.957918148,3.686995958,-0.713843687,-0.78314346,-0.899785875,-0.846839014,-0.808804539,-0.806288908,-0.691229767,-0.819076821,-0.896160015,-1.007329637,-0.777647062,-0.664842531,-0.897088121,-0.84731268,-0.857606775,-0.901011384,-0.907447927,-0.881408735,-0.950312221,-0.986675619,-0.848567357,-0.866938392,3.589929777,3.479134824,-0.864184531,-0.923605365,-0.966866819,-0.96592271,-0.947075884,-0.943941548,-0.909079253,-0.922513686,-0.919600092,-0.968980194,-0.971671175,-0.956610445,-1.027201271,-1.002315259,-1.043926352,-1.053368142,-1.013525001,-0.98769708,-1.044121183,-1.076312102,-0.960932315,-0.950125269
801030.INDX,600028.XSHG,-0.732791044,-0.837196733,-0.689400645,-0.733050339,-0.770249299,-0.713351457,-0.768259947,-0.741671483,-0.660032957,-0.794891465,-0.858017504,-0.963721382,-0.737967982,-0.628288907,-0.863727121,-0.81438358,-0.812999143,-0.839374964,-0.827529812,-0.853125781,-0.922182792,-0.962263943,-0.821895921,-0.842110441,-0.826010777,-0.861454065,-0.838223013,-0.878522547,-0.923854865,-0.926774734,-0.913623393,-0.909061551,-0.876065566,-0.889290307,-0.886244839,-0.936292838,-0.940858914,-0.927781036,-0.998496542,-0.972265245,-1.010922838,-1.018912697,-0.977881111,-0.953883958,-1.006323203,-1.035708311,-0.916807414,-0.900118412
801030.INDX,600063.XSHG,-0.60815508,-0.602162013,-0.624819831,-0.647639339,-0.682275046,-0.682365641,-0.663863458,-0.634590286,-0.469358057,-0.485136166,-0.425121774,-0.605984602,-0.609592477,-0.471634996,-0.524033457,-0.549594247,-0.164052845,-0.370328151,-0.548256443,-0.370057684,-0.579390215,-0.693955834,-0.489397702,-0.378331272,-0.662872844,-0.699434055,-0.686170681,-0.708899849,-0.74042153,-0.714084183,-0.673327055,-0.664875122,-0.593102728,-0.595508225,-0.598612125,-0.656382225,-0.658680504,-0.637114047,-0.693000192,-0.645758683,-0.63675544,-0.601320206,-0.504547354,-0.403790363,-0.385561564,-0.351650383,-0.172175766,-0.086223207
801030.INDX,600075.XSHG,-0.310969794,-0.217339203,-0.5092899,-0.482852295,-0.392501084,-0.338439655,-0.516276474,-0.543475967,-0.476002977,-0.372575751,0.235992753,0.63740975,-0.277861689,-0.081708772,0.148873439,0.168515489,0.771583393,-0.45030497,-0.423371293,-0.301727018,-0.339937059,-0.122616872,0.872720196,0.408523774,-0.38802089,-0.426207728,-0.420491298,-0.411982836,-0.406088838,-0.343456437,-0.328407312,-0.327472628,-0.250161859,-0.232596066,-0.204828571,-0.219756136,-0.257079958,-0.23140217,-0.288430723,-0.251037204,-0.249810588,-0.281215989,-0.176945811,-0.079527047,-0.040744761,0.040667831,0.152119906,0.096259025
801030.INDX,600078.XSHG,-0.651292411,-0.727888099,-0.600664048,-0.637918003,-0.616304376,-0.652970541,-0.659777871,-0.644245404,-0.482991062,-0.335712357,0.01872444,-0.129424644,-0.510223747,-0.462198769,-0.393168407,-0.06866447,-0.335803466,-0.302789529,-0.406021477,0.200503375,-0.115124583,0.324857072,0.835439834,-0.151580899,-0.592887128,-0.621697325,-0.596996082,-0.614433919,-0.601622723,-0.592442946,-0.548777954,-0.535218846,-0.412164933,-0.385877282,-0.344898097,-0.347460866,-0.37126823,-0.348492663,-0.399097208,-0.366168918,-0.382590112,-0.332086233,-0.231496745,-0.164383114,-0.254019372,-0.251953864,-0.144366223,-0.135679865
801030.INDX,600091.XSHG,-0.627749042,-0.777394332,-0.573792371,-0.587378949,-0.613739295,-0.637129664,-0.613708008,-0.644276651,-0.549658645,-0.66591242,-0.650628067,-0.550113854,-0.529037104,-0.359748303,-0.382984871,-0.177266664,0.172993298,-0.638818929,-0.414319215,-0.654788596,-0.701606452,-0.665402106,-0.57644202,-0.498061024,-0.699024027,-0.728397576,-0.69016691,-0.708450145,-0.707805048,-0.665411545,-0.643735506,-0.630365345,-0.581166801,-0.584249345,-0.568383927,-0.614158664,-0.626995932,-0.608475561,-0.662651212,-0.646949606,-0.723930644,-0.7843843,-0.69772803,-0.656936214,-0.68481189,-0.681739937,-0.535232385,-0.476710729
801030.INDX,600096.XSHG,-0.628269506,-0.721259059,-0.544936002,-0.543082955,-0.70812625,-0.651810644,-0.643163148,-0.666586535,-0.481306435,-0.40195796,-0.522805447,-0.532707824,-0.624472132,-0.500382572,-0.677216321,-0.627820809,-0.542013402,-0.402295111,-0.27619121,-0.46061067,-0.5539734,-0.678665489,-0.526124184,-0.394721191,-0.659412169,-0.696996812,-0.675691059,-0.711092156,-0.759067377,-0.75309763,-0.72027934,-0.695867812,-0.630809404,-0.631387261,-0.642221864,-0.69389513,-0.701480001,-0.619412735,-0.644146415,-0.546773659,-0.497175014,-0.420069557,-0.316134543,-0.196482951,-0.091272631,-0.046517624,0.12229888,0.238301727
801030.INDX,600141.XSHG,-0.19420203,0.011179312,-0.321841019,-0.197782304,0.063642411,0.222121922,-0.29907886,-0.154302839,0.089189623,0.344675664,0.775211988,0.273783991,-0.378051365,-0.413481503,-0.422165034,-0.205966583,-0.311331893,-0.143588521,0.157009393,0.40436643,-0.12460015,0.83622439,0.986563768,-0.039421067,-0.102386504,-0.158876129,-0.200111828,-0.240617535,-0.286458402,-0.307510254,-0.317472479,-0.29624194,-0.190210955,-0.19519556,-0.174600373,-0.227482761,-0.273513165,-0.240675584,-0.286981553,-0.241676002,-0.232823053,-0.18957451,-0.092143605,0.011147721,-0.073124378,-0.091335325,-0.023804988,-0.088699096
801030.INDX,600143.XSHG,-0.706859661,-0.809298349,-0.61528809,-0.68940838,-0.741833014,-0.635174409,-0.596820913,-0.655431593,-0.520520824,-0.576537965,-0.729190253,-0.801588125,-0.571726321,-0.190335108,-0.897088121,-0.84731268,-0.857606775,-0.901011384,-0.545909608,-0.59439023,-0.794244056,-0.798080003,-0.625907734,-0.603345424,-0.736548039,-0.763170805,-0.719370124,-0.755500418,-0.793718951,-0.789743365,-0.770606573,-0.759096071,-0.70161115,-0.714763833,-0.723694324,-0.766881571,-0.76619982,-0.748585942,-1.027201271,-1.002315259,-1.043926352,-1.053368142,-0.774803009,-0.742762064,-0.776401813,-0.778431187,-0.653175499,-0.607321546
801030.INDX,600160.XSHG,-0.503694774,-0.4003007,-0.323094508,0.208581415,-0.06950131,-0.451380469,-0.451918743,-0.505105465,-0.154738231,-0.334598746,-0.183976717,-0.220666532,-0.331667889,0.025977076,-0.361262199,-0.471021902,-0.301376266,-0.414733309,-0.607807382,-0.465987996,-0.494072952,-0.312490356,-0.512447617,-0.3547534,-0.395828859,-0.424564006,-0.39324428,-0.426373361,-0.525471762,-0.54091829,-0.516297449,-0.527893782,-0.470786608,-0.484662199,-0.478600826,-0.552747798,-0.57986302,-0.566308801,-0.6494972,-0.600891381,-0.589502417,-0.547479665,-0.481135501,-0.440448184,-0.442291174,-0.424038157,-0.294908124,-0.250518348
801030.INDX,600176.XSHG,-0.477579697,-0.638015245,-0.471110705,-0.513502745,-0.456788419,-0.3146452,-0.292775382,-0.34537419,-0.222372915,-0.468546212,-0.562588856,-0.597710215,-0.289012878,-0.215822326,-0.306575288,-0.511026237,-0.474218795,-0.674865935,-0.590709013,-0.502440921,-0.696850089,-0.685980179,-0.496555531,-0.31905671,-0.539489771,-0.566094166,-0.533699164,-0.550969453,-0.594032378,-0.598873438,-0.601751146,-0.618174534,-0.580759894,-0.603779491,-0.607288998,-0.653825832,-0.650013676,-0.658170152,-0.737590063,-0.727683054,-0.748484551,-0.734889772,-0.656231177,-0.600850394,-0.633924973,-0.623561858,-0.470641448,-0.40527673
801030.INDX,600182.XSHG,-0.457220346,-0.658579373,-0.500123759,-0.487549454,-0.213907339,-0.438522184,-0.452463488,-0.409054225,0.090655873,0.055536454,-0.896160015,-1.007329637,-0.503245702,-0.279869543,-0.513155589,-0.373165553,-0.324884391,-0.115622382,0.766222624,0.010722378,0.741280895,0.989524425,-0.848567357,-0.866938392,-0.509573523,-0.553992969,-0.519921954,-0.550491643,-0.576789094,-0.58197658,-0.543918028,-0.456414909,-0.362820728,-0.321339279,-0.919600092,-0.968980194,-0.352921568,-0.306134979,-0.318082987,-0.246993608,-0.186423822,-0.119069039,0.046157318,0.024369105,0.010892893,-0.01888222,-0.960932315,-0.950125269
801030.INDX,600228.XSHG,-0.632555685,-0.742274525,-0.627013438,-0.609140471,-0.70419847,-0.58712154,-0.525303676,-0.44117546,-0.15161855,-0.314839282,-0.896160015,-0.741729273,-0.453715265,-0.115252836,-0.897088121,-0.84731268,0.052626557,1.771220525,3.734869979,-0.881408735,0.969734961,0.571617691,1.243436111,-0.866938392,-0.654292658,-0.67474988,-0.618067109,-0.639842191,-0.65040994,-0.59680169,-0.412025038,-0.097566108,0.053580343,0.168352851,-0.919600092,0.196763495,0.27438231,0.395807936,-1.027201271,-1.002315259,0.529525725,0.575792859,0.567235473,-0.98769708,0.078132822,0.003428633,0.055951888,-0.950125269
801030.INDX,600230.XSHG,-0.154554874,-0.330286757,-0.281233188,-0.010371602,0.34840645,0.502386141,0.665859088,0.502370181,0.624620467,1.157155133,2.690709454,2.839738449,0.590426034,0.911822494,1.513731768,-0.018073881,-0.288433951,-0.042498455,-0.051230309,0.054127205,0.385965705,-0.352016119,-0.311389301,-0.514312047,0.480007911,0.473418506,0.56719214,0.669442667,0.60532462,0.548417869,0.530341601,0.448190824,0.496077689,0.498816198,0.403623081,0.128056857,-0.13301488,-0.19785423,-0.310474841,-0.448093289,-0.493112137,-0.452992954,-0.370718359,-0.327015826,-0.390065986,-0.427500749,-0.302826341,-0.203996077
801030.INDX,600249.XSHG,-0.452934167,-0.510060673,-0.458732498,0.034102765,-0.480355098,-0.170254612,-0.005850408,-0.450705592,-0.323481775,-0.262128341,0.177087858,0.274902152,0.23355376,-0.052114758,0.800487488,0.668303692,3.144330431,3.80824742,-0.044566974,0.145809133,0.0068687,-0.06075046,0.552961208,0.012144676,-0.328159794,-0.324863744,-0.289090807,-0.237413395,-0.242593909,-0.04243406,0.347257391,0.319803872,0.445105857,0.488387211,0.523042775,0.508126353,0.453853181,0.388225556,0.330727497,0.357108616,0.314016609,0.143223818,-0.184607274,-0.116217194,-0.098257749,-0.075622997,0.048480667,0.056522525
801030.INDX,600256.XSHG,-0.564221745,-0.600582327,-0.514852259,-0.613361969,-0.548730531,-0.437494846,0.182281169,-0.623935285,-0.582571279,-0.718366373,-0.694229075,-0.806843479,-0.668871654,-0.561451577,-0.644152893,-0.677852827,-0.58164322,-0.640878758,-0.3888812,-0.675436341,-0.779937808,-0.804821855,-0.658458816,-0.622548021,-0.626550057,-0.672227616,-0.66725147,-0.706482691,-0.757554808,-0.759178347,-0.753839828,-0.786095675,-0.744960265,-0.752911243,-0.744823074,-0.794456142,-0.796589996,-0.784152213,-0.848590971,-0.815008119,-0.840841395,-0.838693835,-0.7858513,-0.779322906,-0.814689404,-0.830206738,-0.698194393,-0.636543156
801030.INDX,600273.XSHG,-0.557302627,-0.774178542,-0.588755899,-0.416467762,-0.899785875,-0.846839014,-0.808804539,-0.806288908,-0.691229767,-0.466832963,-0.324993497,0.124472308,0.307302118,-0.259053414,-0.335406598,-0.47958666,-0.452894484,-0.290747453,-0.193716722,-0.035980146,-0.183088553,0.187684606,0.833565164,0.209518202,-0.500392724,-0.473648955,-0.418311536,-0.42212928,-0.474236934,-0.497250135,-0.947075884,-0.943941548,-0.909079253,-0.396942521,-0.350645117,-0.327469302,-0.335165827,-0.280414892,-0.288542198,-0.213813961,-0.119268591,-0.022143559,0.128657797,0.247516315,0.397848894,0.564891202,0.919069431,0.955881771
801030.INDX,600277.XSHG,-0.679366884,-0.795363261,-0.652553282,-0.699218902,-0.693216718,-0.569424828,-0.616937568,-0.652056988,-0.516995585,-0.444275194,-0.896160015,-1.007329637,-0.777647062,-0.664842531,-0.897088121,-0.84731268,-0.505691422,-0.469992181,-0.446294842,-0.581050895,-0.605401576,-0.591285791,-0.100275939,-0.463926933,-0.729998498,-0.758693079,-0.725909409,-0.753814028,-0.775320615,-0.754442922,-0.723924284,-0.696449586,-0.627418516,-0.620183707,-0.919600092,-0.968980194,-0.971671175,-0.956610445,-1.027201271,-1.002315259,-0.681947584,-0.663477579,-0.594610651,-0.56338442,-0.584474248,-0.575346896,-0.452506178,-0.468916262
801030.INDX,600299.XSHG,-0.563640049,-0.685575079,-0.62690898,-0.582414231,-0.760109214,-0.660327601,-0.699738808,-0.664180567,-0.63819519,-0.710542539,-0.758324568,-0.888320099,-0.681151645,-0.576530731,-0.735077321,-0.700435061,-0.626122392,-0.664725239,-0.65780335,-0.656600845,-0.798517351,-0.786535131,-0.563148909,-0.53136173,-0.744699216,-0.790065503,-0.776938182,-0.812387964,-0.861372025,-0.855608826,-0.834973592,-0.825973641,-0.781961637,-0.789039246,-0.780910978,-0.820738154,-0.81040627,-0.785925072,-0.843909035,-0.804317515,-0.812077405,-0.793232658,-0.728998638,-0.682118262,-0.714482325,-0.725610325,-0.602186016,-0.579169764
801030.INDX,600301.XSHG,-0.645261145,-0.784672171,-0.657044952,-0.670738659,-0.675261153,-0.683757517,-0.609194407,-0.604343832,-0.5364,-0.682216833,-0.694664416,-0.838077426,-0.607232256,-0.464267842,-0.560634672,-0.510334673,-0.557717601,-0.30980087,0.469892792,-0.881408735,-0.950312221,-0.986675619,-0.598426782,-0.620777076,-0.740695129,-0.774138401,-0.743375446,-0.766686803,-0.791216338,-0.786864441,-0.749519894,-0.724110297,-0.678336093,-0.678497514,-0.655856951,-0.700616432,-0.700692108,-0.677153377,-0.715350865,-0.683286581,-0.703910671,-0.686708428,-0.625092096,-0.98769708,-1.044121183,-1.076312102,-0.578048226,-0.540441961
801030.INDX,600309.XSHG,-0.006283694,-0.878353197,-0.732515455,-0.78314346,-0.899785875,-0.846839014,-0.808804539,-0.218264091,-0.095058734,-0.319664931,-0.285913331,-0.280749017,-0.277314391,-0.31234772,-0.422528732,-0.582682939,-0.533085453,-0.613269128,-0.698202439,-0.745222747,-0.755189856,-0.778074767,-0.630040529,-0.73106179,-0.320409026,-0.908951972,-0.884165677,-0.923605365,-0.966866819,-0.96592271,-0.947075884,-0.575652141,-0.564863411,-0.597582957,-0.619571845,-0.69659514,-0.74366044,-0.759468566,-0.842710682,-0.836749374,-0.880292518,-0.89384756,-0.854672943,-0.832273092,-0.88088483,-0.90252918,-0.786667692,-0.765656212
801030.INDX,600315.XSHG,-0.528646459,-0.689298625,-0.545980577,-0.623826526,-0.754417941,-0.704602521,-0.481296062,-0.504917987,-0.288104593,-0.819076821,-0.753837213,-0.784666632,-0.513302297,-0.522640782,-0.716594865,-0.655164198,-0.636045904,-0.640126128,-0.659605384,-0.590854861,-0.5539734,-0.624642539,-0.380198197,-0.336245291,-0.684952522,-0.721142526,-0.70433536,-0.746927937,-0.78929125,-0.786057267,-0.759941735,-0.76570714,-0.726486706,-0.922513686,-0.726877722,-0.753869821,-0.737835656,-0.726057,-0.78162256,-0.735742551,-0.737149714,-0.726166479,-0.663267886,-0.607057009,-0.620248502,-0.647179349,-0.529772647,-0.505810073
801030.INDX,600319.XSHG,-0.529075077,-0.630145023,-0.447633894,-0.463736641,-0.400236405,-0.426757515,-0.38841704,-0.523978253,-0.691229767,-0.621425071,-0.707691138,-0.838636506,-0.553939147,-0.26394395,-0.04081145,1.313027816,-0.061124509,-0.101678925,-0.907447927,-0.881408735,-0.950312221,-0.986675619,-0.590885498,-0.486532522,-0.623976001,-0.663413864,-0.630950058,-0.637228287,-0.512243661,-0.5169452,-0.479686007,-0.470192376,-0.909079253,-0.379819064,-0.325318789,-0.359122611,-0.352668317,-0.31142628,-0.292388074,-0.22835429,-0.370224835,-0.267427558,-1.013525001,-0.98769708,-1.044121183,-1.076312102,0.012529409,0.104542557
801030.INDX,600328.XSHG,-0.767447864,-0.105745666,-0.354510084,-0.212795376,-0.106454504,0.367705546,-0.808804539,-0.806288908,-0.691229767,-0.819076821,-0.896160015,-1.007329637,-0.240303387,-0.141210298,0.213380188,-0.368138412,-0.049113527,-0.348105766,-0.359922932,-0.326741983,-0.274053998,-0.320598205,0.116674462,1.036966078,-0.873859614,-0.234940797,-0.267125519,-0.2114711,-0.278455538,-0.271214295,-0.947075884,-0.943941548,-0.909079253,-0.922513686,-0.919600092,-0.968980194,-0.33862693,-0.324245412,-0.358687638,-0.350049924,-0.278986754,-0.197172217,-0.085961823,0.021847667,0.07229013,0.101557185,0.263837003,0.348066164
801030.INDX,600346.XSHG,-0.419012122,-0.414912796,-0.401777077,-0.217462806,-0.073749725,0.022420824,0.306016105,-0.287224757,-0.510818617,-0.426143315,-0.331255701,-0.482875143,-0.40240611,-0.413857698,-0.367775694,0.284432306,-0.857606775,-0.901011384,-0.907447927,-0.881408735,-0.613725212,-0.494784763,-0.399669197,-0.54073732,-0.393455008,-0.434284639,-0.438125009,-0.465891093,-0.481222252,-0.495904844,-0.504147634,-0.540375479,-0.501168967,-0.498300105,-0.499222486,-0.56708083,-0.59708412,-0.601138654,-0.646375909,-0.571256804,-1.043926352,-1.053368142,-1.013525001,-0.98769708,-0.190337284,-0.053638804,0.142254063,0.1891813
801030.INDX,600352.XSHG,-0.182568116,-0.287042851,-0.435072887,-0.19763366,0.15442222,0.089197743,0.172981594,-0.388400396,-0.502457872,-0.474485473,-0.177714514,-0.396217713,-0.622830239,-0.512985108,-0.740069899,-0.718309339,-0.588130435,-0.734997095,-0.660485447,-0.67311904,-0.749355879,-0.759127077,-0.38467184,-0.371733635,-0.348237429,-0.421900042,-0.442093292,-0.491271258,-0.580034242,-0.617357741,-0.652888367,-0.700733558,-0.676382942,-0.686492149,-0.694198589,-0.766077313,-0.786431798,-0.770323916,-0.830169781,-0.788198521,-0.759701624,-0.742831408,-0.66750964,-0.589277643,-0.579186448,-0.572994947,-0.436222749,-0.383727321
801030.INDX,600367.XSHG,-0.514532684,-0.416859195,-0.370152586,-0.293330844,-0.258796251,-0.138142039,0.03753464,-0.21357714,0.275684151,1.383532346,0.648226561,0.396446186,-0.310015426,-0.301375363,-0.332596206,-0.116222815,-0.256704405,-0.14584641,-0.09439531,0.255732378,0.048709832,0.695658966,2.161683372,1.605925474,-0.074901308,-0.107240576,-0.101743107,-0.130861672,-0.163445312,-0.176156013,-0.157715913,-0.17671382,-0.07470374,-0.076852834,-0.171529662,-0.141714357,-0.075723771,0.118532847,0.201528347,0.246463633,0.267823466,0.333760554,0.454056259,0.497332576,0.47768815,0.483062965,0.566868432,0.513920199
801030.INDX,600378.XSHG,-0.578641676,-0.764418339,-0.476281348,-0.102709426,-0.899785875,-0.846839014,-0.808804539,-0.806288908,-0.691229767,-0.819076821,-0.568013866,-0.770801443,-0.500235565,-0.07650474,-0.589961934,-0.590077357,-0.604894426,-0.577855915,-0.455472644,-0.167234442,-0.238381274,-0.664212367,-0.215269877,0.426788811,-0.650460175,-0.680984689,-0.59095982,-0.624299299,-0.966866819,-0.96592271,-0.947075884,-0.943941548,-0.909079253,-0.922513686,-0.594555405,-0.623809764,-0.558364785,-0.504749694,-0.553991271,-0.487642986,-0.444710909,-0.337088839,-0.2205471,-0.142304373,-0.172417516,-0.179272097,-0.02115494,-0.042176826
801030.INDX,600387.XSHG,-0.149105303,0.327201151,-0.374278655,-0.362658534,-0.548009102,-0.424172602,-0.511723962,-0.564223535,-0.375018904,-0.390364979,-0.38453466,-0.275754567,0.33432494,-0.664842531,-0.897088121,-0.84731268,-0.857606775,0.015335203,0.099763381,-0.400123176,-0.410613642,-0.635658638,-0.487949093,-0.356107652,-0.423371256,-0.449191501,-0.510336592,-0.544223895,-0.599395121,-0.576783756,-0.516405447,-0.457393347,-0.372532232,-0.363829794,-0.381183203,-0.445350591,-0.476536422,-0.956610445,-1.027201271,-1.002315259,-1.043926352,-0.538224845,-0.477814437,-0.427937975,-0.421499021,-0.432727303,-0.282743444,-0.214266434
801030.INDX,600389.XSHG,-0.445555816,-0.450596776,-0.58462983,-0.575219848,-0.397991959,-0.498008322,-0.485615112,-0.540007624,0.133925848,-0.819076821,-0.896160015,-0.566960804,-0.631552795,-0.560354341,-0.697583393,-0.675778134,-0.653066815,-0.605069424,-0.472948183,-0.34938023,-0.052697316,0.466435977,0.23465083,-0.283221123,-0.589826861,-0.644624417,-0.660656294,-0.697853997,-0.746801819,-0.760523638,-0.750626877,-0.742779954,-0.670686249,-0.922513686,-0.919600092,-0.601060743,-0.598406655,-0.561262972,-0.5460487,-0.499358337,-0.469883081,-0.403373361,-0.282101862,-0.26307476,-0.317277131,-0.348743112,-0.315278375,-0.380242735
801030.INDX,600409.XSHG,-0.180547488,-0.068933339,-0.396606434,-0.377671606,0.229370673,-0.011448164,-0.173943151,-0.203078371,-0.225087037,-0.08874761,0.220186551,0.060699894,-0.421356291,-0.421287552,-0.199053019,-0.595290688,-0.518184128,-0.37599268,-0.313447216,-0.596945202,-0.584592487,-0.674523436,-0.37180479,-0.228669081,-0.248020858,-0.306556078,-0.338973809,-0.35397103,-0.419894465,-0.459904849,-0.468535176,-0.474820124,-0.45231305,-0.466044935,-0.496208117,-0.594827741,-0.63031634,-0.629613491,-0.694672312,-0.698740875,-0.702939114,-0.682893941,-0.619863887,-0.609578447,-0.618224776,-0.631924344,-0.50764634,-0.473073311
801030.INDX,600423.XSHG,-0.767447864,-0.878353197,-0.732515455,-0.78314346,-0.342522089,-0.483592461,-0.379506568,-0.437613377,-0.407089224,-0.372547197,-0.442133535,-0.551045655,-0.390160325,-0.153812834,-0.087926835,0.017382089,0.216444792,1.067511662,1.048471444,1.238000551,0.704716353,1.680850738,0.395915022,0.284175675,-0.873859614,-0.908951972,-0.884165677,-0.923605365,-0.54059745,-0.513743406,-0.405221141,-0.331994599,-0.134546135,-0.05483301,0.04826568,0.054926798,0.080729357,0.137679721,0.110425668,0.166367189,0.230168253,0.28582934,0.330420627,0.33330984,0.213396059,0.192009236,0.212687878,0.242030844
801030.INDX,600426.XSHG,-0.346208309,-0.438523461,-0.381930163,-0.432521344,-0.210821226,-0.176219796,-0.159779781,-0.453486516,-0.347815286,-0.512890789,-0.592191999,-0.68928755,-0.553460262,-0.525744392,-0.639061125,-0.626677068,-0.523001367,-0.608832573,-0.446001488,-0.639547887,-0.70981861,-0.681705932,-0.500603113,-0.553550626,-0.500278322,-0.555636691,-0.56237141,-0.608672088,-0.667130699,-0.682416027,-0.693090754,-0.709248615,-0.676328687,-0.692605693,-0.695381799,-0.741145305,-0.746980848,-0.739394352,-0.804140444,-0.775070681,-0.786022,-0.780632346,-0.716273375,-0.682473849,-0.709194525,-0.719403792,-0.593756946,-0.536284911
801030.INDX,600458.XSHG,-0.630963676,-0.744926141,-0.572721682,-0.630099314,-0.683196872,-0.670368994,-0.624408356,-0.425114842,-0.248110283,-0.59244262,-0.573874217,-0.58373321,-0.488468666,-0.380877928,-0.371313481,-0.575714099,-0.642757924,-0.668805284,-0.689862793,-0.613255435,-0.67076441,-0.624113766,-0.413004915,-0.188145699,-0.659698175,-0.687162818,-0.653977281,-0.671518211,-0.709647631,-0.712550551,-0.689850804,-0.690869844,-0.654192969,-0.675537563,-0.666393154,-0.708659015,-0.696443111,-0.641341633,-0.702280459,-0.676307223,-0.676795385,-0.63343068,-0.54482758,-0.489357604,-0.464258394,-0.432008651,-0.281498241,-0.23416525
801030.INDX,600469.XSHG,-0.656711366,-0.736943085,-0.551882422,-0.539723595,-0.527448377,-0.551032178,-0.668026867,-0.640245873,-0.691229767,-0.604264034,-0.64838439,-0.774715004,-0.6203674,-0.243566715,-0.897088121,-0.84731268,-0.857606775,-0.901011384,-0.145774235,-0.524930623,-0.622160324,-0.776664706,-0.600003209,-0.456982052,-0.691902472,-0.726442113,-0.68759591,-0.726522621,-0.777080695,-0.786245607,-0.756161793,-0.710914604,-0.909079253,-0.646961584,-0.646447614,-0.694498324,-0.68726978,-0.625167707,-1.027201271,-1.002315259,-1.043926352,-1.053368142,-0.61900896,-0.627228509,-0.60343852,-0.58122677,-0.422876722,-0.281726783
801030.INDX,600470.XSHG,-0.548148574,-0.647013814,-0.509446586,-0.459396229,-0.443762619,-0.419963834,-0.561412488,-0.551974971,-0.387809596,-0.100997336,0.255549581,0.21839778,-0.413796743,-0.38225731,-0.408013887,-0.225622968,-0.186950787,0.332430021,0.236089352,0.717439715,0.184340499,0.198480383,0.77672859,0.17364789,-0.456690978,-0.486770394,-0.463918852,-0.487308242,-0.507843461,-0.497357759,-0.434407697,-0.397444177,-0.235187696,-0.197353281,-0.178347205,-0.194881576,-0.223538209,-0.172243241,-0.205660776,-0.136570191,-0.082614376,-0.003633918,0.13414906,0.300628132,0.26620878,0.259823775,0.359206814,0.363135467
801030.INDX,600486.XSHG,-0.543801163,-0.566506242,-0.502160679,-0.586873559,-0.532939253,-0.464106194,-0.573863802,-0.525853033,-0.350841377,-0.566772449,-0.591388294,-0.75816623,-0.587084861,-0.550604618,-0.720397159,-0.728682803,-0.694077574,-0.628123663,-0.539539627,-0.630605483,-0.736313039,-0.697304729,-0.397496285,-0.503478032,-0.628294695,-0.669818713,-0.666664611,-0.71097973,-0.763797592,-0.773707493,-0.766124641,-0.761238058,-0.721983606,-0.741873667,-0.741132585,-0.782507161,-0.779284479,-0.738794307,-0.772147212,-0.724110288,-0.710269957,-0.659944489,-0.571889316,-0.526371012,-0.521314412,-0.502240472,-0.358860495,-0.310734428
801030.INDX,600500.XSHG,-0.663569253,-0.717845809,-0.644483945,-0.651920294,-0.606484927,-0.63504185,-0.616704105,-0.689990042,-0.545509469,-0.546156361,-0.382793299,-0.535652313,-0.504853389,-0.400502772,-0.414163684,-0.588109059,-0.385934865,-0.143350848,-0.044483158,-0.30021186,-0.229277298,-0.718896283,-0.471247491,-0.866938392,-0.67980441,-0.705470484,-0.676752994,-0.689253409,-0.724525807,-0.714137995,-0.666199164,-0.632771774,-0.551245604,-0.528784837,-0.525365792,-0.570527651,-0.586306863,-0.591728866,-0.666274138,-0.662210028,-0.674616741,-0.670575025,-0.632128805,-0.630364142,-0.680666516,-0.688861117,-0.503240236,-0.950125269
801030.INDX,600527.XSHG,-0.630688136,-0.612458181,-0.482888281,-0.309414155,-0.263726016,-0.471562674,-0.587015503,-0.455517528,-0.287730231,-0.577822901,-0.662482719,-0.61984979,-0.599501677,-0.421475649,-0.547739935,-0.514989433,-0.466992937,-0.449512728,-0.321158246,-0.187585097,1.07600995,-0.986675619,-0.325449323,-0.03337902,-0.582905512,-0.61832486,-0.601411496,-0.6372845,-0.695456986,-0.708407054,-0.689553808,-0.673628177,-0.601485003,-0.572824486,-0.553650145,-0.58009258,-0.555888548,-0.493785246,-0.523530816,-0.476841598,-0.46028527,-0.409657884,-0.286672435,-0.212710664,-0.008822115,-1.076312102,0.232196065,0.290387107
