,,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,mto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto,yto
,,2018/6/29,2018/5/31,2018/4/27,2018/3/30,2018/2/28,2018/1/31,2017/12/29,2017/11/30,2017/10/31,2017/9/29,2017/8/31,2017/7/31,2017/6/30,2017/5/31,2017/4/28,2017/3/31,2017/2/28,2017/1/26,2016/12/30,2016/11/30,2016/10/31,2016/9/30,2016/8/31,2016/7/29,2018/6/29,2018/5/31,2018/4/27,2018/3/30,2018/2/28,2018/1/31,2017/12/29,2017/11/30,2017/10/31,2017/9/29,2017/8/31,2017/7/31,2017/6/30,2017/5/31,2017/4/28,2017/3/31,2017/2/28,2017/1/26,2016/12/30,2016/11/30,2016/10/31,2016/9/30,2016/8/31,2016/7/29
801160.INDX,600116.XSHG,-0.282252532,-0.38275288,-0.052893495,-0.346002616,-0.327043296,-0.395133143,-0.160077662,-0.230434954,-0.33955793,-0.114673267,-0.105358106,-0.008627322,-0.177678483,-0.131716821,0.644974976,0.687464857,0.190515219,0.371499878,0.974825039,0.532208863,1.640886193,2.780344071,0.252595407,1.315373135,-0.32089227,-0.330518872,-0.285557094,-0.273076901,-0.247996816,-0.272687396,-0.100276613,-0.055836054,0.015816835,0.119038272,0.302039708,0.33904068,0.397764951,0.484261409,0.587394768,0.856739838,1.189589014,1.610832386,1.795446071,1.756625872,1.787764406,1.712025869,1.54517969,1.541600317
801160.INDX,600131.XSHG,-0.257821312,-0.368733166,-0.158029911,-0.191977418,-0.406921512,-0.500020958,-0.320699617,-0.266274503,-0.268741172,-0.192683175,-0.20478314,0.292418726,-0.205351221,-0.457376381,-0.259706555,0.164668841,-0.017974877,0.119131223,0.117098741,0.092545593,0.730414244,-0.150643311,0.080807501,0.204261585,-0.337423428,-0.351008721,-0.332757312,-0.359757331,-0.389298237,-0.417709796,-0.247694366,-0.237111554,-0.190864582,-0.14865751,-0.124084919,-0.098992861,-0.131783862,-0.074489079,-0.058684587,0.042453688,0.087607291,0.086819898,0.114823519,0.195888442,0.241833565,0.24757809,0.272581789,0.274128255
801160.INDX,600163.XSHG,-0.315041802,-0.405291615,-0.319677803,-0.419730176,-0.437221528,-0.519772344,-0.427742009,-0.394946919,-0.429623119,-0.339965423,-0.414952058,-0.351343481,-0.51135902,-0.548603694,-0.387893467,-0.148450197,0.06539547,-0.016896711,-0.176129915,-0.006117946,0.841631391,-0.576922281,-0.24474592,0.04133467,-0.473791182,-0.500927533,-0.486654058,-0.518362283,-0.557275869,-0.574839817,-0.412337857,-0.41050666,-0.36643121,-0.312450703,-0.301904478,-0.28494887,-0.282355928,-0.217736056,-0.219319595,-0.137320177,-0.094721665,-0.13482679,-0.149907991,-0.160830299,-0.228748018,-0.327408188,-0.297753309,-0.337202504
801160.INDX,600167.XSHG,-0.276221266,-0.297280581,-0.323386043,-0.432483855,-0.458824318,-0.476955581,-0.109572018,-0.242652272,-0.382640724,-0.259442752,-0.24704464,-0.174711412,-0.458989476,-0.184133338,-0.264103991,-0.000162851,0.638646889,0.192215537,-0.146123953,-0.226528907,-0.232117586,-0.509107175,-0.141809516,0.006540815,-0.391736005,-0.419563278,-0.384568565,-0.411051685,-0.431870171,-0.417709796,-0.243293433,-0.262418724,-0.245769844,-0.246197587,-0.237250503,-0.224600774,-0.238937371,-0.134002579,-0.120441557,-0.038307457,-0.005986081,-0.075201986,-0.090852247,-0.054638993,-0.087152478,-0.102829693,-0.058929677,-0.108350835
801160.INDX,600168.XSHG,-0.326920641,-0.385827626,-0.259928146,-0.443602447,-0.472691785,-0.557717541,-0.471632892,-0.376261609,-0.37955224,-0.344391315,-0.429083875,-0.37687481,-0.494905884,-0.607039333,-0.571197114,-0.446142032,-0.229194741,-0.253064019,-0.301853221,-0.235768401,0.471006658,-0.830821332,0.11271949,0.148737259,-0.474048588,-0.499878952,-0.491460712,-0.543630022,-0.588654795,-0.620794967,-0.469954979,-0.470799605,-0.448761975,-0.440337197,-0.415830697,-0.374709841,-0.356305355,-0.304660678,-0.290524045,-0.506450676,-0.105084945,-0.104529761,-0.08059312,-0.053281296,-0.06436924,-0.668081514,-0.070998572,-0.022795095
801160.INDX,600187.XSHG,-0.128470551,-0.227125594,0.15278321,1.168801464,-0.598661296,-0.66873624,-0.570387379,-0.511152046,-0.327983914,-0.150337387,-0.170458229,-0.047912024,-0.211987205,-0.09331357,0.531666606,1.063941826,0.245495972,0.197959291,0.40219729,1.728025221,1.864918328,3.754828693,2.439269691,-0.303270337,-0.172712461,-0.193154697,-0.142028187,-0.108822544,-0.082989318,-0.140741228,-0.614024783,-0.617115774,0.130320348,0.247090744,0.573699087,0.748321986,0.679521275,0.674611875,0.651548444,0.66358887,0.650816224,0.662275858,0.689597681,0.648939023,0.466173387,0.355114439,0.033534659,-0.123878636
801160.INDX,600217.XSHG,-0.394703501,-0.5030629,-0.417293283,-0.549407442,-0.213899188,-0.301579177,0.304317451,0.037314908,-0.216049761,-0.080351192,0.238493782,-0.084364052,-0.395810803,-0.497002265,-0.310359727,-0.032905761,0.157533191,-0.165085557,-0.236938087,-0.254277099,-0.271654854,0.076420523,-0.239633184,-0.135308384,-0.598518484,-0.630866617,-0.621156517,-0.676882915,-0.32533033,-0.353028191,-0.21332389,-0.263106275,-0.271432086,-0.28437266,-0.25629455,-0.289113779,-0.317220213,-0.278613293,-0.279794607,-0.184790891,-0.114152815,-0.149959671,-0.140766845,-0.139171798,-0.171039186,-0.164666361,-0.149286746,-0.185531343
801160.INDX,600236.XSHG,-0.328267726,-0.454515762,-0.383240157,-0.506924908,-0.537500153,-0.622738045,-0.510815622,-0.454783654,-0.532853363,-0.435821668,-0.553256333,-0.45853779,-0.63292751,-0.661587623,-0.713270667,-0.391082874,-0.374611124,-0.365800041,-0.306588798,-0.270468496,-0.335940075,-0.51818444,-0.068313946,-0.12211311,-0.546579759,-0.582235108,-0.571580917,-0.619489452,-0.667363372,-0.702911547,-0.55454469,-0.551401753,-0.529193843,-0.531348783,-0.515642911,-0.480871938,-0.478541396,-0.41215046,-0.384692277,-0.287708728,-0.242604492,-0.258735074,-0.25720136,-0.241031404,-0.26135612,-0.275142647,-0.247402391,-0.275519231
801160.INDX,600283.XSHG,-0.28323223,-0.211977533,-0.082141579,-0.262821279,-0.258307148,-0.188240685,0.419414288,-0.240558767,-0.350944766,-0.255302401,-0.414617181,-0.202292701,-0.321241498,-0.35680689,-0.134032463,-0.016441211,0.22449281,0.316914411,0.806481533,0.262332443,0.069577041,0.519399899,0.379561667,0.87621357,-0.293349874,-0.311757765,-0.301709685,-0.335585746,-0.375850125,-0.395969889,-0.237272525,-0.234890235,-0.176568598,-0.163014657,-0.099237509,-0.040454346,0.008320476,0.123143745,0.192384253,0.335642123,0.527752275,0.648018432,0.73987398,0.851106581,1.024362723,1.071413672,1.082666438,1.025362058
801160.INDX,600292.XSHG,-0.280599292,-0.353782566,-0.280924092,-0.325132959,-0.3894469,-0.506151841,-0.402372456,-0.323611531,-0.241537554,-0.342164092,-0.307054631,-0.296218174,-0.221496501,0.1547871,-0.544184293,-0.284448978,-0.230993177,-0.19067497,-0.238237228,-0.130747139,-0.203802362,0.270612317,0.038243979,0.107206869,-0.421166042,-0.430729254,-0.371238485,-0.415576831,-0.471856988,-0.510723235,-0.358527677,-0.362087194,-0.332169675,-0.341303312,-0.284691589,-0.261424315,-0.25824076,-0.22545481,-0.268981564,-0.150475713,-0.070521051,-0.051814805,-0.019169886,0.0381693,0.109148947,0.174863657,0.197869583,0.159595437
801160.INDX,600310.XSHG,-0.278670511,-0.41544674,-0.253869614,-0.296533801,-0.391931822,-0.494420313,-0.393461984,-0.347889935,-0.333474552,-0.333826283,-0.386721912,-0.352573457,-0.512453615,-0.473740868,-0.5128071,-0.109722596,-0.040583784,0.455834028,0.677657053,-0.100889609,0.272502815,0.160759777,-0.559988657,0.092935138,-0.445762575,-0.47749032,-0.45683604,-0.498322352,-0.546000357,-0.56889363,-0.389118211,-0.342967984,-0.307429755,-0.284870596,-0.230404788,-0.195015557,-0.189187528,-0.087908255,-0.028056919,0.090035185,0.178227108,0.186997073,0.183546516,0.125870065,0.164638209,0.171891054,-0.647623543,0.195113754
801160.INDX,600323.XSHG,-0.183823492,-0.170877486,-0.2636625,-0.446456417,-0.38551912,-0.358679242,-0.235602665,-0.073203386,-0.165479732,-0.289367489,-0.389032564,-0.281942993,-0.430290555,-0.508037322,-0.308971063,-0.133528368,-0.211081923,-0.294220986,-0.270003316,-0.173141861,-0.131862369,-0.137159606,0.324812793,-0.179200034,-0.358473484,-0.39264024,-0.396389579,-0.42665079,-0.457693844,-0.496436241,-0.361416633,-0.37716043,-0.369659335,-0.382936272,-0.35469818,-0.305658521,-0.32352336,-0.284040968,-0.287597834,-0.208997077,-0.166499155,-0.179725174,-0.166579072,-0.133967293,-0.146134299,-0.161465097,-0.149637957,-0.235752165
801160.INDX,600333.XSHG,-0.086741536,0.042492968,-0.165341932,-0.143281553,0.210260956,1.67263154,1.0971938,-0.294708669,-0.223131436,-0.260385038,-0.197181428,-0.193496506,-0.386369919,-0.434992773,-0.22224569,0.291464497,1.856059483,-0.018877315,0.013251291,0.19097146,0.020861478,0.79594805,1.174677219,0.447610223,-0.031682806,-0.072907907,-0.09340274,-0.126585849,-0.15234747,-0.099494597,-0.092014739,-0.181261247,-0.121012285,-0.114853206,-0.034020101,0.054620475,0.069663608,0.107460765,0.103789754,0.184782742,0.204223631,0.069154448,0.098711428,0.129264307,0.133629504,0.156668715,0.14126072,0.053835216
801160.INDX,600396.XSHG,-0.314858109,-0.421257728,-0.362322554,-0.436526979,-0.415057628,-0.576077052,-0.506418751,-0.422162478,-0.518908389,-0.36560704,-0.393318992,-0.40113889,-0.563865388,-0.60729013,-0.588886049,-0.306951417,-0.280418047,-0.269780323,-0.057866192,-0.165447233,-0.234495767,-0.495182826,0.079188468,0.041751363,-0.503364223,-0.535644082,-0.523123144,-0.565272023,-0.612470877,-0.649368954,-0.499141534,-0.483519301,-0.45481132,-0.451402435,-0.43397325,-0.401135471,-0.392576593,-0.321843769,-0.31931238,-0.204482651,-0.155046553,-0.16503002,-0.157700981,-0.163901281,-0.151683226,-0.140199555,-0.08993205,-0.042999576
801160.INDX,600452.XSHG,-0.28240561,-0.380975733,-0.290847549,-0.419165328,-0.403594923,-0.456839655,-0.362255878,-0.333735344,-0.369226096,-0.363179938,-0.45821819,-0.331291138,-0.485567618,-0.540703596,-0.640729505,-0.335837526,-0.303315989,-0.278376148,-0.219127285,-0.259387044,-0.39394541,-0.51386613,-0.170824288,-0.230106013,-0.452340717,-0.481117845,-0.46848938,-0.518446602,-0.570256459,-0.610543848,-0.468820996,-0.471460712,-0.454974082,-0.469328121,-0.45882066,-0.436781348,-0.452512773,-0.400940538,-0.394502049,-0.282058771,-0.201916842,-0.213336429,-0.207977279,-0.198781165,-0.225973555,-0.217258561,-0.150883161,-0.112232785
801160.INDX,600461.XSHG,-0.283722079,-0.29130034,-0.280166776,-0.428856935,-0.413053658,-0.48451148,-0.290894283,-0.278148111,-0.370598756,-0.301303119,-0.39994956,-0.302144424,-0.468943452,-0.533963434,-0.491183617,-0.213138059,-0.119072662,-0.145200285,-0.151865317,-0.118299074,-0.235387586,-0.162144118,0.230568039,0.048626796,-0.422653274,-0.451077402,-0.445657776,-0.48823212,-0.527409512,-0.557754618,-0.405263965,-0.40976622,-0.38460637,-0.3894371,-0.36416386,-0.319503254,-0.318514609,-0.26923078,-0.251452171,-0.157205808,-0.086949205,-0.090491199,-0.062705412,-0.007539835,0.035217665,0.129425302,0.257000782,0.218772254
801160.INDX,600483.XSHG,-0.305581592,-0.436462207,-0.327825484,-0.450975203,-0.524073558,-0.602953519,-0.533422539,-0.457220869,-0.509486952,-0.453468125,-0.541770046,-0.252349015,-0.257207673,-0.488694624,-0.458880648,-0.072856899,0.404753887,-0.066966398,0.033450835,0.281524447,-0.248430425,-0.285436299,-0.135035141,0.119672931,-0.516777913,-0.528020611,-0.506271911,-0.542084165,-0.566516289,-0.559395873,-0.393870139,-0.373643342,-0.300620852,-0.295410235,-0.258294738,-0.222475234,-0.221491159,-0.174532855,-0.165393721,-0.044455939,0.017743475,-0.01248182,0.02183374,0.064612066,0.117341773,0.136513816,0.170954032,0.158097677
801160.INDX,600505.XSHG,-0.29214136,-0.422639953,-0.277764254,-0.368120884,-0.43974653,-0.502605871,-0.469881926,-0.396884192,-0.470834105,-0.3429065,-0.397806346,-0.158311726,-0.434737348,-0.494118103,-0.259772681,0.033537609,0.117485879,0.095958147,-0.052669629,0.057845498,0.191979074,-0.378235918,-0.159064997,-0.104368938,-0.458661454,-0.48432027,-0.464213694,-0.485562003,-0.514648932,-0.529584219,-0.361011639,-0.351086376,-0.300322453,-0.275963079,-0.253139323,-0.230058241,-0.252134586,-0.214135789,-0.208367208,-0.126131047,-0.101552009,-0.136640234,-0.146652691,-0.153136682,-0.201492998,-0.242542016,-0.214260822,-0.206438855
801160.INDX,600509.XSHG,-0.303377272,-0.392146371,-0.315786764,-0.424873268,-0.450968758,-0.53256435,-0.366730569,-0.381760965,-0.452272003,-0.250562414,-0.215164333,0.203636791,-0.373782073,-0.344329753,0.408538399,0.210631269,0.369909193,-0.149874512,-0.120392583,0.042545371,-0.302311101,-0.441864906,-0.25232981,-0.217431605,-0.407838153,-0.428972171,-0.399910732,-0.379291345,-0.402306328,-0.405090964,-0.247586368,-0.24909081,-0.202610619,-0.203126146,-0.189781245,-0.184387858,-0.241863832,-0.210971918,-0.223165472,-0.170970654,-0.1764797,-0.237880462,-0.238951951,-0.235826899,-0.243109945,-0.240353397,-0.197115329,-0.201670475
801160.INDX,600578.XSHG,-0.365220712,-0.472794986,-0.399483289,-0.52321632,-0.563391436,-0.638313802,-0.541048969,-0.485061355,-0.566109162,-0.479366729,-0.512032952,-0.461929543,-0.60703349,-0.616695007,-0.526429232,-0.374325739,-0.371142712,-0.387784753,-0.405784486,-0.423974821,-0.576062095,-0.761772423,-0.414957399,-0.462134496,-0.564397945,-0.594676386,-0.578008419,-0.612912532,-0.657985445,-0.692391369,-0.544149848,-0.545160904,-0.532611858,-0.545290984,-0.537053377,-0.527662537,-0.549254833,-0.505593747,-0.517012718,-0.442888664,-0.420487836,-0.455024806,-0.47760818,-0.493078167,-0.546375083,-0.550092057,-0.499603977,-0.486795141
801160.INDX,600617.XSHG,-0.359679295,-0.436095494,-0.383762444,-0.495300926,-0.516618792,-0.55102328,-0.186458884,-0.370043588,-0.531543097,-0.436878171,-0.502421977,-0.454102421,-0.515532164,-0.46057404,-0.747127617,-0.38749206,-0.348598034,-0.370830777,0.024273034,0.059954836,-0.173517706,-0.319233691,0.011742968,0.141549307,-0.508569535,-0.533093479,-0.510491706,-0.561168475,-0.609555745,-0.646032631,-0.503218472,-0.500311415,-0.45527248,-0.447916885,-0.41876055,-0.381775825,-0.363199423,-0.305342547,-0.299581362,-0.152635991,-0.062071445,-0.044498495,-0.014007441,-0.018886303,-0.007182659,0.018622356,0.036503991,0.021190153
801160.INDX,600635.XSHG,-0.265383356,-0.333415899,-0.126640449,0.289867865,-0.430367953,-0.521694459,-0.314123766,-0.41438214,-0.458885727,-0.40175658,-0.457213558,-0.309375194,-0.454098003,-0.575877839,-0.54636648,-0.446142032,-0.137699319,-0.235832758,-0.200897406,-0.181876302,-0.373470753,-0.53100718,0.172751524,-0.146802163,-0.39013437,-0.418911457,-0.41363205,-0.466224735,-0.56170357,-0.590929501,-0.442631395,-0.448533526,-0.418406744,-0.425260809,-0.409013153,-0.363708737,-0.37605897,-0.332099074,-0.329679525,-0.506450676,-0.176450259,-0.179537576,-0.154051099,-0.081017107,0.029407613,0.142001698,0.285257321,0.271835764
801160.INDX,600642.XSHG,-0.350892628,-0.445037645,-0.379061859,-0.498244082,-0.477180676,-0.553508773,-0.449998733,-0.447534504,-0.548420571,-0.462805329,-0.522146243,-0.41779948,-0.585312615,-0.652339493,-0.708509533,-0.378581519,-0.302513116,-0.338190411,-0.359015417,-0.389304436,-0.558262892,-0.736920103,-0.381809832,-0.428625444,-0.532479653,-0.56256712,-0.552242521,-0.600686207,-0.647699978,-0.681736662,-0.536508965,-0.540691822,-0.528135886,-0.540947877,-0.533926322,-0.521573153,-0.543739579,-0.501229787,-0.509738996,-0.421756718,-0.397641514,-0.437797083,-0.460575398,-0.473197603,-0.521078507,-0.539246957,-0.500944965,-0.528610165
801160.INDX,600644.XSHG,-0.323369236,-0.425771117,-0.319912833,-0.364375048,-0.474174722,-0.511951326,-0.257664838,-0.41788173,-0.422572641,-0.24590809,-0.244164697,-0.22707859,-0.42796454,-0.438880122,0.312224631,0.387512139,0.164148866,0.090254006,0.066264618,0.105706673,0.277073383,0.129694378,0.06508584,0.369862278,-0.434064922,-0.45646201,-0.4303715,-0.410545768,-0.415644434,-0.43121652,-0.262193145,-0.261493175,-0.203126034,-0.174135222,-0.129043132,-0.10266947,-0.087605551,-0.043314042,-0.032571644,0.043339956,0.088961583,0.077252415,0.095291719,0.09499862,0.052647822,0.016825728,0.012430058,-0.022795095
801160.INDX,600674.XSHG,-0.331084358,-0.433218208,-0.359920033,-0.488582204,-0.45605884,-0.53243179,-0.457508432,-0.393353356,-0.514946394,-0.451840539,-0.513305486,-0.41779948,-0.528975163,-0.600832114,-0.71571736,-0.332698888,-0.331416549,-0.357956846,-0.350256693,-0.383065549,-0.501223694,-0.698231564,-0.390160633,-0.331466555,-0.517035319,-0.544826255,-0.532568777,-0.582726156,-0.626028993,-0.663844288,-0.521362196,-0.524640147,-0.515576036,-0.527558939,-0.518854481,-0.507556079,-0.522832263,-0.481046473,-0.487639141,-0.397661315,-0.371644991,-0.402434916,-0.410134691,-0.412844735,-0.454001782,-0.471301754,-0.435619678,-0.455433873
801160.INDX,600681.XSHG,-0.119530806,-0.247210174,-0.266326164,-0.346864752,-0.239109122,-0.185722052,0.099921345,-0.230778664,-0.231835346,-0.090716345,0.112345549,-0.26244973,-0.417634297,-0.237929238,0.414324499,-0.446142032,-0.450884072,-0.459443033,0.190395428,0.121541562,0.319360424,-0.250405104,-0.075216138,0.045258528,-0.268152728,-0.309773962,-0.284383376,-0.308631617,-0.344526202,-0.375898143,-0.229928637,-0.24927592,-0.188585905,-0.159141824,-0.152481959,-0.177724004,-0.171994567,-0.112891924,-0.131003783,-0.506450676,-0.490498858,-0.533190516,0.042845221,0.088824331,0.128047937,0.194855226,0.241898699,0.386368582
801160.INDX,600719.XSHG,-0.174332667,-0.346589353,-0.29570482,-0.354564526,-0.397783412,-0.504461706,-0.319804678,-0.182471827,-0.331259579,-0.305272144,-0.255048205,-0.194241946,-0.276089442,-0.077764173,0.591213841,0.354476644,0.057495198,0.290849653,0.311383156,0.577336811,0.26295293,-0.211980951,-0.075471775,0.152938912,-0.3961405,-0.419789998,-0.371238485,-0.348008816,-0.352914083,-0.378669443,-0.198717113,-0.179991922,-0.094644739,-0.071422145,-0.038189508,-0.017561707,-0.023645487,0.045110691,0.044708175,0.115681557,0.151229586,0.161515051,0.187886916,0.33831733,0.400696058,0.550097572,0.610255415,0.592692713
801160.INDX,600726.XSHG,-0.302642498,-0.346363683,-0.339133002,-0.285177378,-0.492250526,-0.57647473,-0.517469293,-0.416788108,-0.517847697,-0.428626025,-0.4290169,-0.323724919,-0.584867935,-0.620833153,-0.593977817,-0.336874872,-0.29217211,-0.273820757,-0.321046978,-0.267467888,-0.422372111,-0.64517803,0.138709228,-0.135725077,-0.485088427,-0.519291879,-0.515410142,-0.557767589,-0.621683796,-0.65544967,-0.504352455,-0.50287651,-0.481585773,-0.488332668,-0.477385788,-0.43810263,-0.44696938,-0.39750392,-0.394390574,-0.302692191,-0.237835028,-0.240882026,-0.242536069,-0.221894341,-0.234133741,-0.203930848,-0.127288152,-0.037680999
801160.INDX,600744.XSHG,-0.26777137,-0.341991338,-0.34780297,-0.335716432,-0.34439767,-0.48109807,-0.355368745,-0.314550094,-0.355561893,-0.244566045,0.04218878,0.028719235,-0.157667913,0.171496432,1.439191591,0.117642468,-0.194317932,-0.132009458,-0.177470964,-0.065743879,-0.307550532,0.644851235,0.52497638,0.524976201,-0.369484723,-0.375777916,-0.311826014,-0.207954152,-0.256192188,-0.300050621,-0.14444794,-0.152965873,-0.113932111,-0.118062126,-0.0422744,-0.010725512,-0.005495799,0.038619301,0.03707216,0.044558574,0.105684148,0.150665651,0.219913806,0.340224571,0.575421952,0.879076483,1.111210332,1.408207945
801160.INDX,600780.XSHG,-0.328145264,-0.430735845,-0.244990732,-0.36223457,-0.522590621,-0.625256678,-0.481905226,-0.443160017,-0.518003681,-0.400671523,-0.391745069,-0.208517127,-0.276876182,-0.432861,-0.629851637,-0.28556612,-0.13927295,-0.327574369,-0.351597742,-0.322637473,-0.446897109,-0.589084054,-0.324760227,-0.281046717,-0.473619578,-0.492907302,-0.470082282,-0.5253608,-0.576499243,-0.602122324,-0.450542275,-0.454271934,-0.434276101,-0.441554373,-0.429015037,-0.421672782,-0.446125208,-0.421560248,-0.436416527,-0.348251891,-0.322095559,-0.363289528,-0.376003365,-0.384300771,-0.434254132,-0.462873936,-0.445772875,-0.476891583
801160.INDX,600795.XSHG,-0.347126914,-0.443034829,-0.369504003,-0.47389615,-0.494454892,-0.58416319,-0.47357841,-0.346733821,-0.486838068,-0.283399674,-0.606166927,-0.546425197,-0.669425422,-0.555657352,-0.57298254,-0.331555147,-0.220041988,-0.219631411,-0.170388551,-0.263665138,-0.521252442,-0.726829357,-0.405285808,-0.406471272,-0.504393845,-0.529891054,-0.510296086,-0.543798661,-0.589122316,-0.6163286,-0.458318156,-0.446523761,-0.427467197,-0.440530838,-0.621568377,-0.615728821,-0.635022662,-0.443080024,-0.456732787,-0.378163426,-0.349269728,-0.388333822,-0.411943191,-0.43388904,-0.48602235,-0.502367085,-0.464610568,-0.479489738
801160.INDX,600803.XSHG,-0.136308135,-0.042048446,-0.184718787,-0.327808556,-0.057589582,-0.115067764,0.621748145,0.049532226,-0.306676493,-0.077467224,0.316017849,-0.03154961,0.230673976,0.184663261,-0.102324635,-0.235613899,-0.134680516,-0.181484964,-0.03104522,-0.361615662,-0.373805185,-0.577230731,-0.365065624,-0.375740173,-0.155294683,-0.141349104,-0.110449592,-0.127429043,-0.184853947,-0.242525966,-0.118339338,-0.173909739,-0.188694414,-0.199336302,-0.203951593,-0.254961525,-0.303572773,-0.30927011,-0.362759635,-0.300836568,-0.271515687,-0.304446381,-0.307346131,-0.281859295,-0.282801088,-0.287751709,-0.251776567,-0.293431222
801160.INDX,600856.XSHG,0.440642181,-0.5030629,-0.417293283,-0.549407442,1.478412814,0.448642105,2.059213471,-0.511152046,-0.365513676,-0.26032793,-0.306150462,-0.239527442,-0.320044285,-0.415712774,-0.48744745,-0.110866337,0.020787838,0.273420331,0.223544473,-0.062891817,0.091017834,0.022485702,0.147954758,0.137312929,-0.055621524,-0.630866617,-0.621156517,-0.676882915,-0.311964723,-0.374902627,-0.269267038,-0.617115774,-0.2854568,-0.269766545,-0.235588375,-0.201593241,-0.200752678,-0.13773922,-0.116344863,-0.014987538,0.049804872,0.067778731,0.094075092,0.109060482,0.117537618,0.148175565,0.171848024,0.12010347
801160.INDX,600863.XSHG,-0.353464336,-0.460467793,-0.38230004,-0.485193115,-0.513813235,-0.60239014,-0.492839037,-0.456752174,-0.537751262,-0.442132132,-0.454635004,-0.319252278,-0.57587173,-0.601490455,-0.406045289,-0.309824068,-0.239632092,-0.369642414,-0.33378694,-0.369904469,-0.515975851,-0.73969616,-0.245470224,-0.536930867,-0.527846353,-0.557522593,-0.541231931,-0.567548649,-0.613598428,-0.643611107,-0.496576573,-0.497455434,-0.481368756,-0.491873545,-0.484710421,-0.470445303,-0.498998486,-0.457290168,-0.467406487,-0.396054955,-0.375825632,-0.417473998,-0.434072654,-0.445882031,-0.476230127,-0.483747486,-0.438589009,-0.711550894
801160.INDX,600868.XSHG,-0.155749019,-0.274600802,-0.0449025,0.573956804,0.583279803,-0.016211412,-0.283773688,-0.143382659,-0.113911406,-0.052025487,-0.058240887,-0.03266777,0.112252447,-0.256613595,0.717879836,0.147459529,0.40366198,0.588574157,1.104990568,3.925927,3.72395029,0.884870001,0.51419703,1.314400852,-0.150890188,-0.149709416,-0.125652031,-0.095668704,-0.191289239,-0.235853321,-0.073601019,-0.020189173,0.323411085,0.504163898,0.575642932,0.632709855,0.66691498,0.727306688,0.756055953,0.853720988,1.057869372,1.218252922,1.511906163,1.541754148,1.504769169,1.856474757,2.235597097,2.546964316
801160.INDX,600874.XSHG,-0.137287833,-0.090539166,0.317434254,0.407980606,0.002689815,0.184914701,0.098053648,-0.078640249,-0.07182691,0.162273326,0.77868416,1.09887327,1.750485346,2.77122404,1.902906176,-0.287241834,-0.213169394,-0.262214413,-0.304744857,-0.2258456,-0.057061127,0.535791854,-0.138060176,-0.27854656,0.078515381,0.194763772,0.442008147,0.504152007,0.366023584,0.287169022,0.393923855,0.341092502,0.360602347,0.362639497,0.416782905,0.358199262,0.224090724,0.089132134,-0.159624906,-0.245389445,-0.193555559,-0.204957065,-0.187952253,-0.187111435,-0.191047961,-0.160942441,-0.180736115,-0.232237013
801160.INDX,600886.XSHG,-0.311490396,-0.421539815,-0.364594504,-0.475471779,-0.475096548,-0.524610771,-0.453617397,-0.352670625,-0.492859053,-0.4105227,-0.456878681,-0.351790745,-0.512453615,-0.587477188,-0.641688344,-0.255456474,-0.244738365,-0.232861851,-0.203579503,-0.254425644,-0.440914496,-0.607150456,-0.142874669,-0.207222629,-0.497072086,-0.525696728,-0.513258326,-0.557880015,-0.595832621,-0.628301692,-0.478837844,-0.474845579,-0.457442649,-0.466700127,-0.454792111,-0.432386651,-0.444549421,-0.403886211,-0.40662492,-0.316650908,-0.282791642,-0.301444818,-0.304649822,-0.302192425,-0.32291656,-0.29778016,-0.245231267,-0.316936889
801160.INDX,600900.XSHG,-0.339136251,-0.466419825,-0.387757942,-0.508500537,-0.507400534,-0.593608064,-0.492488844,-0.444909812,-0.535536288,-0.474969392,-0.551548459,-0.478701949,-0.59044353,-0.657104631,-0.775595229,-0.3905775,-0.400303064,-0.365047411,-0.357464829,-0.4298572,-0.577771413,-0.766178863,-0.475202464,-0.465433314,-0.548181393,-0.579741185,-0.568395112,-0.620726138,-0.66689585,-0.705548318,-0.560025606,-0.561212579,-0.552794425,-0.567919396,-0.562041645,-0.55403072,-0.573876503,-0.530441042,-0.539419128,-0.450117285,-0.428908001,-0.464592289,-0.486025925,-0.499769674,-0.54317629,-0.570932941,-0.547751843,-0.61120095
801160.INDX,600903.XSHG,1.940498696,3.75427568,4.122290167,4.18638895,4.480380691,4.351981469,-0.570387379,3.863241405,-0.595340572,-0.517914817,-0.606166927,-0.546425197,-0.669425422,-0.736669895,-0.854253126,-0.446142032,-0.450884072,-0.459443033,-0.496389082,-0.505318023,-0.629236748,-0.830821332,-0.559988657,-0.536930867,3.865270907,3.866693673,3.81641389,3.785122449,3.605955266,3.54640282,-0.614024783,3.085003283,-0.610982067,-0.626150214,-0.621568377,-0.615728821,-0.635022662,-0.58856353,-0.596800718,-0.506450676,-0.490498858,-0.533190516,-0.56122664,-0.576996776,-0.636692017,-0.668081514,-0.647623543,-0.711550894
