300571.XSHE,0.2478096408848964
300688.XSHE,0.2048218301604085
600083.XSHG,0.18301886933514203
300176.XSHE,0.15849540543554
300722.XSHE,0.1482633564410523
600671.XSHG,0.14190979433050702
603183.XSHG,0.14099546537862168
000002.XSHE,0.1374489127663359
601989.XSHG,0.13247599908564944
600265.XSHG,0.12302110065448815
300589.XSHE,0.11903607954026674
600104.XSHG,0.11435353402824074
603993.XSHG,0.1107953470249799
600760.XSHG,0.1022963428949761
300578.XSHE,0.10058138539097827
002647.XSHE,0.09678753336639315
603712.XSHG,0.0928084342306209
000858.XSHE,0.09048709079812386
600519.XSHG,0.09036777903340178
300638.XSHE,0.08775419126200205
600318.XSHG,0.08546413683228077
001979.XSHE,0.08338082936212202
600048.XSHG,0.0804507938020225
300603.XSHE,0.07946868303338656
000586.XSHE,0.07906394556176871
002829.XSHE,0.07903349020359472
002304.XSHE,0.07813801498598545
300474.XSHE,0.07679983389522799
603288.XSHG,0.07650501673763058
000666.XSHE,0.07619539759059092
601869.XSHG,0.0751011668982867
002626.XSHE,0.07316034163585475
002594.XSHE,0.07089583824854101
600877.XSHG,0.06932931637986912
000927.XSHE,0.06823782482301509
000617.XSHE,0.06415179478051249
002908.XSHE,0.06374529323283246
300620.XSHE,0.06373865814725456
600887.XSHG,0.061994162704146295
000415.XSHE,0.060034240926840524
601899.XSHG,0.05987838323286784
002001.XSHE,0.058699127597874434
000627.XSHE,0.05857504157992875
600705.XSHG,0.05796582107494784
600053.XSHG,0.057385382294259574
300698.XSHE,0.05671214913251167
603713.XSHG,0.05598697416373629
300560.XSHE,0.05461713474761826
300309.XSHE,0.05444979716322122
300401.XSHE,0.054169405876064856
600061.XSHG,0.053372608088075375
600893.XSHG,0.05322444934922665
300531.XSHE,0.05310102771412993
000338.XSHE,0.052786645835011324
002417.XSHE,0.05266975001472694
601668.XSHG,0.05188689112071364
000915.XSHE,0.05176614867981169
600643.XSHG,0.050424984613329844
300308.XSHE,0.048675455066960714
603816.XSHG,0.0484032143826655
000034.XSHE,0.048051483369027315
601800.XSHG,0.047781937669584044
002120.XSHE,0.04749226747532345
603707.XSHG,0.04664027077296514
002466.XSHE,0.045984860809301996
603899.XSHG,0.04595373454247786
600462.XSHG,0.04580579950864161
600516.XSHG,0.0455508877967633
300628.XSHE,0.04554703288899982
601628.XSHG,0.04532844045494925
600837.XSHG,0.045131179138384554
600213.XSHG,0.04425333979575833
601788.XSHG,0.0440200398877275
300345.XSHE,0.04401517339018192
601211.XSHG,0.043968105698306274
000776.XSHE,0.0439664099771577
600816.XSHG,0.04367717449543526
600741.XSHG,0.043623634980667375
600645.XSHG,0.043553747739289904
600390.XSHG,0.04343316017942484
601318.XSHG,0.04311767124528063
600999.XSHG,0.0430539562028826
002736.XSHE,0.04285774290027788
002711.XSHE,0.042676405775187096
601633.XSHG,0.042442110899134536
603800.XSHG,0.04222929334987699
601688.XSHG,0.042077564984617
300122.XSHE,0.041748743454965695
601601.XSHG,0.041593794380578815
600566.XSHG,0.04102646515390953
300443.XSHE,0.04077125275879433
601377.XSHG,0.04062890498709627
600093.XSHG,0.040621962361677574
000783.XSHE,0.040419006752117195
600036.XSHG,0.04041529361940434
600606.XSHG,0.040225561946112105
000952.XSHE,0.04005842506651044
000166.XSHE,0.04004162192463714
603799.XSHG,0.03989802899364506
002871.XSHE,0.039522967537165464
000868.XSHE,0.039483555851629264
600340.XSHG,0.03926467997080707
603500.XSHG,0.03925394123651899
002142.XSHE,0.03898659324625495
002813.XSHE,0.03892857894592689
600556.XSHG,0.03876545897069747
601238.XSHG,0.038645490644963455
603617.XSHG,0.03849136735895442
600109.XSHG,0.0383811679940792
002796.XSHE,0.03827050563531975
000661.XSHE,0.038195702408075585
600297.XSHG,0.03812350399300039
600369.XSHG,0.03796111749330235
601390.XSHG,0.03786546071696157
300601.XSHE,0.037438834733854384
603488.XSHG,0.03739635420094407
002364.XSHE,0.037326693492729
600958.XSHG,0.03731088518044959
002896.XSHE,0.03714125678140433
002322.XSHE,0.03688158289443963
603871.XSHG,0.03642637284508734
601258.XSHG,0.03637624451259238
300706.XSHE,0.03635113953992698
603322.XSHG,0.03624968092407657
300018.XSHE,0.036210327409996204
