,open,close,high,low
2018-01-24,6932.01,6946.83,6948.07,6900.7
2018-01-25,6937.17,6919.98,6959.65,6909.42
2018-01-26,6911.49,6936.22,6953.7,6904.03
2018-01-29,6940.43,6877.62,6960.57,6859.3
2018-01-30,6861.4,6880.69,6905.32,6859.57
2018-01-31,6842.38,6793.53,6866.01,6771.26
2018-02-01,6790.01,6604.37,6815.77,6587.11
2018-02-02,6548.67,6641.91,6644.6,6451.52
2018-02-05,6557.39,6673.09,6680.38,6540.05
2018-02-06,6546.92,6359.86,6584.59,6358.09
2018-02-07,6474.23,6308.14,6502.58,6286.94
2018-02-08,6285.42,6341.02,6375.97,6269.11
2018-02-09,6192.61,6068.08,6207.69,6008.61
2018-02-12,6089.38,6216.1,6237.11,6086.81
2018-02-13,6256.23,6282.64,6339.52,6256.11
2018-02-14,6287.15,6321.25,6326.35,6261.11
2018-02-22,6377.56,6457.1,6457.12,6373.2
2018-02-23,6456.22,6481.57,6485.0,6421.66
2018-02-26,6511.73,6590.59,6591.3,6479.14
2018-02-27,6586.38,6516.95,6586.38,6508.81
2018-02-28,6473.72,6518.63,6540.11,6432.28
2018-03-01,6485.38,6553.23,6564.76,6465.73
2018-03-02,6512.44,6510.85,6546.15,6496.01
2018-03-05,6517.3,6457.89,6530.77,6442.28
2018-03-06,6472.48,6594.59,6594.6,6456.35
2018-03-07,6583.18,6517.41,6591.8,6508.58
2018-03-08,6502.61,6557.07,6557.65,6502.61
2018-03-09,6560.66,6602.85,6605.22,6545.86
2018-03-12,6618.01,6678.01,6678.59,6617.15
2018-03-13,6667.53,6641.4,6677.77,6636.5
2018-03-14,6625.43,6611.67,6643.73,6602.08
2018-03-15,6590.71,6579.55,6614.5,6535.98
2018-03-16,6582.87,6552.0,6609.44,6551.1
2018-03-19,6542.13,6507.9,6542.13,6478.21
2018-03-20,6462.29,6515.73,6518.66,6439.12
2018-03-21,6521.28,6475.01,6568.81,6470.92
2018-03-22,6477.59,6441.81,6506.02,6416.66
2018-03-23,6253.06,6117.15,6308.86,6051.54
2018-03-26,6057.52,6195.19,6195.19,5994.44
2018-03-27,6251.06,6278.66,6300.31,6230.14
2018-03-28,6213.37,6191.11,6269.32,6185.36
2018-03-29,6205.5,6292.64,6299.69,6164.23
2018-03-30,6297.86,6315.57,6323.64,6280.8
2018-04-02,6320.09,6322.44,6375.04,6312.5
2018-04-03,6238.41,6249.76,6258.5,6212.13
2018-04-04,6250.49,6219.35,6289.09,6212.27
2018-04-09,6193.4,6201.85,6225.17,6149.63
2018-04-10,6214.77,6299.6,6300.0,6214.77
2018-04-11,6325.64,6337.52,6363.61,6325.64
2018-04-12,6330.91,6294.32,6342.07,6280.15
2018-04-13,6314.28,6269.82,6334.76,6258.68
2018-04-16,6256.48,6199.17,6270.06,6164.19
2018-04-17,6200.83,6090.79,6211.16,6084.48
2018-04-18,6131.43,6123.4,6150.78,6027.15
2018-04-19,6125.72,6184.15,6196.69,6122.29
2018-04-20,6167.78,6036.69,6168.28,6030.1
2018-04-23,6032.75,6020.71,6072.18,5968.65
2018-04-24,6032.37,6164.22,6169.74,6032.37
2018-04-25,6138.74,6147.62,6149.85,6123.23
2018-04-26,6141.13,6034.57,6147.03,6033.45
2018-04-27,6045.55,6046.73,6066.34,6003.13
2018-05-02,6055.14,6085.79,6089.87,6039.34
2018-05-03,6074.69,6127.35,6132.41,6033.38
2018-05-04,6111.23,6133.46,6156.88,6098.85
2018-05-07,6153.3,6271.7,6271.7,6153.3
2018-05-08,6276.6,6306.41,6307.6,6267.69
2018-05-09,6301.87,6295.96,6301.87,6267.54
2018-05-10,6305.75,6326.25,6332.31,6288.47
2018-05-11,6329.18,6289.47,6332.05,6284.37
2018-05-14,6285.54,6270.77,6309.0,6256.98
2018-05-15,6277.98,6330.77,6331.8,6261.12
2018-05-16,6316.02,6326.09,6364.52,6303.42
2018-05-17,6328.85,6309.19,6336.5,6299.1
2018-05-18,6309.78,6366.6,6371.2,6304.25
2018-05-21,6405.32,6426.35,6441.38,6395.29
2018-05-22,6421.56,6448.05,6448.53,6403.19
2018-05-23,6434.0,6338.24,6434.0,6335.98
2018-05-24,6337.37,6316.53,6350.82,6310.27
2018-05-25,6311.88,6268.05,6321.31,6256.7
2018-05-28,6249.9,6269.73,6302.95,6218.49
2018-05-29,6259.48,6198.59,6292.02,6196.03
2018-05-30,6118.47,6057.91,6144.32,6054.72
2018-05-31,6105.91,6176.52,6182.82,6080.88
2018-06-01,6148.02,6095.28,6171.65,6057.67
2018-06-04,6093.59,6104.66,6117.02,6076.27
2018-06-05,6098.44,6166.24,6167.05,6094.21
2018-06-06,6153.04,6151.67,6159.0,6127.65
2018-06-07,6162.33,6136.32,6172.77,6129.14
2018-06-08,6123.52,6055.65,6123.52,6019.32
2018-06-11,6042.47,6010.23,6045.74,5985.74
2018-06-12,6016.33,6103.48,6103.62,5985.53
2018-06-13,6089.38,6029.81,6097.35,6027.32
2018-06-14,6016.16,6006.29,6062.0,5983.87
2018-06-15,6003.94,5933.48,6013.74,5898.76
2018-06-19,5842.94,5571.58,5855.44,5497.96
2018-06-20,5557.15,5659.95,5672.64,5544.29
2018-06-21,5661.95,5589.85,5741.37,5586.34
2018-06-22,5550.3,5658.52,5659.06,5507.11
2018-06-25,5699.48,5627.78,5715.93,5624.27
2018-06-26,5551.51,5608.0,5617.23,5523.12
2018-06-27,5607.43,5540.77,5631.05,5516.65
2018-06-28,5519.66,5468.34,5563.46,5462.79
2018-06-29,5467.39,5602.82,5603.26,5451.24
2018-07-02,5592.63,5494.02,5611.67,5459.66
2018-07-03,5496.18,5515.6,5521.13,5383.15
2018-07-04,5495.09,5458.04,5512.47,5444.23
2018-07-05,5449.12,5319.3,5473.22,5317.38
2018-07-06,5316.63,5324.81,5377.33,5214.97
2018-07-09,5337.14,5450.57,5451.23,5336.7
2018-07-10,5457.5,5485.07,5494.58,5439.8
2018-07-11,5411.08,5388.12,5416.77,5332.29
2018-07-12,5379.75,5518.31,5525.26,5379.75
2018-07-13,5516.43,5559.1,5560.79,5511.9
2018-07-16,5555.2,5550.07,5573.67,5517.05
2018-07-17,5549.48,5533.93,5549.66,5480.98
2018-07-18,5531.5,5518.51,5572.06,5517.75
2018-07-19,5515.23,5483.63,5542.77,5464.85
2018-07-20,5475.83,5536.85,5546.09,5429.96
2018-07-23,5515.39,5583.85,5586.94,5493.42
2018-07-24,5586.17,5695.51,5698.48,5586.09
2018-07-25,5695.39,5693.49,5706.94,5669.5
2018-07-26,5692.0,5679.96,5713.71,5668.9
2018-07-27,5681.94,5666.03,5697.19,5647.35
2018-07-30,5654.74,5610.94,5677.96,5592.14
2018-07-31,5600.8,5618.84,5633.22,5585.12
2018-08-01,5620.91,5507.48,5645.19,5506.73
2018-08-02,5491.95,5408.24,5492.54,5287.03
2018-08-03,5395.72,5342.55,5417.45,5340.93
2018-08-06,5332.14,5251.74,5356.32,5219.44
2018-08-07,5261.68,5387.79,5387.82,5218.14
2018-08-08,5374.36,5322.61,5385.3,5316.8
2018-08-09,5299.86,5418.07,5436.64,5290.48
2018-08-10,5410.14,5441.99,5455.23,5403.81
2018-08-13,5391.79,5438.84,5441.97,5349.15
2018-08-14,5428.8,5424.69,5447.57,5403.43
2018-08-15,5423.61,5298.93,5426.04,5296.65
2018-08-16,5246.8,5246.18,5301.02,5200.17
2018-08-17,5276.9,5163.98,5296.72,5160.01
2018-08-20,5159.44,5182.13,5188.47,5093.94
2018-08-21,5183.496,5246.035,5258.115,5167.779
2018-08-22,5231.377,5199.19,5232.636,5191.226
2018-08-23,5194.69,5210.12,5226.75,5164.55
2018-08-24,5203.11,5207.28,5234.92,5177.83
2018-08-27,5216.81,5311.75,5311.75,5216.81
2018-08-28,5317.91,5317.31,5326.85,5298.53
2018-08-29,5313.63,5279.39,5314.8,5264.67
2018-08-30,5276.38,5227.7,5292.43,5222.69
2018-08-31,5222.6,5176.65,5222.6,5161.12
2018-09-03,5174.63,5190.07,5192.27,5120.75
2018-09-04,5187.44,5234.83,5246.65,5176.76
2018-09-05,5222.67,5154.39,5222.67,5154.39
2018-09-06,5142.54,5115.47,5173.17,5097.48
2018-09-07,5120.17,5142.57,5195.42,5105.93
2018-09-10,5140.77,5072.02,5144.76,5068.69
2018-09-11,5066.89,5054.52,5088.76,5026.17
2018-09-12,5054.74,5030.56,5063.75,5023.03
