,open,close,high,low
2016-12-13,6498.554,6520.77,6536.469,6434.279
2016-12-14,6516.397,6488.154,6539.399,6458.085
2016-12-15,6460.66,6510.388,6549.524,6453.008
2016-12-16,6504.083,6564.339,6567.446,6494.618
2016-12-19,6559.927,6543.517,6560.463,6529.753
2016-12-20,6537.445,6535.285,6546.258,6507.446
2016-12-21,6544.768,6561.549,6574.981,6542.674
2016-12-22,6559.954,6555.219,6559.954,6527.914
2016-12-23,6551.253,6490.555,6558.943,6485.185
2016-12-26,6473.81,6517.603,6517.626,6411.559
2016-12-27,6519.99,6520.462,6536.248,6507.692
2016-12-28,6519.576,6501.497,6526.625,6490.629
2016-12-29,6493.534,6485.873,6517.366,6475.631
2016-12-30,6490.337,6497.318,6503.836,6462.787
2017-01-03,6507.713,6518.688,6529.441,6503.932
2017-01-04,6521.958,6584.328,6584.607,6510.554
2017-01-05,6583.741,6573.219,6592.725,6569.702
2017-01-06,6567.221,6527.054,6570.131,6516.458
2017-01-09,6517.53,6540.708,6542.009,6497.883
2017-01-10,6536.774,6517.698,6549.689,6513.198
2017-01-11,6509.739,6447.439,6525.986,6445.239
2017-01-12,6440.407,6394.658,6454.571,6391.562
2017-01-13,6396.299,6303.831,6407.175,6295.143
2017-01-16,6294.784,6082.392,6294.784,5923.085
2017-01-17,6056.416,6132.896,6135.795,5987.154
2017-01-18,6115.08,6091.773,6123.04,6086.377
2017-01-19,6079.765,6078.721,6099.048,6049.774
2017-01-20,6072.7,6180.729,6192.634,6070.063
2017-01-23,6187.843,6232.708,6242.979,6187.607
2017-01-24,6227.406,6200.576,6229.16,6194.123
2017-01-25,6186.298,6213.631,6226.875,6180.563
2017-01-26,6217.716,6253.911,6256.104,6217.716
2017-02-03,6260.544,6233.631,6265.209,6219.639
2017-02-06,6230.282,6302.648,6302.756,6230.282
2017-02-07,6297.912,6297.98,6317.109,6265.377
2017-02-08,6292.578,6325.322,6325.322,6255.049
2017-02-09,6323.777,6359.247,6362.006,6316.969
2017-02-10,6359.19,6332.937,6360.465,6327.877
2017-02-13,6330.313,6364.614,6364.78,6318.871
2017-02-14,6361.815,6361.073,6369.754,6343.938
2017-02-15,6363.897,6302.626,6373.906,6294.025
2017-02-16,6298.198,6332.653,6338.644,6290.912
2017-02-17,6333.734,6278.984,6339.244,6272.758
2017-02-20,6274.926,6320.009,6320.009,6272.038
2017-02-21,6324.068,6389.559,6389.687,6322.294
2017-02-22,6390.568,6405.849,6406.222,6368.417
2017-02-23,6404.271,6419.966,6420.16,6377.836
2017-02-24,6420.236,6454.175,6454.495,6403.932
2017-02-27,6450.18,6402.48,6456.64,6394.67
2017-02-28,6401.219,6422.786,6423.82,6387.173
2017-03-01,6420.649,6431.558,6453.901,6416.949
2017-03-02,6434.818,6405.735,6441.333,6401.66
2017-03-03,6392.88,6427.036,6427.697,6365.638
2017-03-06,6435.548,6502.197,6502.324,6434.172
2017-03-07,6508.626,6525.207,6525.399,6486.384
2017-03-08,6524.181,6496.226,6526.155,6476.547
2017-03-09,6489.247,6446.086,6489.656,6435.007
2017-03-10,6444.684,6451.552,6467.56,6439.036
2017-03-13,6453.65,6514.781,6514.781,6418.531
2017-03-14,6513.933,6495.309,6523.241,6480.706
2017-03-15,6485.172,6478.557,6491.883,6463.472
2017-03-16,6486.244,6535.777,6535.777,6486.244
2017-03-17,6543.925,6483.32,6559.277,6481.871
2017-03-20,6476.806,6489.026,6489.307,6444.917
2017-03-21,6490.445,6507.245,6508.025,6482.501
2017-03-22,6481.692,6482.528,6507.804,6451.849
2017-03-23,6486.668,6491.781,6515.004,6427.171
2017-03-24,6492.688,6511.223,6512.438,6471.733
2017-03-27,6511.061,6486.313,6517.685,6472.335
2017-03-28,6485.171,6466.566,6491.809,6454.573
2017-03-29,6471.177,6419.318,6478.218,6412.236
2017-03-30,6409.62,6317.315,6410.471,6302.939
2017-03-31,6315.973,6335.564,6347.367,6302.601
2017-04-05,6371.516,6466.49,6466.49,6371.488
2017-04-06,6477.556,6490.3,6495.804,6458.257
2017-04-07,6488.906,6502.931,6520.281,6474.787
2017-04-10,6496.061,6468.143,6504.592,6455.516
2017-04-11,6470.047,6504.554,6507.384,6407.956
2017-04-12,6496.637,6432.235,6496.812,6429.852
2017-04-13,6424.41,6470.487,6481.777,6421.014
2017-04-14,6482.633,6395.435,6482.633,6388.738
2017-04-17,6372.176,6325.099,6376.952,6302.646
2017-04-18,6323.597,6275.326,6358.017,6271.767
2017-04-19,6253.252,6232.637,6262.725,6158.014
2017-04-20,6232.995,6229.552,6259.821,6185.13
2017-04-21,6224.75,6202.783,6244.981,6193.373
2017-04-24,6188.999,6060.042,6188.999,6049.261
2017-04-25,6063.481,6084.773,6119.938,6054.685
2017-04-26,6088.491,6094.894,6109.914,6080.389
2017-04-27,6080.459,6125.258,6132.047,5980.095
2017-04-28,6115.247,6138.321,6139.442,6098.552
2017-05-02,6120.239,6107.323,6130.665,6095.468
2017-05-03,6100.3,6093.814,6120.709,6072.666
2017-05-04,6081.591,6086.527,6148.262,6055.899
2017-05-05,6070.585,6019.534,6074.688,6019.534
2017-05-08,6011.06,5934.818,6017.603,5934.577
2017-05-09,5904.479,5946.835,5947.131,5874.394
2017-05-10,5940.832,5843.574,5978.345,5843.3
2017-05-11,5808.454,5802.431,5812.674,5672.332
2017-05-12,5784.942,5778.833,5799.123,5742.758
2017-05-15,5784.252,5796.293,5813.689,5784.252
2017-05-16,5783.685,5910.665,5910.822,5741.655
2017-05-17,5903.346,5937.369,5965.93,5897.968
2017-05-18,5899.876,5897.813,5943.646,5881.227
2017-05-19,5892.728,5889.993,5908.32,5860.407
2017-05-22,5883.726,5812.859,5914.619,5797.563
2017-05-23,5801.407,5686.708,5812.516,5682.514
2017-05-24,5661.109,5714.239,5714.495,5586.326
2017-05-25,5706.779,5769.971,5779.332,5660.36
2017-05-26,5763.522,5755.358,5787.923,5743.695
2017-05-31,5807.769,5743.088,5830.677,5741.458
2017-06-01,5727.003,5617.223,5727.003,5617.223
2017-06-02,5601.672,5676.297,5688.011,5552.532
2017-06-05,5686.438,5725.994,5737.564,5683.511
2017-06-06,5722.168,5755.433,5755.844,5712.631
2017-06-07,5762.062,5871.361,5872.862,5759.362
2017-06-08,5873.53,5875.41,5892.772,5858.547
2017-06-09,5867.706,5883.103,5884.292,5829.008
2017-06-12,5852.106,5810.058,5853.53,5802.548
2017-06-13,5800.041,5870.777,5878.332,5797.617
2017-06-14,5862.445,5840.82,5871.823,5835.358
2017-06-15,5831.486,5914.523,5921.91,5831.373
2017-06-16,5910.234,5892.769,5915.004,5886.532
2017-06-19,5888.795,5916.936,5916.95,5880.309
2017-06-20,5919.906,5929.403,5953.455,5919.623
2017-06-21,5939.068,5935.135,5945.567,5896.159
2017-06-22,5926.118,5847.612,5943.763,5847.509
2017-06-23,5838.336,5864.217,5864.217,5778.566
2017-06-26,5865.832,5944.468,5944.468,5858.737
2017-06-27,5941.797,5947.138,5961.879,5925.077
2017-06-28,5938.53,5913.316,5938.79,5900.605
2017-06-29,5912.768,5936.917,5956.569,5912.768
2017-06-30,5922.957,5951.898,5953.12,5911.67
2017-07-03,5955.521,5991.436,5991.745,5940.306
2017-07-04,5988.827,5985.533,5998.449,5969.885
2017-07-05,5984.252,6023.972,6024.026,5962.663
2017-07-06,6014.108,6026.547,6039.286,5978.538
2017-07-07,6012.37,6025.096,6026.135,5998.074
2017-07-10,6017.84,5984.842,6023.367,5973.663
2017-07-11,5975.548,5913.587,5985.718,5910.596
2017-07-12,5903.378,5911.502,5923.136,5834.138
2017-07-13,5907.327,5913.158,5927.777,5894.492
2017-07-14,5909.147,5898.045,5911.528,5874.313
2017-07-17,5873.226,5638.122,5873.226,5630.26
2017-07-18,5602.45,5666.038,5666.26,5581.28
2017-07-19,5653.081,5733.077,5733.328,5635.342
2017-07-20,5725.673,5773.927,5793.072,5721.123
2017-07-21,5773.153,5792.926,5803.897,5766.045
2017-07-24,5782.957,5808.959,5815.034,5776.915
2017-07-25,5799.105,5800.898,5811.639,5765.446
2017-07-26,5799.478,5797.903,5811.69,5768.278
2017-07-27,5790.681,5880.508,5887.641,5762.902
2017-07-28,5872.111,5877.788,5895.63,5866.075
2017-07-31,5878.811,5929.409,5929.525,5870.307
2017-08-01,5928.14,5937.639,5940.151,5909.237
2017-08-02,5931.174,5884.011,5941.724,5877.693
2017-08-03,5874.515,5885.313,5918.337,5857.861
2017-08-04,5883.962,5855.529,5896.653,5855.268
2017-08-07,5851.423,5890.474,5891.238,5848.979
2017-08-08,5892.897,5912.205,5920.389,5873.86
2017-08-09,5914.161,5929.771,5932.435,5905.685
2017-08-10,5929.193,5897.276,5951.272,5859.655
2017-08-11,5867.402,5825.117,5904.608,5819.598
2017-08-14,5837.992,5957.539,5957.602,5837.495
2017-08-15,5961.516,5988.927,5988.978,5956.379
2017-08-16,5988.834,6016.788,6024.348,5963.004
2017-08-17,6010.22,6048.782,6052.229,6004.098
2017-08-18,6008.531,6023.25,6039.215,5998.583
2017-08-21,6027.955,6060.667,6060.667,6027.955
2017-08-22,6055.35,6038.084,6065.483,6024.065
2017-08-23,6028.158,5996.477,6036.745,5978.576
2017-08-24,5993.721,5950.382,5998.581,5937.359
2017-08-25,5943.197,6005.809,6010.017,5942.852
2017-08-28,6008.273,6062.987,6086.586,6007.413
2017-08-29,6067.298,6046.599,6081.144,6031.357
2017-08-30,6044.232,6065.969,6075.736,6043.022
2017-08-31,6062.62,6080.488,6081.017,6052.294
2017-09-01,6082.833,6126.742,6127.395,6067.971
2017-09-04,6129.921,6197.825,6198.035,6122.185
2017-09-05,6197.883,6208.065,6214.595,6169.784
2017-09-06,6197.416,6255.403,6255.547,6186.327
2017-09-07,6252.093,6225.506,6269.878,6222.204
2017-09-08,6219.476,6229.608,6248.024,6191.636
2017-09-11,6229.81,6275.82,6276.07,6219.56
2017-09-12,6277.866,6264.137,6309.1,6248.296
2017-09-13,6261.052,6298.979,6298.979,6244.968
2017-09-14,6297.61,6282.968,6307.993,6257.592
2017-09-15,6275.322,6274.229,6290.105,6245.698
2017-09-18,6269.986,6319.109,6319.128,6264.657
2017-09-19,6321.995,6298.543,6339.095,6279.053
2017-09-20,6292.713,6335.443,6335.561,6264.276
2017-09-21,6328.386,6268.827,6336.559,6268.827
2017-09-22,6254.237,6240.236,6254.673,6215.746
2017-09-25,6232.487,6147.978,6232.487,6140.239
2017-09-26,6143.364,6152.378,6161.344,6114.663
2017-09-27,6155.312,6206.752,6213.774,6152.131
2017-09-28,6199.801,6181.014,6216.62,6180.18
2017-09-29,6187.563,6246.748,6246.939,6187.563
2017-10-09,6308.379,6293.88,6323.291,6280.015
2017-10-10,6290.089,6339.887,6340.182,6282.364
2017-10-11,6336.049,6287.872,6340.452,6282.423
2017-10-12,6287.137,6279.264,6296.948,6239.509
2017-10-13,6281.139,6321.495,6321.953,6269.097
2017-10-16,6320.026,6197.881,6320.026,6197.881
2017-10-17,6180.808,6199.49,6228.037,6171.349
2017-10-18,6205.107,6161.3,6223.98,6156.425
2017-10-19,6156.44,6118.556,6171.214,6108.816
2017-10-20,6110.137,6162.184,6162.184,6103.214
2017-10-23,6164.382,6203.631,6203.695,6152.045
2017-10-24,6197.622,6181.655,6197.622,6140.638
2017-10-25,6173.67,6211.878,6211.999,6170.285
2017-10-26,6201.858,6218.121,6225.429,6188.646
2017-10-27,6211.906,6172.777,6220.193,6162.896
2017-10-30,6169.504,6062.136,6180.603,6017.518
2017-10-31,6055.752,6108.347,6108.382,6046.775
2017-11-01,6107.736,6114.654,6131.684,6101.055
2017-11-02,6102.343,6059.748,6102.391,6046.854
2017-11-03,6061.097,6004.8,6066.882,5975.888
2017-11-06,6004.729,6060.329,6060.629,5981.051
2017-11-07,6056.58,6094.204,6094.382,6043.716
2017-11-08,6087.292,6107.45,6137.002,6080.32
2017-11-09,6108.973,6148.23,6148.23,6098.729
2017-11-10,6140.609,6172.582,6178.043,6133.348
2017-11-13,6179.401,6185.061,6196.697,6162.067
2017-11-14,6181.896,6149.216,6191.949,6117.794
2017-11-15,6136.093,6082.084,6138.143,6063.273
2017-11-16,6070.688,6092.904,6106.124,6055.593
2017-11-17,6088.146,5911.669,6093.972,5909.204
2017-11-20,5884.413,5949.207,5949.582,5785.826
2017-11-21,5941.213,5948.75,5989.472,5915.037
2017-11-22,5954.711,5947.57,5983.159,5909.838
2017-11-23,5925.458,5795.037,5925.774,5791.62
2017-11-24,5768.118,5785.661,5807.244,5755.226
2017-11-27,5775.753,5707.712,5777.415,5697.772
2017-11-28,5699.372,5797.002,5797.135,5699.162
2017-11-29,5794.267,5809.938,5810.189,5739.087
2017-11-30,5799.7,5760.885,5808.599,5745.603
2017-12-01,5755.023,5798.756,5812.871,5751.592
2017-12-04,5793.082,5760.19,5807.479,5751.072
2017-12-05,5750.628,5645.289,5768.006,5614.707
2017-12-06,5632.786,5697.438,5697.811,5587.857
2017-12-07,5688.759,5691.347,5721.581,5682.071
2017-12-08,5691.471,5751.1,5764.077,5691.042
2017-12-11,5773.191,5833.504,5833.737,5771.685
2017-12-12,5829.847,5789.598,5839.729,5789.461
2017-12-13,5777.539,5827.297,5827.709,5770.922
2017-12-14,5819.381,5828.805,5838.268,5797.073
2017-12-15,5817.045,5804.079,5829.843,5778.048
2017-12-18,5801.213,5758.46,5807.638,5738.807
2017-12-19,5758.895,5798.324,5799.784,5758.098
2017-12-20,5789.6,5743.14,5794.19,5731.45
2017-12-21,5732.63,5764.95,5777.18,5682.72
2017-12-22,5765.7,5766.44,5794.85,5760.33
2017-12-25,5767.71,5708.45,5779.24,5695.44
2017-12-26,5708.62,5728.78,5728.85,5675.36
2017-12-27,5721.08,5686.34,5724.75,5679.94
2017-12-28,5673.96,5686.33,5711.34,5670.94
2017-12-29,5687.49,5727.83,5729.37,5686.7
2018-01-02,5741.61,5792.26,5792.43,5741.61
2018-01-03,5794.44,5855.23,5857.76,5785.77
2018-01-04,5851.23,5884.23,5884.32,5844.76
2018-01-05,5877.71,5890.77,5904.98,5873.57
2018-01-08,5890.53,5903.34,5903.37,5860.81
2018-01-09,5898.33,5904.5,5910.98,5887.64
2018-01-10,5903.95,5868.18,5907.79,5827.61
2018-01-11,5862.21,5896.58,5903.59,5843.99
2018-01-12,5888.03,5867.84,5900.0,5860.91
2018-01-15,5866.98,5752.52,5867.27,5741.17
2018-01-16,5743.36,5774.81,5786.22,5742.98
2018-01-17,5771.61,5760.27,5773.88,5686.33
2018-01-18,5753.18,5776.21,5792.32,5752.17
2018-01-19,5764.9,5752.5,5801.27,5743.41
2018-01-22,5746.5,5834.82,5835.73,5732.9
2018-01-23,5830.15,5841.44,5849.62,5817.6
2018-01-24,5836.21,5886.52,5887.64,5807.85
2018-01-25,5880.1,5867.51,5918.01,5864.37
2018-01-26,5856.15,5871.59,5893.64,5851.81
2018-01-29,5866.61,5808.4,5884.45,5789.53
2018-01-30,5798.64,5809.72,5824.7,5794.84
2018-01-31,5774.69,5721.89,5774.83,5704.66
2018-02-01,5710.26,5555.73,5731.21,5544.68
2018-02-02,5498.77,5553.0,5562.2,5423.1
2018-02-05,5479.89,5515.56,5538.21,5458.8
2018-02-06,5421.45,5299.38,5462.49,5299.23
2018-02-07,5382.44,5311.47,5403.92,5215.82
2018-02-08,5290.01,5372.44,5386.21,5288.73
2018-02-09,5260.22,5213.98,5299.61,5154.76
2018-02-12,5230.51,5363.31,5376.97,5230.51
2018-02-13,5387.9,5387.12,5432.77,5376.94
2018-02-14,5386.37,5398.89,5400.88,5358.3
2018-02-22,5434.27,5489.99,5489.99,5420.76
2018-02-23,5491.58,5493.26,5501.64,5455.18
2018-02-26,5520.8,5622.86,5622.88,5508.38
2018-02-27,5623.67,5627.27,5647.43,5609.32
2018-02-28,5583.44,5637.77,5652.6,5550.53
2018-03-01,5607.51,5700.57,5700.86,5596.58
2018-03-02,5663.01,5667.22,5704.92,5654.11
2018-03-05,5675.44,5676.31,5690.18,5635.36
2018-03-06,5684.93,5739.27,5739.66,5682.49
2018-03-07,5730.77,5698.57,5746.01,5692.97
2018-03-08,5679.08,5716.82,5717.13,5678.85
2018-03-09,5715.14,5811.08,5815.37,5712.7
2018-03-12,5835.86,5891.21,5894.68,5835.86
2018-03-13,5889.13,5859.78,5902.35,5855.4
2018-03-14,5840.53,5788.77,5854.1,5786.14
2018-03-15,5769.84,5770.86,5797.12,5710.98
2018-03-16,5770.63,5743.06,5795.21,5742.26
2018-03-19,5737.85,5754.16,5787.02,5710.32
2018-03-20,5715.91,5775.06,5775.06,5701.06
2018-03-21,5775.69,5724.02,5815.08,5721.36
2018-03-22,5721.96,5690.3,5751.98,5672.71
2018-03-23,5517.38,5413.93,5583.03,5358.53
2018-03-26,5351.8,5529.56,5529.56,5317.92
2018-03-27,5578.46,5658.68,5667.83,5578.46
2018-03-28,5595.09,5609.15,5669.38,5581.75
2018-03-29,5624.09,5655.36,5660.5,5590.83
2018-03-30,5664.27,5746.29,5746.59,5663.1
2018-04-02,5760.75,5760.87,5797.61,5745.25
2018-04-03,5686.09,5696.65,5707.42,5651.23
2018-04-04,5703.36,5640.32,5724.94,5635.52
2018-04-09,5624.56,5649.99,5679.56,5583.21
2018-04-10,5656.4,5675.78,5675.89,5606.09
2018-04-11,5695.85,5720.2,5736.72,5690.38
2018-04-12,5707.24,5693.22,5733.2,5682.62
2018-04-13,5712.7,5669.09,5737.43,5659.46
2018-04-16,5644.85,5657.77,5699.59,5614.23
2018-04-17,5665.03,5536.73,5681.23,5532.42
2018-04-18,5570.2,5607.55,5622.62,5467.61
2018-04-19,5600.48,5625.2,5665.28,5594.81
2018-04-20,5603.2,5493.51,5608.08,5489.83
2018-04-23,5492.8,5421.59,5518.01,5356.89
2018-04-24,5419.07,5556.84,5556.84,5419.07
2018-04-25,5523.92,5560.35,5570.11,5515.31
2018-04-26,5549.85,5458.35,5555.38,5457.33
2018-04-27,5472.65,5481.25,5496.93,5423.74
2018-05-02,5489.11,5462.77,5524.16,5425.11
2018-05-03,5450.9,5510.3,5513.31,5373.88
2018-05-04,5492.87,5487.58,5521.94,5481.69
2018-05-07,5497.6,5593.63,5599.14,5496.59
2018-05-08,5598.68,5609.58,5612.52,5581.25
2018-05-09,5599.26,5586.81,5604.77,5563.08
2018-05-10,5592.58,5608.4,5610.15,5562.94
2018-05-11,5613.1,5556.2,5617.08,5555.75
2018-05-14,5546.22,5507.94,5559.22,5495.24
2018-05-15,5505.6,5565.56,5566.63,5493.19
2018-05-16,5542.91,5529.82,5570.63,5526.14
2018-05-17,5519.36,5499.48,5536.45,5485.21
2018-05-18,5495.41,5524.93,5526.21,5465.31
2018-05-21,5554.93,5592.73,5601.87,5551.71
2018-05-22,5585.49,5617.62,5617.62,5578.31
2018-05-23,5602.59,5546.94,5605.76,5544.83
2018-05-24,5547.02,5517.83,5558.25,5513.84
2018-05-25,5510.77,5430.35,5521.82,5426.28
2018-05-28,5416.69,5391.25,5433.54,5372.11
2018-05-29,5382.69,5343.48,5425.01,5342.81
2018-05-30,5269.88,5207.42,5290.34,5199.81
2018-05-31,5243.49,5277.94,5282.2,5199.39
2018-06-01,5245.84,5198.69,5266.12,5172.97
2018-06-04,5191.21,5167.29,5202.42,5140.66
2018-06-05,5153.97,5253.78,5253.85,5153.91
2018-06-06,5247.61,5257.16,5271.04,5231.53
2018-06-07,5267.59,5210.81,5275.49,5206.52
2018-06-08,5201.18,5157.81,5201.18,5121.23
2018-06-11,5148.37,5114.43,5158.91,5100.61
2018-06-12,5118.78,5174.52,5176.2,5081.38
2018-06-13,5160.91,5103.69,5166.66,5103.32
2018-06-14,5083.95,5069.71,5120.75,5049.3
2018-06-15,5062.69,4973.86,5075.26,4946.76
2018-06-19,4887.05,4668.88,4901.65,4615.08
2018-06-20,4639.77,4726.15,4746.9,4617.13
2018-06-21,4717.65,4626.11,4754.58,4623.84
2018-06-22,4584.97,4687.19,4694.43,4554.62
2018-06-25,4725.21,4650.79,4739.48,4645.99
2018-06-26,4592.41,4684.9,4697.83,4576.74
2018-06-27,4688.15,4628.54,4712.19,4611.31
2018-06-28,4612.35,4577.81,4666.18,4570.91
2018-06-29,4584.65,4739.86,4740.33,4581.55
2018-07-02,4741.43,4677.13,4762.92,4640.46
2018-07-03,4676.98,4716.85,4719.04,4588.19
2018-07-04,4688.86,4634.52,4693.87,4614.17
2018-07-05,4622.03,4515.96,4636.2,4511.58
2018-07-06,4508.62,4519.6,4586.88,4426.35
2018-07-09,4531.3,4626.27,4626.45,4531.3
2018-07-10,4633.29,4649.0,4650.04,4608.88
2018-07-11,4573.42,4548.64,4581.49,4484.88
2018-07-12,4539.99,4677.39,4686.83,4539.94
2018-07-13,4684.2,4707.75,4716.48,4678.97
2018-07-16,4687.61,4712.4,4721.61,4673.35
2018-07-17,4709.71,4708.47,4714.01,4650.49
2018-07-18,4706.94,4693.7,4746.26,4693.7
2018-07-19,4693.58,4633.44,4712.18,4618.22
2018-07-20,4629.24,4686.21,4695.61,4594.02
2018-07-23,4658.26,4712.68,4712.86,4641.63
2018-07-24,4706.75,4776.46,4783.86,4698.15
2018-07-25,4770.63,4784.52,4799.27,4764.85
2018-07-26,4782.69,4743.81,4791.15,4732.06
2018-07-27,4735.89,4720.65,4746.91,4699.81
2018-07-30,4714.12,4637.55,4715.78,4620.4
2018-07-31,4625.81,4632.93,4650.49,4606.17
2018-08-01,4645.25,4546.81,4663.54,4545.86
2018-08-02,4533.78,4447.11,4534.15,4359.13
2018-08-03,4437.14,4375.19,4459.56,4374.56
2018-08-06,4360.97,4280.18,4385.11,4248.26
2018-08-07,4279.7,4382.08,4383.4,4237.87
2018-08-08,4367.93,4297.33,4375.89,4294.45
2018-08-09,4268.99,4418.08,4440.57,4260.92
2018-08-10,4408.11,4450.64,4454.5,4403.74
2018-08-13,4401.16,4480.32,4484.22,4385.87
2018-08-14,4471.4,4454.12,4480.4,4440.55
2018-08-15,4446.94,4353.35,4451.08,4347.16
2018-08-16,4300.5,4300.53,4364.85,4267.19
2018-08-17,4323.96,4219.36,4343.19,4209.42
2018-08-20,4203.76,4212.94,4226.24,4121.33
2018-08-21,4208.71,4272.014,4280.188,4199.69
2018-08-22,4260.95,4213.389,4263.603,4206.791
2018-08-23,4208.78,4250.11,4267.43,4206.72
2018-08-24,4235.08,4241.64,4269.58,4220.88
2018-08-27,4246.86,4351.47,4351.47,4246.86
2018-08-28,4355.5,4353.06,4367.43,4336.17
2018-08-29,4348.4,4310.32,4348.4,4296.24
2018-08-30,4299.95,4239.49,4314.51,4238.21
2018-08-31,4223.79,4179.91,4224.1,4168.92
2018-09-03,4171.24,4189.15,4190.23,4115.57
2018-09-04,4187.76,4247.53,4257.81,4184.81
2018-09-05,4240.38,4182.89,4248.09,4182.89
2018-09-06,4169.26,4149.38,4207.59,4133.67
2018-09-07,4159.45,4168.27,4227.28,4136.62
2018-09-10,4168.0,4077.74,4168.0,4075.84
2018-09-11,4073.62,4078.75,4105.29,4044.95
2018-09-12,4075.56,4062.24,4098.96,4047.83
