,0,1
997,002497.XSHE,8.36
998,002288.XSHE,3.98
999,600048.XSHG,12.17
1000,600687.XSHG,3.96
1001,603180.XSHG,64.19
1002,600589.XSHG,4.37
1003,603168.XSHG,8.47
1004,600158.XSHG,8.46
1005,600053.XSHG,14.22
1006,603655.XSHG,17.05
1007,600185.XSHG,4.21
1008,002141.XSHE,3.99
1009,002660.XSHE,6.22
1010,603877.XSHG,22.5
1011,000957.XSHE,5.7
1012,600200.XSHG,6.92
1013,000850.XSHE,3.47
1014,603718.XSHG,7.85
1015,603365.XSHG,16.41
1016,002185.XSHE,5.08
1017,002308.XSHE,6.76
1018,300640.XSHE,10.08
1019,600016.XSHG,5.98
1020,002053.XSHE,7.84
1021,600035.XSHG,3.11
1022,002917.XSHE,24.96
1023,601985.XSHG,5.83
1024,000070.XSHE,7.45
1025,300660.XSHE,20.18
1026,601952.XSHG,8.57
1027,000985.XSHE,13.66
1028,300523.XSHE,67.18
1029,600587.XSHG,11.98
1030,603569.XSHG,13.03
1031,603557.XSHG,10.01
1032,000692.XSHE,3.16
1033,300117.XSHE,3.95
1034,000617.XSHE,10.99
1035,300708.XSHE,14.46
1036,002454.XSHE,4.88
1037,601398.XSHG,5.43
1038,000150.XSHE,16.3
1039,300306.XSHE,6.78
1040,002289.XSHE,6.07
1041,600929.XSHG,10.26
1042,601139.XSHG,6.01
1043,002307.XSHE,6.8
1044,600373.XSHG,10.78
1045,300437.XSHE,14.54
1046,000042.XSHE,16.6
1047,601857.XSHG,8.07
1048,600162.XSHG,2.2
1049,002702.XSHE,4.2
1050,300187.XSHE,9.32
1051,002740.XSHE,6.98
1052,600884.XSHG,16.66
1053,002156.XSHE,10.05
1054,300009.XSHE,14.1
1055,300537.XSHE,11.06
1056,601878.XSHG,6.65
1057,600686.XSHG,10.59
1058,002151.XSHE,24.53
1059,603626.XSHG,13.43
1060,000662.XSHE,5.16
1061,601099.XSHG,2.25
1062,000629.XSHE,2.98
1063,002669.XSHE,12.43
1064,000981.XSHE,5.63
1065,002830.XSHE,17.42
1066,300095.XSHE,5.58
1067,300406.XSHE,10.69
1068,601616.XSHG,3.08
1069,603026.XSHG,19.89
1070,300297.XSHE,7.35
1071,600497.XSHG,4.61
1072,600217.XSHG,6.13
1073,000587.XSHE,2.79
1074,600658.XSHG,5.12
1075,600897.XSHG,19.77
1076,600571.XSHG,7.47
1077,000677.XSHE,3.28
1078,300440.XSHE,5.86
1079,000672.XSHE,9.0
1080,603829.XSHG,11.64
1081,600529.XSHG,15.98
1082,000078.XSHE,3.77
1083,600389.XSHG,22.61
1084,600105.XSHG,3.82
1085,000524.XSHE,7.82
1086,300023.XSHE,4.96
1087,002278.XSHE,7.73
1088,300128.XSHE,3.58
1089,603138.XSHG,21.75
1090,002768.XSHE,25.55
1091,600516.XSHG,22.71
1092,601186.XSHG,10.42
1093,603977.XSHG,8.12
1094,002716.XSHE,7.98
1095,300409.XSHE,16.6
1096,600171.XSHG,10.63
1097,300215.XSHE,5.65
1098,600030.XSHG,16.09
1099,603126.XSHG,5.69
1100,300717.XSHE,17.2
1101,000688.XSHE,11.19
1102,002402.XSHE,7.26
1103,002113.XSHE,5.78
1104,002170.XSHE,3.09
1105,002311.XSHE,20.06
1106,002032.XSHE,49.35
1107,002280.XSHE,5.07
1108,002499.XSHE,9.92
1109,002087.XSHE,3.93
1110,002315.XSHE,13.38
1111,300680.XSHE,18.6
1112,002455.XSHE,5.39
1113,603518.XSHG,16.4
1114,002210.XSHE,6.53
1115,603466.XSHG,18.75
1116,002092.XSHE,8.61
1117,300735.XSHE,15.1
1118,002438.XSHE,6.35
1119,000554.XSHE,5.79
1120,600393.XSHG,2.76
1121,300235.XSHE,9.51
1122,601599.XSHG,3.4
1123,001896.XSHE,3.37
1124,300138.XSHE,5.77
1125,600643.XSHG,8.88
1126,603636.XSHG,8.87
1127,000951.XSHE,12.18
1128,000780.XSHE,3.54
1129,300378.XSHE,11.16
1130,002348.XSHE,3.71
1131,002905.XSHE,14.93
1132,600202.XSHG,3.41
1133,002622.XSHE,2.94
1134,002661.XSHE,12.48
1135,600704.XSHG,4.97
1136,002173.XSHE,10.96
1137,600538.XSHG,3.96
1138,000519.XSHE,7.68
1139,002476.XSHE,4.21
1140,002048.XSHE,11.1
1141,603387.XSHG,44.96
1142,002778.XSHE,18.1
1143,300510.XSHE,24.48
1144,000971.XSHE,4.15
1145,600796.XSHG,6.11
1146,002838.XSHE,17.15
1147,300500.XSHE,22.59
1148,000953.XSHE,4.06
1149,600551.XSHG,8.08
1150,002506.XSHE,4.82
1151,300175.XSHE,3.83
1152,300367.XSHE,9.27
1153,603090.XSHG,13.78
1154,002490.XSHE,4.29
1155,601200.XSHG,14.17
1156,002169.XSHE,4.25
1157,000601.XSHE,4.25
1158,600195.XSHG,12.11
1159,002605.XSHE,7.37
1160,600370.XSHG,2.75
1161,603928.XSHG,14.06
1162,601111.XSHG,7.59
1163,300630.XSHE,59.72
1164,600223.XSHG,2.79
1165,000797.XSHE,4.79
1166,000982.XSHE,1.53
1167,600703.XSHG,15.85
1168,002183.XSHE,6.04
1169,603588.XSHG,8.87
1170,002089.XSHE,3.61
1171,002663.XSHE,2.71
1172,300270.XSHE,8.09
1173,600184.XSHG,12.44
1174,300322.XSHE,9.74
1175,002546.XSHE,3.78
1176,002705.XSHE,7.98
1177,002378.XSHE,6.23
1178,000038.XSHE,12.54
1179,600649.XSHG,5.74
1180,000409.XSHE,4.16
1181,002175.XSHE,3.73
1182,600610.XSHG,1.52
1183,002397.XSHE,4.82
1184,002739.XSHE,52.04
1185,300375.XSHE,6.26
1186,300482.XSHE,34.27
1187,601798.XSHG,4.7
1188,603818.XSHG,7.79
1189,300123.XSHE,10.53
1190,600225.XSHG,3.0
1191,300224.XSHE,6.4
1192,601377.XSHG,4.46
1193,002375.XSHE,5.26
1194,300209.XSHE,12.82
1195,600235.XSHG,4.66
1196,300693.XSHE,16.35
1197,002026.XSHE,5.25
1198,600116.XSHG,6.83
1199,002055.XSHE,11.97
1200,002588.XSHE,4.69
1201,002797.XSHE,5.18
1202,300046.XSHE,16.04
1203,000062.XSHE,19.29
1204,603605.XSHG,42.09
1205,000576.XSHE,5.32
1206,600387.XSHG,9.24
1207,600226.XSHG,5.93
1208,600152.XSHG,4.94
1209,000803.XSHE,13.2
1210,002302.XSHE,14.07
1211,002405.XSHE,20.14
1212,002733.XSHE,9.4
1213,300107.XSHE,12.91
1214,000795.XSHE,4.15
1215,001696.XSHE,4.57
1216,603106.XSHG,13.82
1217,300521.XSHE,9.65
1218,300303.XSHE,2.86
1219,300133.XSHE,9.52
1220,600860.XSHG,4.97
1221,603861.XSHG,11.09
1222,002543.XSHE,11.23
1223,600019.XSHG,7.69
1224,603828.XSHG,7.92
1225,603001.XSHG,11.36
1226,600463.XSHG,6.45
1227,300096.XSHE,6.4
1228,002806.XSHE,21.42
1229,600851.XSHG,8.3
1230,600012.XSHG,5.47
1231,600838.XSHG,6.73
1232,000729.XSHE,6.17
1233,603421.XSHG,17.85
1234,000599.XSHE,4.57
1235,600694.XSHG,28.7
1236,603288.XSHG,66.35
1237,603008.XSHG,15.73
1238,300202.XSHE,8.91
1239,600663.XSHG,15.31
1240,002333.XSHE,15.31
1241,300498.XSHE,20.68
1242,000166.XSHE,4.43
1243,002799.XSHE,12.69
1244,000525.XSHE,14.36
1245,002176.XSHE,7.53
1246,002110.XSHE,18.93
1247,603978.XSHG,24.6
1248,000584.XSHE,9.49
1249,300141.XSHE,7.35
1250,300008.XSHE,3.36
1251,002318.XSHE,6.12
1252,600476.XSHG,15.86
1253,000820.XSHE,8.5
1254,000983.XSHE,6.49
1255,600890.XSHG,8.97
1256,002578.XSHE,3.48
1257,300288.XSHE,15.15
1258,002882.XSHE,10.45
1259,600332.XSHG,36.68
1260,601607.XSHG,21.4
1261,000540.XSHE,7.35
1262,002093.XSHE,7.47
1263,600461.XSHG,5.8
1264,300678.XSHE,22.0
1265,002689.XSHE,3.3
1266,600510.XSHG,5.73
1267,000715.XSHE,6.24
1268,300319.XSHE,5.69
1269,002427.XSHE,8.44
1270,600576.XSHG,4.97
1271,300689.XSHE,31.9
1272,002728.XSHE,15.35
1273,000778.XSHE,4.93
1274,002599.XSHE,10.11
1275,000017.XSHE,3.9
1276,600325.XSHG,7.14
1277,300377.XSHE,14.66
1278,002217.XSHE,5.9
1279,300343.XSHE,9.87
1280,300549.XSHE,13.28
1281,300171.XSHE,6.55
1282,002549.XSHE,4.71
1283,600519.XSHG,666.21
1284,600822.XSHG,10.06
1285,600520.XSHG,15.6
1286,600768.XSHG,11.04
1287,603233.XSHG,44.38
1288,300015.XSHE,31.66
1289,603208.XSHG,23.5
1290,002688.XSHE,4.97
1291,601375.XSHG,4.14
1292,002344.XSHE,4.76
1293,002202.XSHE,12.25
1294,300589.XSHE,11.81
1295,600702.XSHG,26.68
1296,603919.XSHG,14.98
1297,000597.XSHE,12.51
1298,001965.XSHE,8.24
1299,600537.XSHG,3.31
1300,002400.XSHE,3.02
1301,300295.XSHE,12.99
1302,300119.XSHE,9.19
1303,002274.XSHE,5.74
1304,300576.XSHE,13.89
1305,002755.XSHE,16.25
1306,300467.XSHE,26.65
1307,002387.XSHE,10.72
1308,603268.XSHG,15.16
1309,300238.XSHE,10.29
1310,600458.XSHG,8.24
1311,002351.XSHE,6.12
1312,600109.XSHG,6.81
1313,002731.XSHE,15.29
1314,000911.XSHE,6.37
1315,000932.XSHE,9.26
1316,300320.XSHE,5.44
1317,002115.XSHE,9.01
1318,600212.XSHG,3.9
1319,002781.XSHE,15.12
1320,300080.XSHE,4.97
1321,601611.XSHG,7.84
1322,603871.XSHG,39.59
1323,603878.XSHG,13.22
1324,300444.XSHE,7.8
1325,002627.XSHE,9.06
1326,600817.XSHG,6.81
1327,600582.XSHG,3.82
1328,000011.XSHE,11.7
1329,000898.XSHE,6.06
1330,600331.XSHG,2.55
1331,000555.XSHE,11.61
1332,600909.XSHG,5.12
1333,002413.XSHE,5.75
1334,600256.XSHG,4.46
1335,002512.XSHE,9.7
1336,300291.XSHE,5.48
1337,603599.XSHG,12.41
1338,002881.XSHE,18.87
1339,600466.XSHG,5.56
1340,002722.XSHE,14.66
1341,300464.XSHE,7.73
1342,300450.XSHE,23.4
1343,600261.XSHG,3.5
1344,002841.XSHE,61.42
1345,601988.XSHG,3.55
1346,300517.XSHE,14.91
1347,002090.XSHE,13.39
1348,000099.XSHE,6.0
1349,002749.XSHE,39.05
1350,002782.XSHE,13.37
1351,600132.XSHG,26.39
1352,000918.XSHE,6.05
1353,600101.XSHG,6.9
1354,000701.XSHE,6.92
1355,600156.XSHG,4.28
1356,300369.XSHE,9.3
1357,300585.XSHE,10.49
1358,600449.XSHG,8.75
1359,002323.XSHE,1.31
1360,300241.XSHE,6.57
1361,300162.XSHE,5.1
1362,603958.XSHG,8.78
1363,000632.XSHE,4.51
1364,300641.XSHE,5.91
1365,002819.XSHE,28.5
1366,300501.XSHE,18.83
1367,603079.XSHG,19.74
1368,000831.XSHE,9.67
1369,603768.XSHG,12.78
1370,300067.XSHE,5.59
1371,000049.XSHE,26.3
1372,002229.XSHE,6.2
1373,600000.XSHG,10.24
1374,600871.XSHG,1.97
1375,300514.XSHE,11.55
1376,601016.XSHG,2.7
1377,600166.XSHG,1.85
1378,603568.XSHG,27.07
1379,002271.XSHE,15.28
1380,300721.XSHE,24.06
1381,002331.XSHE,7.47
1382,002824.XSHE,10.38
1383,300420.XSHE,4.25
1384,300302.XSHE,9.15
1385,600176.XSHG,10.37
1386,002682.XSHE,4.81
1387,000758.XSHE,4.08
1388,002263.XSHE,2.29
1389,600699.XSHG,24.33
1390,002876.XSHE,41.08
1391,002612.XSHE,10.39
1392,300124.XSHE,26.14
1393,002435.XSHE,8.33
1394,603183.XSHG,22.06
1395,300553.XSHE,32.23
1396,300723.XSHE,31.63
1397,300581.XSHE,12.58
1398,300710.XSHE,27.31
1399,603259.XSHG,87.09
1400,300431.XSHE,11.9
1401,601998.XSHG,5.98
1402,000762.XSHE,9.8
1403,600513.XSHG,6.68
1404,000158.XSHE,5.37
1405,300636.XSHE,18.66
1406,300316.XSHE,12.55
1407,600311.XSHG,2.87
1408,002388.XSHE,4.95
1409,002088.XSHE,12.84
1410,002122.XSHE,1.72
1411,600189.XSHG,4.23
1412,603226.XSHG,17.19
1413,600545.XSHG,7.77
1414,002363.XSHE,5.39
1415,002130.XSHE,4.1
1416,002159.XSHE,20.67
1417,603686.XSHG,16.57
1418,002248.XSHE,7.7
1419,300317.XSHE,6.03
1420,603136.XSHG,28.93
1421,002319.XSHE,16.81
1422,002355.XSHE,7.17
1423,603797.XSHG,12.77
1424,600496.XSHG,3.01
1425,600764.XSHG,31.77
1426,601163.XSHG,12.57
1427,300111.XSHE,2.74
1428,300628.XSHE,61.11
1429,300466.XSHE,6.83
1430,601828.XSHG,13.25
1431,600378.XSHG,10.4
1432,600828.XSHG,5.19
1433,600288.XSHG,7.1
1434,300368.XSHE,6.04
1435,600853.XSHG,3.58
1436,600833.XSHG,9.65
1437,002199.XSHE,7.09
1438,600697.XSHG,21.21
1439,603316.XSHG,8.52
1440,002600.XSHE,2.85
1441,600509.XSHG,4.14
1442,603177.XSHG,11.6
1443,000040.XSHE,11.8
1444,300269.XSHE,6.85
1445,300531.XSHE,14.28
1446,600819.XSHG,3.96
1447,601966.XSHG,15.83
1448,600498.XSHG,29.6
1449,600848.XSHG,21.67
1450,002443.XSHE,6.87
1451,603228.XSHG,57.6
1452,600933.XSHG,9.36
1453,300345.XSHE,4.36
1454,603712.XSHG,20.69
1455,000582.XSHE,8.49
1456,300258.XSHE,13.21
1457,300323.XSHE,11.83
1458,603628.XSHG,8.83
1459,002896.XSHE,31.42
1460,000690.XSHE,7.29
1461,600508.XSHG,11.0
1462,000571.XSHE,3.43
1463,601238.XSHG,10.22
1464,603656.XSHG,16.57
1465,600896.XSHG,3.66
1466,000020.XSHE,11.78
1467,600521.XSHG,18.9
1468,600017.XSHG,3.05
1469,600090.XSHG,5.47
1470,300346.XSHE,11.76
1471,603838.XSHG,10.03
1472,601619.XSHG,5.04
1473,603298.XSHG,12.11
1474,603266.XSHG,13.46
1475,002526.XSHE,4.4
1476,600869.XSHG,4.53
1477,603817.XSHG,7.31
1478,002643.XSHE,8.49
1479,300745.XSHE,48.6
1480,000592.XSHE,2.73
1481,603890.XSHG,15.52
1482,601958.XSHG,6.13
1483,000937.XSHE,4.08
1484,002812.XSHE,39.88
1485,000635.XSHE,12.73
1486,000697.XSHE,17.03
1487,300692.XSHE,15.36
1488,600183.XSHG,10.85
1489,002126.XSHE,7.38
1490,002730.XSHE,9.05
1491,002521.XSHE,6.05
1492,000682.XSHE,3.46
1493,000023.XSHE,12.05
1494,000503.XSHE,19.19
1495,300016.XSHE,8.61
1496,300715.XSHE,20.02
1497,600523.XSHG,8.07
1498,603313.XSHG,15.3
1499,300403.XSHE,5.68
1500,300248.XSHE,5.42
1501,603393.XSHG,34.62
1502,600864.XSHG,4.05
1503,002803.XSHE,30.35
1504,603881.XSHG,31.74
1505,300716.XSHE,13.06
1506,300043.XSHE,3.63
1507,002094.XSHE,7.68
1508,002727.XSHE,24.3
1509,600368.XSHG,3.38
1510,002043.XSHE,6.7
1511,603955.XSHG,16.35
1512,002422.XSHE,27.37
1513,002165.XSHE,3.8
1514,002515.XSHE,4.83
1515,000018.XSHE,2.7
1516,002558.XSHE,20.01
1517,300011.XSHE,6.53
1518,002535.XSHE,3.64
1519,600487.XSHG,23.27
1520,002566.XSHE,6.59
1521,002522.XSHE,4.8
1522,002776.XSHE,12.46
1523,002559.XSHE,7.0
1524,000090.XSHE,5.84
1525,300160.XSHE,4.66
1526,601330.XSHG,16.23
1527,300113.XSHE,15.39
1528,002216.XSHE,6.43
1529,000912.XSHE,6.79
1530,000547.XSHE,8.5
1531,002350.XSHE,6.26
1532,300706.XSHE,32.98
1533,300074.XSHE,3.21
1534,603356.XSHG,15.35
1535,600879.XSHG,6.73
1536,600770.XSHG,5.74
1537,600738.XSHG,7.51
1538,300443.XSHE,8.33
1539,600285.XSHG,8.36
1540,603839.XSHG,13.07
1541,000536.XSHE,2.45
1542,000089.XSHE,7.95
1543,002761.XSHE,21.42
1544,600283.XSHG,10.7
1545,002339.XSHE,6.95
1546,603899.XSHG,30.8
1547,002201.XSHE,6.37
1548,600987.XSHG,9.58
1549,000723.XSHE,3.55
1550,002480.XSHE,6.43
1551,600690.XSHG,14.89
1552,600870.XSHG,2.4
1553,300691.XSHE,25.67
1554,002565.XSHE,4.71
1555,000506.XSHE,3.12
1556,600760.XSHG,37.62
1557,600173.XSHG,4.17
1558,600821.XSHG,5.1
1559,300353.XSHE,11.78
1560,603657.XSHG,45.4
1561,603602.XSHG,30.7
1562,002177.XSHE,3.4
1563,002384.XSHE,16.0
1564,603990.XSHG,32.49
1565,300050.XSHE,5.4
1566,300665.XSHE,10.83
1567,002699.XSHE,15.5
1568,002683.XSHE,8.62
1569,002295.XSHE,6.36
1570,600353.XSHG,4.71
1571,000050.XSHE,11.6
1572,002347.XSHE,3.91
1573,000875.XSHE,2.86
1574,603059.XSHG,30.16
1575,300424.XSHE,21.57
1576,603996.XSHG,8.29
1577,002866.XSHE,13.39
1578,000948.XSHE,9.92
1579,300506.XSHE,18.44
1580,002625.XSHE,9.42
1581,603766.XSHG,4.97
1582,002613.XSHE,3.06
1583,600369.XSHG,3.61
1584,601588.XSHG,3.72
1585,002119.XSHE,9.37
1586,600650.XSHG,9.96
1587,600011.XSHG,7.28
1588,600345.XSHG,24.52
1589,603980.XSHG,13.09
1590,000637.XSHE,3.97
1591,000338.XSHE,8.1
1592,600086.XSHG,10.04
1593,300219.XSHE,9.88
1594,600025.XSHG,2.79
1595,300274.XSHE,6.97
1596,300532.XSHE,12.82
1597,002056.XSHE,6.68
1598,603777.XSHG,11.58
1599,600783.XSHG,9.59
1600,600240.XSHG,8.1
1601,002855.XSHE,9.06
1602,000055.XSHE,4.77
1603,002765.XSHE,7.01
1604,600549.XSHG,13.64
1605,002690.XSHE,22.08
1606,300161.XSHE,11.02
1607,002392.XSHE,3.71
1608,300527.XSHE,7.7
1609,000537.XSHE,8.81
1610,002052.XSHE,3.8
1611,600995.XSHG,7.41
1612,600151.XSHG,4.2
1613,600801.XSHG,19.47
1614,600898.XSHG,9.35
1615,300376.XSHE,4.77
1616,600548.XSHG,8.39
1617,300590.XSHE,23.22
1618,603043.XSHG,25.81
1619,603022.XSHG,8.36
1620,603669.XSHG,11.68
1621,603767.XSHG,7.39
1622,300658.XSHE,13.4
1623,300538.XSHE,19.06
1624,300003.XSHE,32.06
1625,601169.XSHG,5.79
1626,002818.XSHE,24.74
1627,002073.XSHE,5.57
1628,600029.XSHG,6.62
1629,002750.XSHE,6.13
1630,300217.XSHE,2.42
1631,002639.XSHE,5.85
1632,300318.XSHE,4.52
1633,000545.XSHE,3.76
1634,300617.XSHE,22.77
1635,002296.XSHE,6.19
1636,600776.XSHG,4.94
1637,002868.XSHE,16.45
1638,300065.XSHE,13.43
1639,002487.XSHE,3.71
1640,600020.XSHG,3.57
1641,000559.XSHE,6.05
1642,601028.XSHG,6.3
1643,600115.XSHG,5.64
1644,002533.XSHE,4.78
1645,603848.XSHG,16.5
1646,000613.XSHE,8.13
1647,600143.XSHG,4.7
1648,600468.XSHG,5.75
1649,603876.XSHG,20.41
1650,002298.XSHE,6.68
1651,603858.XSHG,27.23
1652,002713.XSHE,18.56
1653,600665.XSHG,3.7
1654,002283.XSHE,3.67
1655,600809.XSHG,46.48
1656,603773.XSHG,55.55
1657,600555.XSHG,3.31
1658,000766.XSHE,7.5
1659,600958.XSHG,8.63
1660,000883.XSHE,4.02
1661,002823.XSHE,11.37
1662,601208.XSHG,3.74
1663,300132.XSHE,13.06
1664,600377.XSHG,8.93
1665,300006.XSHE,4.15
1666,002582.XSHE,9.01
1667,600718.XSHG,11.75
1668,002314.XSHE,3.14
1669,600858.XSHG,5.35
1670,300578.XSHE,15.63
1671,002247.XSHE,5.93
1672,002287.XSHE,27.26
1673,002062.XSHE,4.03
1674,600376.XSHG,6.82
1675,000756.XSHE,6.5
1676,000676.XSHE,11.42
1677,603698.XSHG,14.83
1678,603638.XSHG,30.12
1679,000786.XSHE,17.89
1680,002607.XSHE,7.13
1681,300252.XSHE,9.72
1682,300729.XSHE,24.0
1683,600681.XSHG,12.7
1684,000502.XSHE,6.32
1685,603587.XSHG,26.37
1686,300627.XSHE,22.2
1687,603389.XSHG,14.63
1688,002564.XSHE,6.29
1689,002927.XSHE,28.7
1690,002626.XSHE,14.43
1691,300122.XSHE,43.2
1692,300116.XSHE,2.24
1693,600426.XSHG,16.94
1694,600721.XSHG,5.65
1695,000988.XSHE,13.8
1696,600058.XSHG,7.29
1697,600371.XSHG,7.51
1698,300568.XSHE,30.08
1699,600106.XSHG,3.13
1700,600489.XSHG,6.61
1701,300339.XSHE,12.78
1702,600326.XSHG,7.05
1703,300101.XSHE,13.2
1704,000563.XSHE,2.83
1705,600121.XSHG,3.58
1706,600438.XSHG,6.66
1707,600745.XSHG,30.5
1708,603309.XSHG,10.23
1709,603011.XSHG,4.42
1710,603922.XSHG,16.1
1711,002371.XSHE,53.26
1712,002471.XSHE,2.98
1713,600889.XSHG,5.14
1714,600713.XSHG,4.68
1715,002228.XSHE,6.67
1716,300379.XSHE,13.71
1717,603289.XSHG,9.72
1718,002394.XSHE,9.85
1719,603286.XSHG,15.23
1720,600247.XSHG,5.08
1721,300667.XSHE,28.36
1722,600191.XSHG,4.44
1723,000408.XSHE,11.75
1724,002636.XSHE,8.68
1725,002009.XSHE,9.75
1726,002570.XSHE,4.86
1727,000895.XSHE,23.38
1728,600064.XSHG,7.34
1729,002047.XSHE,5.66
1730,300071.XSHE,3.25
1731,601326.XSHG,3.59
1732,300061.XSHE,6.6
1733,002655.XSHE,6.87
1734,002916.XSHE,74.82
1735,600660.XSHG,25.78
1736,600865.XSHG,6.3
1737,300093.XSHE,6.74
1738,300518.XSHE,45.85
1739,002864.XSHE,38.2
1740,600018.XSHG,5.43
1741,002635.XSHE,15.09
1742,002034.XSHE,15.08
1743,600608.XSHG,5.21
1744,000048.XSHE,23.25
1745,600606.XSHG,6.39
1746,601003.XSHG,8.34
1747,603123.XSHG,6.05
1748,603567.XSHG,12.9
1749,000727.XSHE,1.74
1750,600855.XSHG,10.77
1751,600733.XSHG,52.69
1752,603888.XSHG,16.16
1753,002629.XSHE,4.64
1754,002634.XSHE,4.12
1755,601155.XSHG,26.2
1756,603826.XSHG,12.56
1757,600903.XSHG,18.59
1758,603345.XSHG,37.4
1759,002675.XSHE,8.94
1760,000828.XSHE,7.47
1761,300668.XSHE,18.71
1762,002327.XSHE,8.09
1763,002437.XSHE,4.24
1764,000719.XSHE,7.14
1765,600335.XSHG,10.53
1766,600282.XSHG,4.3
1767,000826.XSHE,13.48
1768,600814.XSHG,5.9
1769,601388.XSHG,2.42
1770,600356.XSHG,6.18
1771,603283.XSHG,22.61
1772,600281.XSHG,3.91
1773,000063.XSHE,18.15
1774,002076.XSHE,3.24
1775,002441.XSHE,7.11
1776,300109.XSHE,17.06
1777,000596.XSHE,78.6
1778,002434.XSHE,10.0
1779,600811.XSHG,4.28
1780,000695.XSHE,8.64
1781,002676.XSHE,3.12
1782,601212.XSHG,3.92
1783,600979.XSHG,3.9
1784,600066.XSHG,15.13
1785,601226.XSHG,3.87
1786,603637.XSHG,12.48
1787,600352.XSHG,10.43
1788,600085.XSHG,31.72
1789,002220.XSHE,3.3
1790,000779.XSHE,11.9
1791,603214.XSHG,47.12
1792,300261.XSHE,4.57
1793,603612.XSHG,14.61
1794,300120.XSHE,6.35
1795,300355.XSHE,5.25
1796,002313.XSHE,20.6
1797,300649.XSHE,24.96
1798,600744.XSHG,2.7
1799,600094.XSHG,4.83
1800,002872.XSHE,10.13
1801,600339.XSHG,4.82
1802,300608.XSHE,18.47
1803,300625.XSHE,17.42
1804,600638.XSHG,8.19
1805,300222.XSHE,16.81
1806,600234.XSHG,7.36
1807,600805.XSHG,5.08
1808,600418.XSHG,4.94
1809,002498.XSHE,2.14
1810,601106.XSHG,2.86
1811,603689.XSHG,10.63
1812,002571.XSHE,5.58
1813,000858.XSHE,61.97
1814,603355.XSHG,26.88
1815,603359.XSHG,17.2
1816,002399.XSHE,18.09
1817,002527.XSHE,6.23
1818,002900.XSHE,14.14
1819,300470.XSHE,49.58
1820,603880.XSHG,15.3
1821,603819.XSHG,15.18
1822,000685.XSHE,7.31
1823,300738.XSHE,46.61
1824,002757.XSHE,29.41
1825,603088.XSHG,11.51
1826,600988.XSHG,4.63
1827,300271.XSHE,14.48
1828,002148.XSHE,5.97
1829,002254.XSHE,11.96
1830,300251.XSHE,8.19
1831,300079.XSHE,3.66
1832,002049.XSHE,43.35
1833,002445.XSHE,4.94
1834,600293.XSHG,4.44
1835,300661.XSHE,98.63
1836,600996.XSHG,7.15
1837,300313.XSHE,9.7
1838,603912.XSHG,13.9
1839,600118.XSHG,17.98
1840,002753.XSHE,11.94
1841,000025.XSHE,26.72
1842,600227.XSHG,3.34
1843,000402.XSHE,6.9
1844,603960.XSHG,31.23
1845,002557.XSHE,14.76
1846,603386.XSHG,23.49
1847,601788.XSHG,10.0
1848,300199.XSHE,11.29
1849,300063.XSHE,3.24
1850,300739.XSHE,22.81
1851,300366.XSHE,8.51
1852,300263.XSHE,4.89
1853,600759.XSHG,3.94
1854,600894.XSHG,5.75
1855,002561.XSHE,8.62
1856,300135.XSHE,2.62
1857,300492.XSHE,22.65
1858,600612.XSHG,33.92
1859,603822.XSHG,24.66
1860,603676.XSHG,14.97
1861,000557.XSHE,4.11
1862,000564.XSHE,3.04
1863,002877.XSHE,15.17
1864,600095.XSHG,4.02
1865,603696.XSHG,15.16
1866,000809.XSHE,2.66
1867,300505.XSHE,23.92
1868,600198.XSHG,6.14
1869,300125.XSHE,16.25
1870,300655.XSHE,19.18
1871,600179.XSHG,9.21
1872,000807.XSHE,5.45
1873,002833.XSHE,40.55
1874,300347.XSHE,53.83
1875,600966.XSHG,4.0
1876,600271.XSHG,29.92
1877,603527.XSHG,12.21
1878,601838.XSHG,8.78
1879,603968.XSHG,17.16
1880,600543.XSHG,7.42
1881,603338.XSHG,52.33
1882,002517.XSHE,4.79
1883,600536.XSHG,30.02
1884,300552.XSHE,16.8
1885,601881.XSHG,7.35
1886,002645.XSHE,10.74
1887,600423.XSHG,4.83
1888,603600.XSHG,7.33
1889,603630.XSHG,16.41
1890,600961.XSHG,6.66
1891,002656.XSHE,9.61
1892,002171.XSHE,5.8
1893,600197.XSHG,17.98
1894,002906.XSHE,12.1
1895,600573.XSHG,6.12
1896,600477.XSHG,4.57
1897,000835.XSHE,4.3
1898,300731.XSHE,30.5
1899,603129.XSHG,16.53
1900,603668.XSHG,8.38
1901,601990.XSHG,8.44
1902,002368.XSHE,33.95
1903,300593.XSHE,16.22
1904,600380.XSHG,9.94
1905,600462.XSHG,2.58
1906,000722.XSHE,5.84
1907,300551.XSHE,12.05
1908,603517.XSHG,39.63
1909,600175.XSHG,2.5
1910,002450.XSHE,17.08
1911,600730.XSHG,4.6
1912,300489.XSHE,13.15
1913,002891.XSHE,30.42
1914,300102.XSHE,6.3
1915,601989.XSHG,4.16
1916,300191.XSHE,18.08
1917,002457.XSHE,8.09
1918,600280.XSHG,8.4
1919,603898.XSHG,21.79
1920,002204.XSHE,3.17
1921,600666.XSHG,3.56
1922,002174.XSHE,15.23
1923,002337.XSHE,3.16
1924,601799.XSHG,49.99
1925,002567.XSHE,4.52
1926,002275.XSHE,14.27
1927,600740.XSHG,9.57
1928,600901.XSHG,6.88
1929,600810.XSHG,19.23
