证券代码,证券简称,现金流量比 2017一季,现金流量比 2017中报,现金流量比 2017三季,现金流量比 2017年报,现金流量比 2018一季,现金流量比 2018中报,估价全价 2017-10-10,估价修正久期 2017-10-10,估价全价 2018-09-14,估价修正久期 2017-12-29,估价全价 2018-06-29,估价修正久期 2018-06-29,估价修正久期 2018-03-30,估价修正久期 2018-09-14,估价全价 2017-12-29,估价全价 2018-03-30,"债项评级  2018-09-14 ","债项评级  2018-06-29 ","债项评级  2018-03-30 ","债项评级  2017-12-29 ","债项评级  2017-10-10 ","资产负债率  2017一季 ","资产负债率  2017中报 ","资产负债率  2017三季 ","资产负债率  2017年报 ","资产负债率  2018一季 ","资产负债率  2018中报 "
136654.SH,16外运03,,-0.0114,,0.1207,,-0.0461,96.1264,1.7452,98.7427,1.527,99.7641,1.0636,1.2968,0.899,96.2125,98.1302,AAA,AAA,AAA,AAA,AAA,,48.2181,,58.5486,,58.3828
136660.SH,16天铝03,0.0057,-0.1043,-0.1353,-0.1565,,0.0544,100.9733,0.8106,100.5367,0.6025,105.8976,0.1388,0.3716,2.538,102.1242,104.0942,AA,AA,AA,AA,AA,69.2128,71.4147,70.8999,70.3447,,70.5432
136661.SH,16六建01,0.0107,0.0155,-0.1368,-0.0679,0.0808,0.1627,102.7588,0.828,100.6549,0.6147,105.8962,0.1396,0.3781,0.8691,103.37,104.7283,AA,AA,AA,AA,AA,59.9769,59.3142,58.2514,55.6654,56.9371,54.8451
136662.SH,16友阿01,,0.0851,,0.0893,,0.0798,100.978,1.7321,100.0563,1.5139,103.9454,1.0425,1.2818,0.8909,101.085,102.8846,AA,AA,AA,AA,AA,,61.6696,,62.7214,,67.2959
136663.SH,16友阿02,,0.0851,,0.0893,,0.0798,98.4302,3.3389,97.1716,3.111,101.4037,2.6472,2.889,2.5981,97.8516,100.4826,AA,AA,AA,AA,AA,,61.6696,,62.7214,,67.2959
136664.SH,16云工02,-0.0488,-0.0233,-0.0764,0.0573,-0.0401,-0.0737,93.9831,3.5271,100.3403,3.2933,97.3598,2.843,3.0784,2.6639,92.8196,95.9795,AA+,AA+,AA+,AA+,AA+,63.3889,65.2771,63.3347,62.9439,61.0229,62.9831
136665.SH,16鲁万通,,,,0.0903,,0.0105,,,,,,,,,,,AA,AA,AA,AA,AA,,,,70.1717,,69.0258
136666.SH,16外高03,-0.0209,0.0227,0.0794,0.1997,-0.0452,-0.0446,97.4063,1.7744,99.38,1.5547,100.528,1.0874,1.3223,0.9216,97.3482,99.0589,AAA,AAA,AAA,AAA,AAA,66.1418,67.1606,66.3674,66.2283,65.8744,68.0172
136667.SH,16海矿01,0.0422,0.0918,0.0841,0.1071,0.0552,0.0049,99.7736,1.7251,99.3741,1.5093,103.4858,1.0427,1.2795,0.8969,100.1147,102.1622,AA,AA,AA,AA,AA,33.6513,36.2362,36.7697,36.216,37.812,39.501
136668.SH,16重水02,0.0006,0.1794,0.0791,0.1159,0.0042,0.0126,97.7669,1.7574,98.7681,1.5369,99.9925,1.0616,1.3055,0.8997,97.6248,99.4517,AAA,AAA,AAA,AAA,AAA,49.9898,50.5024,49.8823,51.2739,51.7509,50.4753
136669.SH,16南山04,0.0055,0.0255,0.0211,0.0145,0.0097,0.0365,95.2282,1.7291,97.9382,1.5136,99.4733,1.0536,1.2865,0.8979,95.5799,97.8043,AAA,AAA,AAA,AAA,AAA,50.1529,51.1697,52.6232,52.0585,51.7585,52.9936
136670.SH,16南山05,0.0055,0.0255,0.0211,0.0145,0.0097,0.0365,95.4165,3.418,97.3448,3.2106,99.5873,2.7418,2.9756,2.6749,96.5873,98.0219,AAA,AAA,AAA,AAA,AAA,50.1529,51.1697,52.6232,52.0585,51.7585,52.9936
136671.SH,16中车01,-0.0873,-0.0877,-0.0453,0.0797,-0.0461,-0.0498,99.7136,1.797,100.6009,1.5741,101.9953,1.1014,1.3393,0.9334,99.3314,100.8203,AAA,AAA,AAA,AAA,AAA,60.0522,62.8697,63.3502,62.1854,61.5141,62.2924
136673.SH,16齐成02,,0.1447,,0.1793,,0.1421,99.4549,1.6909,99.1762,1.4783,104.2848,1.0187,1.252,0.8861,100.1426,102.562,AA,AA,AA,AA,AA,,54.583,,57.6174,,49.1725
136674.SH,16正才05,0.0295,0.0404,0.1006,0.1653,0.0115,0.061,99.1417,1.7394,99.2143,1.5228,103.1954,1.0604,1.2975,0.9131,99.412,101.9072,AA+,AA+,AA+,AA+,AA+,67.6545,68.3386,68.5598,69.0086,69.1007,68.2799
136675.SH,16正才06,0.0295,0.0404,0.1006,0.1653,0.0115,0.061,100.0787,0.8521,100.0745,0.6414,104.2249,0.1738,0.4086,0.927,100.9377,102.6744,AA+,AA+,AA+,AA+,AA+,67.6545,68.3386,68.5598,69.0086,69.1007,68.2799
136677.SH,16名城G1,0.0099,-0.0102,-0.0061,0.035,0.007,0.0265,98.4441,1.7007,97.0611,1.4872,102.9187,1.0258,1.26,0.8693,99.0305,101.3227,AA+,AA+,AA,AA,AA,79.2907,80.452,79.8912,77.7714,77.6918,77.3315
136678.SH,16穗建03,,-0.0014,,-0.0024,,0.0364,95.1882,1.7486,98.2093,1.5315,99.1555,1.0705,1.3025,0.9072,95.3793,97.405,AAA,AAA,AAA,AAA,AAA,,66.1126,,64.7672,,64.253
136679.SH,16穗建04,,-0.0014,,-0.0024,,0.0364,95.1496,3.5291,97.2605,3.2961,98.3229,2.8434,3.0695,2.7435,93.9954,96.1208,AAA,AAA,AAA,AAA,AAA,,66.1126,,64.7672,,64.253
136680.SH,16川电03,-0.0364,0.0309,0.0786,0.1806,-0.1475,-0.141,94.7472,3.5131,96.3452,3.2781,96.797,2.8147,3.0514,2.7281,93.4322,95.5445,AA+,AA+,AA+,AA+,AA+,69.3896,69.8822,69.995,70.9945,71.2478,71.2517
136681.SH,16晋交03,0.0022,0.0243,0.0027,0.0395,0.0008,0.0164,100.0456,1.7745,100.4923,1.5538,103.0209,1.0853,1.3226,0.9343,99.8929,101.7685,AA+,AA+,AA+,AA+,AA+,71.9203,70.7156,72.4314,70.9372,72.6008,72.3102
136682.SH,G16三峡1,0.0488,0.1565,0.301,0.381,0.0546,0.1427,97.7232,1.7781,99.6035,1.5588,100.8489,1.0911,1.3263,0.9279,97.7093,99.4078,AAA,AAA,AAA,AAA,AAA,44.9992,45.8112,45.9803,47.0172,45.6658,47.2743
136683.SH,G16三峡2,0.0488,0.1565,0.301,0.381,0.0546,0.1427,90.9481,7.3756,91.9444,7.0993,93.2662,6.6767,6.8851,6.7377,88.2238,90.5724,AAA,AAA,AAA,AAA,AAA,44.9992,45.8112,45.9803,47.0172,45.6658,47.2743
136684.SH,16丰盛03,,0.0621,,0.0905,,0.0707,97.574,1.7052,98.5546,1.4981,102.6179,1.0361,1.2706,0.8932,98.799,101.0594,AA,AA,AA,AA,AA,,66.6067,,66.2107,,68.8822
136685.SH,16海投债,-0.0291,-0.0431,-0.0682,-0.2015,-0.0429,0.0069,94.3006,3.5061,95.9414,3.2718,96.5815,2.81,3.0458,2.7302,93.0675,95.2464,AA+,AA+,AA+,AA+,AA+,78.984,77.8699,78.5311,77.6105,75.0521,74.6274
136686.SH,16环球01,-0.2469,-0.234,-0.2219,-0.4109,-0.0733,-0.1922,94.3328,1.7575,97.4085,1.5415,98.4105,1.0807,1.314,0.9199,94.6281,96.7968,AAA,AAA,AA+,AA+,AA+,79.5318,78.453,78.7927,77.5374,78.0181,78.7033
136688.SH,16鸿商01,0.1201,0.151,0.3052,0.4439,0.0984,0.2251,97.8406,1.7612,99.2557,1.5431,101.4436,1.0785,1.3138,0.9253,97.9521,99.9932,AA+,AA+,AA+,AA+,AA+,61.4966,70.3123,56.7422,55.0209,54.7121,54.6718
136689.SH,16绿水01,0.1137,0.1758,0.2969,0.3706,0.141,0.2776,97.486,1.8066,98.5476,1.5876,99.603,1.1098,1.346,0.9477,97.4865,98.2656,AA+,AA+,AA+,AA+,AA+,61.6416,62.6129,61.3137,62.2615,62.0625,62.577
136690.SH,16恒安01,,0.2267,,0.4829,-0.0134,0.1653,94.7462,3.5423,96.0742,3.3096,98.0403,2.8579,3.0834,2.7527,93.6274,95.7921,AAA,AAA,AAA,AAA,AAA,,48.4791,,46.0475,49.6076,50.17
136692.SH,16鲁能02,,0.1174,,0.2386,,0.0359,96.7665,3.5574,98.4114,3.3238,99.5477,2.8672,3.0962,2.7712,95.5391,97.5985,AAA,AAA,AA+,AA+,AA+,,75.1384,,74.7875,,71.9297
136693.SH,16晋然02,0.0363,0.0516,0.0443,0.1259,0.0192,-0.0047,97.6773,1.796,99.1868,1.5757,100.5442,1.1064,1.3441,0.9424,97.5617,99.3511,AA+,AA+,AA+,AA+,AA+,81.3798,81.8464,82.7363,83.6422,84.5492,84.5436
136694.SH,16铁峰01,,0.0237,,0.0553,,0.0311,100.9056,0.8555,100.0008,0.6467,105.7043,0.1827,0.4156,2.5699,101.9728,103.9312,AAA,AAA,AAA,AAA,AAA,,52.5398,,53.8291,,53.3202
136696.SH,16路劲01,,0.1454,,0.3004,,0.067,97.45,1.7681,98.9785,1.5512,101.3724,1.0886,1.3229,0.939,97.6646,99.8052,AA+,AA+,AA,AA,AA,,70.1303,,62.8764,,64.1412
136697.SH,16中天02,,0.0914,,0.2216,,0.0803,99.5717,1.717,99.0622,1.5045,104.4787,1.0454,1.2786,0.918,100.2607,102.739,AA,AA,AA,AA,AA,,66.8561,,65.9567,,65.3269
136699.SH,16皖经03,0.1404,0.3567,0.478,0.2789,0.1018,0.4231,99.6152,1.7502,99.059,1.5334,103.1622,1.0662,1.3028,0.921,99.8544,101.8123,AA+,AA+,AA+,AA+,AA+,43.5625,41.5734,40.1503,39.9054,40.3904,37.8314
136700.SH,16蓝光01,0.0043,0.0848,0.1109,0.1454,-0.045,-0.0028,98.2327,1.755,99.5757,1.559,103.6606,1.0894,1.3279,0.9411,100.6108,102.5144,AA+,AA+,AA+,AA,AA,81.0975,81.5126,83.2202,80.0021,79.9887,82.886
136701.SH,16椒江债,,0.0255,,0.0847,,0.1092,96.8961,1.8224,101.9709,1.602,99.9519,1.1349,1.3715,0.9435,96.7696,98.6652,AA+,AA+,AA+,AA+,AA+,,61.4402,,62.3885,,64.2261
136702.SH,16华润02,0.0027,0.0103,0.0591,0.1699,0.0059,-0.0023,97.2033,1.8277,102.0964,1.6072,100.2697,1.1403,1.3753,0.947,97.0621,98.8136,AAA,AAA,AAA,AAA,AAA,59.4303,64.0689,62.9975,63.32,63.9719,63.9362
136703.SH,16宁资01,-0.0092,0.0385,0.1737,0.6969,0.1671,0.5954,94.5713,3.5284,96.1224,3.2934,96.7752,2.8313,3.067,2.7509,93.2986,95.4579,AA,AA,AA,AA,AA,42.1175,42.0831,45.3574,45.4417,51.3431,46.2668
136704.SH,16六建02,0.0107,0.0155,-0.1368,-0.0679,0.0808,0.1627,100.7471,0.8749,106.5,0.6649,105.2047,0.1991,0.433,0,101.6945,103.549,AA,AA,AA,AA,AA,59.9769,59.3142,58.2514,55.6654,56.9371,54.8451
136705.SH,16协信08,,0.0467,-0.0032,0.0237,,-0.0221,97.01,1.753,104.0572,1.5414,102.0651,1.084,1.3164,0.8918,97.7567,100.2648,AA,AA,AA,AA,AA,,79.4309,79.8908,77.4331,,78.6492
136706.SH,16当代03,0.0114,0.0248,0.0178,0.0478,0.01,0.0119,95.2131,1.7782,96.5987,1.5616,98.5122,1.0934,1.3292,0.9306,95.4578,97.1509,AA+,AA+,AA+,AA+,AA+,59.0936,59.3294,60.3597,54.9181,55.9631,57.5381
136707.SH,16邢钢01,,0.0657,,0.1309,,0.0065,96.5533,1.7141,106.197,1.5043,104.4319,1.0716,1.3062,0.877,97.4962,102.8444,AA,AA,AA,AA,AA,,73.7649,,71.9845,,69.4554
136708.SH,16通运01,-0.0135,-0.0025,,0.2774,,0.0196,97.7383,1.7845,99.2226,1.5654,101.2054,1.1006,1.336,0.9477,97.7477,99.7776,AA,AA,AA,AA,AA,62.9664,60.6123,,60.7697,,62.056
136709.SH,16粤桥02,0.2037,0.377,0.6089,0.5705,0.1934,0.3255,87.3687,10.3778,90.8444,10.0009,88.077,9.6189,9.8212,9.4756,83.0233,85.8811,AAA,AAA,AAA,AAA,AAA,67.3582,68.4703,68.844,69.9065,70.3686,71.4794
136710.SH,16福新01,0.057,0.1221,0.228,0.3175,0.0452,0.1008,97.072,1.8305,102.0643,1.6102,100.2148,1.1438,1.3786,0.9508,96.9552,98.7318,AAA,AAA,AAA,AAA,AAA,77.7351,77.0158,76.7312,75.2771,75.5238,74.8205
136712.SH,16港务01,-0.0274,-0.0009,0.0693,0.0525,-0.0258,0.0185,94.1008,3.5873,98.602,3.3543,96.1264,2.8887,3.1275,2.704,92.9757,95.0884,AAA,AAA,AAA,AAA,AAA,61.99,61.0337,63.0675,62.8229,63.0071,63.5044
136713.SH,16康恩贝,0.0787,0.1433,0.2288,0.3062,0.0601,0.0741,97.2888,1.8408,101.1195,1.6204,100.4167,1.1539,1.3892,0.9498,97.1618,98.984,AA+,AA+,AA+,AA+,AA+,44.3657,44.0731,41.898,37.9669,36.1421,44.9226
136714.SH,G16节能3,-0.0026,0.0386,0.102,0.1521,-0.0201,0.0681,91.7054,3.5745,97.3806,3.3429,95.0581,2.8913,3.118,2.7051,90.7232,92.9678,AAA,AAA,AAA,AAA,AAA,67.6445,67.6683,69.0629,69.9508,69.2457,70.4942
136715.SH,G16节能4,-0.0026,0.0386,0.102,0.1521,-0.0201,0.0681,90.1223,7.3783,91.2672,7.0945,89.5239,6.623,6.8871,6.4369,87.0893,89.7828,AAA,AAA,AAA,AAA,AAA,67.6445,67.6683,69.0629,69.9508,69.2457,70.4942
136716.SH,16旅业03,,0.0481,,0.1629,,0.0611,99.3969,0.8919,105.1455,0.6821,103.2452,0.2112,0.4388,0.0178,100.3379,100.9199,AA,AA,AA,AA,AA,,56.2146,,65.9713,,64.987
136719.SH,16珠江02,-0.0433,-0.0629,-0.0654,-0.0238,-0.0189,-0.0217,93.4454,3.5537,99.1673,3.3244,96.556,2.8673,3.0995,2.6842,92.6506,94.9151,AAA,AAA,AAA,AAA,AAA,76.7021,77.7873,76.9899,76.3338,76.7453,77.8307
136720.SH,16西王04,0.0302,0.0821,0.1686,0.454,0.2367,0.4871,92.1338,1.6934,89.6644,1.4877,90.1661,0.9593,1.206,0.7457,93.4231,90.0502,AA+,AA,AA,AA+,AA+,66.2288,63.8244,62.6857,63.773,59.0893,58.7308
136721.SH,16石化01,0.0354,0.0969,,0.2434,,0.087,94.483,1.8138,101.7709,1.5976,100.0089,1.1512,1.3855,0.9574,94.7619,98.4845,AAA,AAA,AAA,AAA,AAA,49.8022,49.1836,,52.206,,51.0778
136722.SH,16石化02,0.0354,0.0969,,0.2434,,0.087,91.9489,3.5772,97.6593,3.348,95.648,2.898,3.1216,2.7082,91.1628,93.2791,AAA,AAA,AAA,AAA,AAA,49.8022,49.1836,,52.206,,51.0778
136723.SH,16石化03,0.0354,0.0969,,0.2434,,0.087,89.8156,7.4563,94.1695,7.1803,92.0933,6.7572,6.9659,6.5769,87.0998,89.43,AAA,AAA,AAA,AAA,AAA,49.8022,49.1836,,52.206,,51.0778
136724.SH,16鲁公债,0.0516,0.0065,-0.0233,-0.0477,0.019,-0.0378,94.9821,3.5307,100.278,3.2961,97.3041,2.8347,3.0703,2.6556,93.7354,95.9372,AA,AA,AA,AA,AA,67.3593,65.5676,67.3041,67.1689,68.0717,69.4773
136725.SH,16中材01,0.0088,0.0274,0.053,0.1096,0.014,0.0618,94.3367,1.8161,101.9082,1.6197,99.9461,1.1543,1.3891,0.9624,96.5875,98.4587,AAA,AAA,AAA,AAA,AAA,78.1862,77.9513,77.781,75.3912,75.474,72.2052
136726.SH,16中材02,0.0088,0.0274,0.053,0.1096,0.014,0.0618,94.7763,3.5815,100.1854,3.349,97.9089,2.8952,3.1228,2.7082,93.6813,95.8471,AAA,AAA,AAA,AAA,AAA,78.1862,77.9513,77.781,75.3912,75.474,72.2052
136727.SH,16平海01,,0.3357,,0.693,,0.1821,96.7804,1.8377,101.9903,1.6177,100.037,1.1522,1.387,0.9601,96.6986,98.5605,AA+,AA+,AA+,AA+,AA+,,66.6026,,65.4266,,64.8404
136728.SH,16忠旺03,0.0005,0.0297,0.05,0.1833,-0.2517,-0.2664,93.5821,1.7878,97.2081,1.5734,98.6386,1.1208,1.3529,0.8961,94.0284,96.8986,AA+,AA+,AA+,AA+,AA+,56.3515,52.9142,56.9417,55.843,49.2875,47.7923
136729.SH,16九牧01,0.29,0.2931,0.3412,0.573,0.2942,0.2531,98.2076,1.8355,103.032,1.6152,101.169,1.1467,1.384,0.9536,98.0916,99.9294,AA,AA,AA,AA,AA,16.9626,17.8428,19.7479,16.8835,15.2161,19.3682
136730.SH,G16唐新2,0.0458,0.0687,0.1192,0.1507,0.0445,0.0906,94.2904,3.6029,99.6287,3.3696,97.5064,2.9178,3.1434,2.7292,93.1204,95.2662,AAA,AAA,AAA,AAA,AAA,79.261,79.6363,80.0554,79.6325,79.0651,79.0619
136731.SH,16刚集01,,0.0522,0.0541,-0.1486,,-0.2245,99.4351,0.8988,105.2487,0.6896,103.6879,0.2218,0.4591,0.0253,100.4539,102.4289,AA,AA,AA,AA,AA,,57.458,54.3925,54.8349,,55.5318
136732.SH,16穗建05,,-0.0014,,-0.0024,,0.0364,95.3143,1.8271,102.4856,1.6317,100.7248,1.163,1.3989,0.9691,97.6857,99.3558,AAA,AAA,AAA,AAA,AAA,,66.1126,,64.7672,,64.253
136733.SH,16穗建06,,-0.0014,,-0.0024,,0.0364,92.3195,3.5779,98.0515,3.346,95.8553,2.8967,3.1208,2.709,91.3015,93.5297,AAA,AAA,AAA,AAA,AAA,,66.1126,,64.7672,,64.253
136734.SH,16大唐01,0.0353,0.054,0.1597,0.1817,0.0691,0.0499,95.0565,1.8303,100.8802,1.6122,98.8419,1.1504,1.3828,0.9593,95.1508,97.1349,AAA,AAA,AAA,AAA,AAA,81.4637,81.5017,81.0293,79.9595,79.9375,79.906
136735.SH,16大唐02,0.0353,0.054,0.1597,0.1817,0.0691,0.0499,89.6082,7.437,94.1704,7.1536,92.0308,6.74,6.9457,6.5609,86.5422,89.2064,AAA,AAA,AAA,AAA,AAA,81.4637,81.5017,81.0293,79.9595,79.9375,79.906
136736.SH,16鸿商02,0.1201,0.151,0.3052,0.4439,0.0984,0.2251,97.6904,1.8223,102.8182,1.6033,100.8021,1.135,1.3704,0.9434,97.7057,99.3715,AA+,AA+,AA+,AA+,AA+,61.4966,70.3123,56.7422,55.0209,54.7121,54.6718
136737.SH,16协鑫债,0.0342,0.0958,0.065,0.3048,0.0073,0.0408,98.0244,1.8215,96.4015,1.6034,93.9483,1.0643,1.3548,0.8777,98.1291,98.1917,AA+,AA+,AA+,AA+,AA+,49.7162,50.5084,54.0084,60.0141,60.378,60.4677
136738.SH,16通用01,-0.0819,-0.0901,-0.0732,0.007,-0.0604,-0.0939,97.2711,1.8522,102.1149,1.6314,100.2904,1.1643,1.3994,0.971,97.1031,98.8446,AAA,AAA,AAA,AAA,AAA,67.6528,67.258,67.3213,67.3072,66.5593,67.6913
136739.SH,16通用02,-0.0819,-0.0901,-0.0732,0.007,-0.0604,-0.0939,94.2238,3.6031,99.7465,3.3699,97.4622,2.9183,3.1437,2.7315,93.0616,95.2144,AAA,AAA,AAA,AAA,AAA,67.6528,67.258,67.3213,67.3072,66.5593,67.6913
136740.SH,渝钢暂停,0.0188,0.012,0.0617,0.0688,0.0578,0.1924,97.7751,3.2708,103.977,3.0472,102.2344,2.5926,2.8296,2.3974,97.6838,100.7692,AAA,AAA,AA+,AA+,AA+,66.3523,65.701,67.3725,55.2879,52.4869,51.8018
136741.SH,16重机债,,-0.0913,,-0.1126,,-0.0229,97.413,1.8202,103.1209,1.6021,101.0604,1.1381,1.3731,0.9469,97.5177,99.5786,AA+,AA+,AA+,AA+,AA+,,56.2485,,55.9381,,56.855
136742.SH,16众品02,,0.0071,,0.1406,,0.0473,99.674,0.9048,105.8049,0.6954,104.3905,0.2318,0.4646,0.0338,100.6705,102.6304,AA,AA,AA,AA,AA,,62.1597,,61.8828,,62.1107
136743.SH,16齐成03,,0.1447,,0.1793,,0.1421,103.6866,1.6835,103.9526,1.5834,102.0212,1.1247,1.3577,0.9319,97.8501,100.303,AA,AA,AA,AA,AA,,54.583,,57.6174,,49.1725
136744.SH,16祥源债,,0.0283,,0.0744,,-0.0349,99.9354,1.7873,105.6092,1.5719,103.9315,1.1074,1.3434,0.9121,100.334,102.5105,AA,AA,AA,AA,AA,,67.8934,,68.503,,67.9776
136745.SH,16南港05,0.002,-0.3131,-0.1146,-0.2948,-0.1142,-0.1283,96.8052,3.5285,98.4606,3.4171,95.6058,2.949,3.1914,2.7687,92.6934,94.8789,AA+,AA+,AA+,AA+,AA+,67.4159,68.206,69.7979,66.4113,63.6641,65.0107
136746.SH,16南港06,0.002,-0.3131,-0.1146,-0.2948,-0.1142,-0.1283,94.6438,5.0256,95.8886,4.9767,93.0339,4.5185,4.7522,4.3429,89.5297,91.6076,AA+,AA+,AA+,AA+,AA+,67.4159,68.206,69.7979,66.4113,63.6641,65.0107
136747.SH,16南港07,0.002,-0.3131,-0.1146,-0.2948,-0.1142,-0.1283,93.0253,7.0765,90.4629,7.0952,88.5022,6.6067,6.8716,6.4249,86.9085,88.756,AA+,AA+,AA+,AA+,AA+,67.4159,68.206,69.7979,66.4113,63.6641,65.0107
136748.SH,16长峰01,0.0738,0.1649,0.2161,0.2643,0.0578,0.1458,100.3379,1.8039,102.0153,1.6522,100.0356,1.1866,1.4224,0.9949,96.6905,98.6544,AA+,AA+,AA+,AA+,AA+,47.7717,47.329,47.4749,48.7439,48.1681,48.2266
136749.SH,G16博天,-0.0131,-0.0972,-0.1408,-0.1123,-0.0486,-0.0435,101.8085,1.7584,103.2171,1.6254,101.0637,1.1633,1.3973,0.973,97.3151,99.4755,AAA,AAA,AAA,AAA,AAA,71.2663,71.9957,74.3239,78.0121,78.2932,78.651
136750.SH,16荣盛01,0.0452,0.0142,0.02,0.1273,0.0196,0.0202,101.0852,1.7862,102.5886,1.642,100.5526,1.1775,1.4128,0.9861,97.0758,99.1046,AA+,AA+,AA+,AA+,AA+,70.7148,69.2764,67.4897,64.8287,65.4972,66.5938
136751.SH,16佳源06,,0.096,0.1814,0.0971,0.005,0.004,105.958,0.9036,105.7075,0.7481,104.2969,0.2838,0.5171,0.0859,100.6504,102.5841,AA,AA,AA,AA,AA,,78.2943,79.0002,78.7734,79.3409,77.4153
136752.SH,16佳源07,,0.096,0.1814,0.0971,0.005,0.004,104.3621,1.712,104.4122,1.6086,102.6344,1.1495,1.3844,0.9552,98.4973,101.1029,AA,AA,AA,AA,AA,,78.2943,79.0002,78.7734,79.3409,77.4153
136753.SH,16大华02,,-0.0126,0.0395,-0.0143,,-0.1628,100.2402,1.8132,101.873,1.6558,99.9693,1.1884,1.4251,0.996,96.8014,98.6798,AA+,AA+,AA+,AA+,AA+,,68.7269,69.9815,68.5529,,73.3228
136754.SH,16兵装03,-0.0454,-0.0477,-0.0607,0.0516,-0.0487,-0.0531,97.1785,1.819,100.2773,1.657,98.1805,1.1965,1.4282,1.0061,94.3794,96.417,AAA,AAA,AAA,AAA,AAA,68.2479,67.831,67.5929,68.9597,67.5109,67.8171
136755.SH,16兵装04,-0.0454,-0.0477,-0.0607,0.0516,-0.0487,-0.0531,94.9827,3.5119,97.577,3.399,95.3937,2.9502,3.174,2.7625,90.8072,93.0469,AAA,AAA,AAA,AAA,AAA,68.2479,67.831,67.5929,68.9597,67.5109,67.8171
136756.SH,16兵装05,-0.0454,-0.0477,-0.0607,0.0516,-0.0487,-0.0531,92.8627,7.2121,94.0183,7.2009,91.8745,6.7872,6.993,6.6082,86.3924,89.056,AAA,AAA,AAA,AAA,AAA,68.2479,67.831,67.5929,68.9597,67.5109,67.8171
136757.SH,16凯华02,,0.0028,,0.5442,,0.2419,100.0631,1.8087,101.8124,1.6545,99.8486,1.1886,1.4246,0.9968,96.5403,98.4861,AA+,AA+,AA+,AA+,AA+,,52.1216,,52.561,,52.1028
136758.SH,16凯华03,,0.0028,,0.5442,,0.2419,98.4965,3.4206,99.4943,3.3376,97.3356,2.8791,3.1128,2.6908,93.5063,95.7962,AA+,AA+,AA+,AA+,AA+,,52.1216,,52.561,,52.1028
136760.SH,16中工Y1,-0.037,-0.0454,0.0051,0.0556,-0.0423,-0.0261,102.9842,1.7559,103.984,1.6275,101.8446,1.1648,1.3991,0.9741,98.1321,100.2775,AAA,AAA,AAA,AAA,AAA,69.9504,72.5274,73.2971,73.2719,72.659,72.7277
136762.SH,16长电01,0.0886,0.1588,0.3824,0.6648,0.0987,0.1814,92.4943,7.2228,93.6777,7.2099,91.5396,6.7961,7.002,6.617,86.0717,88.7284,AAA,AAA,AAA,AAA,AAA,56.2022,59.8051,57.2489,54.7363,53.513,57.1035
136763.SH,16张江02,-0.0442,-0.0301,-0.0071,0.0428,-0.0407,-0.0379,99.9966,1.869,101.8097,1.7031,100.0064,1.2344,1.4711,1.041,96.9917,98.7237,AAA,AAA,AAA,AAA,AAA,54.7457,55.0291,55.6961,54.5121,53.5367,54.1123
136764.SH,16蓝光02,0.0043,0.0848,0.1109,0.1454,-0.045,-0.0028,102.1093,1.7476,102.5527,1.6261,100.8723,1.1626,1.3982,0.9676,97.2679,99.4515,AA+,AA+,AA+,AA,AA,81.0975,81.5126,83.2202,80.0021,79.9887,82.886
136765.SH,16陕燃01,,0.1254,,0.2449,,0.1663,95.7625,3.5244,98.1422,3.4126,95.5731,2.9549,3.1872,2.7713,91.751,93.9681,AA+,AA+,AA+,AA+,AA+,,55.9308,,56.3308,,58.2549
136766.SH,16油服03,0.0118,0.0335,0.0945,0.4546,-0.079,-0.0616,99.7049,1.8555,101.7246,1.6928,99.822,1.2273,1.4616,1.0348,96.486,98.3009,AAA,AAA,AAA,AAA,AAA,56.2791,53.4975,53.0398,53.0476,52.2234,53.1356
136767.SH,16油服04,0.0118,0.0335,0.0945,0.4546,-0.079,-0.0616,98.7177,3.5484,100.5777,3.437,98.4893,2.985,3.2104,2.7957,94.1048,96.2446,AAA,AAA,AAA,AAA,AAA,56.2791,53.4975,53.0398,53.0476,52.2234,53.1356
136768.SH,16苏海01,,0.0068,,0.03,,0.0293,97.3883,3.5092,98.4689,3.3984,96.1599,2.941,3.1674,2.7546,92.2907,94.0133,AA+,AA+,AA+,AA+,AA+,,74.4929,,75.4476,,73.7625
136769.SH,16欣捷01,,0.0324,,0.0272,,0.0263,106.3196,0.8864,106.3904,0.7395,104.7134,0.2806,0.5111,0.0849,100.4724,102.6963,AA,AA,AA,AA,AA,,53.3966,,53.2366,,50.9637
136770.SH,16华资01,-0.0144,-0.0068,,0.1122,,,99.7644,1.8507,101.7305,1.6859,99.8241,1.2191,1.4545,1.0268,96.6052,98.4015,AAA,AAA,AAA,AAA,AAA,74.7353,68.9826,,60.6545,,59.3533
136771.SH,16沪宁01,0.0852,0.0698,0.1311,0.3171,0.001,0.0264,96.5032,3.539,98.732,3.4259,96.1871,2.9672,3.2001,2.7834,92.4339,94.6198,AA+,AA+,AA+,AA+,AA+,52.4336,54.2099,54.7477,54.0337,58.9784,57.1825
136772.SH,16聚信一,0.6182,0.772,1.8062,0.0751,,0.3903,104.9868,0.9024,105.4369,0.7465,103.9066,0.2848,0.5168,0.088,99.997,102.0591,AA,AA,AA,AA,AA,87.028,85.6962,85.5382,88.8839,,89.1847
