,code,name
4550,150369.SH,18东投01
4551,150499.SH,18大宁02
4552,150199.SH,18大宁01
4553,112705.SZ,18东林01
4554,114347.SZ,18东集03
4555,114317.SZ,18东集02
4556,143448.SH,18大华01
4557,143622.SH,18东方02
4558,143692.SH,18当代02
4559,143516.SH,18当代01
4560,112641.SZ,18晨债01
4561,116953.SZ,18财先B
4562,150296.SH,18财通C2
4563,150183.SH,18财通C1
4564,127824.SH,18产投01
4565,150174.SH,18创启02
4566,150125.SH,18创启01
4567,116821.SZ,18川电优
4568,127819.SH,18常德源
4569,143458.SH,18成大01
4570,150218.SH,18滁城01
4571,149300.SH,18长安B
4572,150160.SH,18邦信02
4573,114335.SZ,18必康01
4574,143459.SH,18宝丰01
4575,112707.SZ,18岸资01
4576,150545.SH,18奥园02
4577,150522.SH,18奥园01
4578,127524.SH,17诸资02
4579,127516.SH,17诸资01
4580,146854.SH,17中元1B
4581,146224.SH,17遵义10
4582,146223.SH,17遵义09
4583,146222.SH,17遵义08
4584,146221.SH,17遵义07
4585,146220.SH,17遵义06
4586,146219.SH,17遵义05
4587,146218.SH,17遵义04
4588,146217.SH,17遵义03
4589,145642.SH,17中盐02
4590,145574.SH,17中盐01
4591,143339.SH,17卓越01
4592,145873.SH,17中信资
4593,145872.SH,17中信C4
4594,145871.SH,17中信C3
4595,145559.SH,17中信C2
4596,145558.SH,17中信C1
4597,127592.SH,17资兴02
4598,139344.SH,17资兴01
4599,145359.SH,17中投02
4600,145358.SH,17中投01
4601,145579.SH,17招商Y4
4602,145545.SH,17招商Y3
4603,145371.SH,17招商Y2
4604,145340.SH,17招商Y1
4605,145899.SH,17招商C1
4606,150001.SH,17浙商03
4607,145311.SH,17浙商02
4608,112630.SZ,17中南02
4609,112619.SZ,17中南01
4610,116628.SZ,17中利B
4611,143396.SH,17浙旅01
4612,143058.SH,17中经债
4613,137051.SH,17正集EB
4614,143061.SH,17正集01
4615,143435.SH,17紫江01
4616,143235.SH,17舟交01
4617,127573.SH,17秭归01
4618,112523.SZ,17株国01
4619,139329.SH,17肇东01
4620,127646.SH,17资城02
4621,139358.SH,17资城01
4622,146829.SH,17正保C
4623,146828.SH,17正保B
4624,142842.SH,17镇保A3
4625,142841.SH,17镇保A2
4626,139342.SH,17永专债
4627,146721.SH,17易鑫4B
4628,143410.SH,17义乌03
4629,143312.SH,17义乌02
4630,143311.SH,17义乌01
4631,116506.SZ,17益田A
4632,112609.SZ,17余投03
4633,112549.SZ,17余投02
4634,143383.SH,17颖泰01
4635,112509.SZ,17余投01
4636,127672.SH,17渝双福
4637,139375.SH,17宜双01
4638,116701.SZ,17印力A
4639,145415.SH,17亿利01
4640,143096.SH,17宜交01
4641,143213.SH,17豫高速
4642,143390.SH,17永钢02
4643,143389.SH,17永钢01
4644,119431.SZ,17悦方A2
4645,149070.SH,17悦达B
4646,143253.SH,17豫电02
4647,143023.SH,17豫电01
4648,127574.SH,17宜城投
4649,145809.SH,17银产01
4650,145637.SH,17新中泰
4651,127734.SH,17襄阳债
4652,145799.SH,17兴业C8
4653,145737.SH,17兴业C7
4654,145504.SH,17兴业C4
4655,145472.SH,17兴业C3
4656,145416.SH,17兴业C2
4657,145353.SH,17兴业C1
4658,143295.SH,17象屿01
4659,145848.SH,17新源01
4660,143068.SH,17新新能
4661,114265.SZ,17协鑫G2
4662,114196.SZ,17协鑫G1
4663,116699.SZ,17协鑫12
4664,116698.SZ,17协鑫11
4665,116697.SZ,17协鑫10
4666,116696.SZ,17协鑫09
4667,116695.SZ,17协鑫08
4668,116694.SZ,17协鑫07
4669,116693.SZ,17协鑫06
4670,116692.SZ,17协鑫05
4671,116691.SZ,17协鑫04
4672,139359.SH,17襄投债
4673,114103.SZ,17西投01
4674,127739.SH,17西平01
4675,112624.SZ,17鑫能G1
4676,150058.SH,17西南C1
4677,143414.SH,17兴泸03
4678,143133.SH,17兴泸01
4679,137028.SH,17新华EB
4680,145791.SH,17西高地
4681,127652.SH,17锡东债
4682,145670.SH,17信达01
4683,127699.SH,17襄城债
4684,143185.SH,17湘财01
4685,143409.SH,17万向01
4686,127660.SH,17武胜债
4687,112598.SZ,17物美02
4688,112519.SZ,17物美01
4689,145898.SH,17物流04
4690,145717.SH,17物流03
4691,145723.SH,17物流02
4692,145380.SH,17物流01
4693,114236.SZ,17文蓝01
4694,145856.SH,17威凯01
4695,112594.SZ,17万集03
4696,112565.SZ,17万集02
4697,112498.SZ,17万集01
4698,145619.SH,17乌高01
4699,145474.SH,17天源债
4700,127733.SH,17桃源01
4701,127707.SH,17天台债
4702,132010.SH,17桐昆EB
4703,127736.SH,17桐建01
4704,114219.SZ,17泰禾02
4705,114205.SZ,17泰禾01
4706,143148.SH,17特变02
4707,143147.SH,17特变01
4708,118973.SZ,17申证C2
4709,118972.SZ,17申证C1
4710,112504.SZ,17山证02
4711,146546.SH,17水总02
4712,112503.SZ,17山证01
4713,143078.SH,17神州01
4714,114287.SZ,17苏冶S1
4715,145572.SH,17深业01
4716,143237.SH,17苏新02
4717,136843.SH,17苏新01
4718,112578.SZ,17胜通01
4719,145201.SH,17苏商02
4720,145333.SH,17苏商01
4721,127740.SH,17宿迁02
4722,127502.SH,17宿迁01
4723,119437.SZ,17苏宁A2
4724,143424.SH,17绍交03
4725,143378.SH,17绍交02
4726,145808.SH,17神华01
4727,145783.SH,17时代02
4728,145782.SH,17时代01
4729,143426.SH,17绍城投
4730,145249.SH,17绍城01
4731,143356.SH,17日照01
4732,143388.SH,17如意01
4733,127743.SH,17融盛债
4734,143251.SH,17荣盛03
4735,143190.SH,17荣盛02
4736,143027.SH,17荣盛01
4737,145743.SH,17瑞茂01
4738,112596.SZ,17瑞康01
4739,112547.SZ,17曲文01
4740,146086.SH,17七热05
4741,146085.SH,17七热04
4742,146084.SH,17七热03
4743,146083.SH,17七热02
4744,127738.SH,17青交02
4745,127713.SH,17青交01
4746,145691.SH,17鄱阳01
4747,143119.SH,17璞泰01
4748,143001.SH,17浦建01
4749,127700.SH,17普定01
4750,146660.SH,17平安2B
4751,112580.SZ,17欧菲02
4752,112499.SZ,17欧菲01
4753,143055.SH,17南三01
4754,143102.SH,17南海01
4755,127561.SH,17宁国债
4756,127724.SH,17南高新
4757,127569.SH,17宁高02
4758,149197.SH,17民通05
4759,149196.SH,17民通04
4760,149195.SH,17民通03
4761,149194.SH,17民通02
4762,145889.SH,17民生03
4763,143042.SH,17闽电01
4764,143220.SH,17连云港
4765,127582.SH,17渌湘投
4766,145462.SH,17洛新01
4767,119424.SZ,17勒泰A2
4768,145857.SH,17鲁胜01
4769,146311.SH,17临热06
4770,146310.SH,17临热05
4771,146309.SH,17临热04
4772,146308.SH,17临热03
4773,146307.SH,17临热02
4774,127710.SH,17乐清01
4775,143025.SH,17辽能01
4776,143004.SH,17联邦01
4777,127666.SH,17昆银桥
4778,112621.SZ,17昆投03
4779,112599.SZ,17昆投02
4780,112515.SZ,17昆投01
4781,112550.SZ,17科伦02
4782,112502.SZ,17科伦01
4783,142959.SH,17康富B
4784,143310.SH,17建租01
4785,114166.SZ,17江阴01
4786,143164.SH,17建屋01
4787,127622.SH,17吉首02
4788,139386.SH,17吉首01
4789,143214.SH,17晋然债
4790,143314.SH,17居然01
4791,114102.SZ,17九期C1
4792,112497.SZ,17金旗01
4793,127503.SH,17即旅债
4794,143100.SH,17晋交01
4795,143333.SH,17江海G2
4796,143283.SH,17江海G1
4797,132012.SH,17巨化EB
4798,143184.SH,17巨化01
4799,143274.SH,17君华01
4800,139374.SH,17简工债
4801,145597.SH,17精功债
4802,145841.SH,17精功05
4803,145878.SH,17精功04
4804,145823.SH,17精功03
4805,145761.SH,17精功02
4806,116554.SZ,17晋房03
4807,116553.SZ,17晋房02
4808,143044.SH,17晋电05
4809,136983.SH,17晋电01
4810,149201.SH,17JC02B
4811,127648.SH,17江北债
4812,143031.SH,17华置债
4813,143221.SH,17海资02
4814,145843.SH,17湖州01
4815,143065.SH,17海资01
4816,146439.SH,17海洋B
4817,111070.SZ,17恒逸01
4818,143009.SH,17宏泰债
4819,145411.SH,17海通C1
4820,143379.SH,17合盛02
4821,143210.SH,17合盛01
4822,146860.SH,17汇融B
4823,143286.SH,17杭汽01
4824,127546.SH,17含浦债
4825,143172.SH,17沪宁01
4826,143198.SH,17华鲁01
4827,145099.SH,17海亮01
4828,127726.SH,17湖口债
4829,136985.SH,17黄金债
4830,149035.SH,17HJ优B
4831,145730.SH,17华建03
4832,143351.SH,17花集03
4833,143212.SH,17花集02
4834,145740.SH,17华建02
4835,143211.SH,17花集01
4836,145322.SH,17华建01
4837,116579.SZ,17瀚华1B
4838,143359.SH,17华汇01
4839,143395.SH,17汇鸿01
4840,127737.SH,17鹤岗债
4841,150011.SH,17黄发02
4842,150009.SH,17黄发01
4843,143374.SH,17红豆01
4844,127664.SH,17珲春01
4845,127722.SH,17红安债
4846,146736.SH,17花05A2
4847,146733.SH,17花04A2
4848,146730.SH,17花03A2
4849,146727.SH,17花02A2
4850,146724.SH,17花01A2
4851,112529.SZ,17广证01
4852,145543.SH,17国资01
4853,118965.SZ,17国信C1
4854,127602.SH,17广鑫01
4855,145819.SH,17皋投债
4856,116576.SZ,17广田A2
4857,114282.SZ,17国盛金
4858,143024.SH,17桂农01
4859,143382.SH,17国联03
4860,143288.SH,17国联02
4861,143254.SH,17国联01
4862,139399.SH,17高科01
4863,127623.SH,17桂金债
4864,127633.SH,17高建投
4865,145365.SH,17国君C1
4866,143315.SH,17广汇G2
4867,143092.SH,17广汇G1
4868,143331.SH,17广汇03
4869,143290.SH,17广汇02
4870,143149.SH,17广汇01
4871,118971.SZ,17广发C2
4872,118970.SZ,17广发C1
4873,145764.SH,17观城01
4874,143413.SH,17贵产01
4875,143441.SH,17贵安01
4876,145842.SH,17方正C2
4877,145812.SH,17方正C1
4878,146396.SH,17沣西05
4879,146395.SH,17沣西04
4880,146394.SH,17沣西03
4881,146393.SH,17沣西02
4882,145329.SH,17汾西01
4883,119420.SZ,17福晟A
4884,127745.SH,17凤建01
4885,143252.SH,17鄂资01
4886,139339.SH,17东乡债
4887,143008.SH,17东旭02
4888,143007.SH,17东旭01
4889,143019.SH,17东莞债
4890,139335.SH,17滇投债
4891,145189.SH,17东投01
4892,145452.SH,17大宁01
4893,145481.SH,17动力01
4894,143305.SH,17电建债
4895,112501.SZ,17东江G1
4896,114225.SZ,17东集02
4897,114109.SZ,17东集01
4898,143297.SH,17大华01
4899,143101.SH,17当代01
4900,114251.SZ,17诚志债
4901,116758.SZ,17诚正B
4902,112570.SZ,17晨债01
4903,146617.SH,17畅星02
4904,116804.SZ,17川投A2
4905,116803.SZ,17川投A1
4906,143118.SH,17常熟02
4907,114258.SZ,17彩生01
4908,143117.SH,17常熟01
4909,145588.SH,17长隆02
4910,145234.SH,17长隆01
4911,114148.SZ,17晨控02
4912,114099.SZ,17晨控01
4913,143219.SH,17昌控01
4914,118962.SZ,17长江C2
4915,118957.SZ,17长江C1
4916,145869.SH,17财富01
4917,143051.SH,17长峰01
4918,143276.SH,17川电01
4919,139385.SH,17巴州债
4920,143033.SH,17保文01
4921,145751.SH,17白沙01
4922,112607.SZ,17滨房01
4923,137049.SH,17版01EB
4924,112531.SZ,17岸资01
4925,135709.SH,16住宅03
4926,118560.SZ,16株展02
4927,118540.SZ,16株展01
4928,135284.SH,16住宅01
4929,136227.SH,16住总01
4930,139301.SH,16中岳债
4931,139036.SH,16枣阳债
4932,145203.SH,16中银C2
4933,135898.SH,16中银C1
4934,139182.SH,16镇新债
4935,139094.SH,16遵小微
4936,136728.SH,16忠旺03
4937,136328.SH,16忠旺01
4938,135710.SH,16珠投05
4939,136296.SH,16珠投04
4940,136229.SH,16珠投03
4941,135220.SH,16珠投02
4942,136153.SH,16珠投01
4943,145243.SH,16中投01
4944,127439.SH,16樟树债
4945,145222.SH,16浙商02
4946,145119.SH,16浙商01
4947,145023.SH,16正荣01
4948,118899.SZ,16中南03
4949,112418.SZ,16中南02
4950,112325.SZ,16中南01
4951,136241.SH,16中牧01
4952,118577.SZ,16漳龙债
4953,136741.SH,16重机债
4954,136232.SH,16漳九龙
4955,127408.SH,16张经开
4956,136617.SH,16正集02
4957,136609.SH,16舟交01
4958,118649.SZ,16中建01
4959,136489.SH,16正集01
4960,136278.SH,16紫江01
4961,139311.SH,16沾化债
4962,112423.SZ,16株国投
4963,139243.SH,16株高孵
4964,118709.SZ,16株高02
4965,118652.SZ,16郑公02
4966,118496.SZ,16株高01
4967,136453.SH,16中工01
4968,118545.SZ,16郑公01
4969,135067.SH,16中地01
4970,114016.SZ,16中城07
4971,136675.SH,16正才06
4972,118882.SZ,16中城06
4973,118838.SZ,16中城05
4974,136674.SH,16正才05
4975,136407.SH,16正才04
4976,118802.SZ,16中城04
4977,118572.SZ,16中城03
4978,136406.SH,16正才03
4979,139282.SH,16筑城02
4980,118554.SZ,16中城02
4981,136190.SH,16正才02
4982,118520.SZ,16中城01
4983,139045.SH,16筑城01
4984,127378.SH,16禹州债
4985,127381.SH,16仪征债
4986,139087.SH,16扬中02
4987,118879.SZ,16禹洲01
4988,139241.SH,16永专01
4989,139010.SH,16岳阳债
4990,139033.SH,16永银都
4991,139208.SH,16渝新梁
4992,142390.SH,16亚泰A6
4993,142389.SH,16亚泰A5
4994,142388.SH,16亚泰A4
4995,142387.SH,16亚泰A3
4996,118719.SZ,16云铁01
4997,139168.SH,16宜双01
4998,136603.SH,16义市01
4999,136269.SH,16伊品债
5000,139091.SH,16渝迈瑞
5001,118722.SZ,16渝迈02
5002,118635.SZ,16渝迈01
5003,139039.SH,16亿利债
5004,135582.SH,16悦来债
5005,145137.SH,16亿利05
5006,145024.SH,16亿利04
5007,135802.SH,16亿利03
5008,135767.SH,16亿利02
5009,135399.SH,16亿利01
5010,127233.SH,16余金控
5011,118834.SZ,16阳集03
5012,118624.SZ,16宜集02
5013,118609.SZ,16阳集01
5014,118521.SZ,16宜集01
5015,131624.SH,16银河09
5016,131623.SH,16银河08
5017,131622.SH,16银河07
5018,131621.SH,16银河06
5019,131620.SH,16银河05
5020,131619.SH,16银河04
5021,112459.SZ,16宜华01
5022,116306.SZ,16阳光A7
5023,116305.SZ,16阳光A6
5024,116304.SZ,16阳光A5
5025,116303.SZ,16阳光A4
5026,116302.SZ,16阳光A3
5027,116375.SZ,16阳光5
5028,116374.SZ,16阳光4
5029,116373.SZ,16阳光3
5030,118814.SZ,16阳光03
5031,136664.SH,16云工02
5032,139270.SH,16岳港02
5033,118696.SZ,16阳光01
5034,112458.SZ,16盐港01
5035,139175.SH,16岳港01
5036,136542.SH,16云工01
5037,118753.SZ,16阳房02
5038,118703.SZ,16禹地产
5039,142393.SH,16远东5B
5040,142152.SH,16远东4B
5041,131849.SH,16远东3B
5042,112486.SZ,16远大01
5043,136330.SH,16扬城控
5044,112492.SZ,16一创03
5045,112452.SZ,16阳城02
5046,112484.SZ,16一创02
5047,112319.SZ,16一创01
5048,112436.SZ,16阳城01
5049,118483.SZ,16银宝债
5050,136334.SH,16银宝01
5051,127385.SH,16兴资债
5052,135840.SH,16新中泰
5053,145275.SH,16兴业C5
5054,145165.SH,16兴业04
5055,145044.SH,16兴业03
5056,136224.SH,16新业02
5057,135874.SH,16兴业02
5058,136189.SH,16新业01
5059,136737.SH,16协鑫债
5060,136485.SH,16协鑫01
5061,112408.SZ,16新兴01
5062,136720.SH,16西王04
5063,136613.SH,16西王03
5064,136497.SH,16西王02
5065,136154.SH,16西王01
5066,145082.SH,16新泰03
5067,145036.SH,16新泰02
5068,136257.SH,16新投02
5069,135820.SH,16厦特01
5070,136220.SH,16新投01
5071,135243.SH,16锡山水
5072,136578.SH,16小商02
5073,136411.SH,16小商01
5074,127215.SH,16兴荣控
5075,142184.SH,16新热06
5076,142183.SH,16新热05
5077,142182.SH,16新热04
5078,142181.SH,16新热03
5079,142180.SH,16新热02
5080,135856.SH,16西南C2
5081,139015.SH,16新密债
5082,118871.SZ,16湘江债
5083,136620.SH,16锡交01
5084,136183.SH,16新华债
5085,139096.SH,16西湖债
5086,136818.SH,16新华02
5087,136593.SH,16新华01
5088,136380.SH,16新湖01
5089,139183.SH,16兴港债
5090,139093.SH,16秀工投
5091,136313.SH,16西高科
5092,112465.SZ,16厦港02
5093,112407.SZ,16厦港01
5094,116397.SZ,16先锋A9
5095,116398.SZ,16先锋10
5096,139132.SH,16西发01
5097,135727.SH,16信地04
5098,135496.SH,16信地03
5099,136294.SH,16信地02
5100,136251.SH,16信地01
5101,139064.SH,16宣城债
5102,127402.SH,16下城债
5103,139123.SH,16湘城建
5104,136781.SH,16湘财02
5105,139059.SH,16文专项
5106,119409.SZ,16吾悦B
5107,132006.SH,16皖新EB
5108,142492.SH,16皖新1B
5109,139244.SH,16温铁债
5110,112359.SZ,16魏桥03
5111,112344.SZ,16魏桥02
5112,112343.SZ,16魏桥01
5113,139263.SH,16文蓝海
5114,118854.SZ,16文旅02
5115,145270.SH,16物流01
5116,136699.SH,16皖经03
5117,139238.SH,16芜交02
5118,136545.SH,16皖经02
5119,136308.SH,16皖经01
5120,125617.SH,16吴江01
5121,112444.SZ,16万集01
5122,139110.SH,16芜交01
5123,136454.SH,16吴交01
5124,118837.SZ,16威国01
5125,112475.SZ,16万丰01
5126,135810.SH,16潍东债
5127,139097.SH,16温城02
5128,123031.SH,16温城01
5129,136255.SH,16泰阳债
5130,142075.SH,16天裕A4
5131,142074.SH,16天裕A3
5132,112371.SZ,16太阳01
5133,118815.SZ,16铁十六
5134,136594.SH,16同仁堂
5135,136584.SH,16铁牛债
5136,145204.SH,16铁牛01
5137,139287.SH,16天门债
5138,136150.SH,16桐昆01
5139,135356.SH,16泰交债
5140,136476.SH,16天海债
5141,112395.SZ,16泰禾03
5142,112394.SZ,16泰禾02
5143,135301.SH,16太湖01
5144,118585.SZ,16泰禾01
5145,135608.SH,16天房02
5146,136327.SH,16特房01
5147,135607.SH,16天房01
5148,136644.SH,16天地01
5149,136377.SH,16泰玻债
5150,112463.SZ,16天保01
5151,127441.SH,16苏筑富
5152,145031.SH,16申证C3
5153,145030.SH,16申证C2
5154,135083.SH,16申证C1
5155,135786.SH,16盛泽03
5156,135678.SH,16盛泽02
5157,145090.SH,16市政02
5158,136369.SH,16山鹰债
5159,127379.SH,16泗阳债
5160,116267.SZ,16苏源05
5161,116266.SZ,16苏源04
5162,116265.SZ,16苏源03
5163,135647.SH,16上虞01
5164,135568.SH,16深业01
5165,136186.SH,16苏新债
5166,112363.SZ,16三湘债
5167,116271.SZ,16水务03
5168,118787.SZ,16上投债
5169,112443.SZ,16胜通03
5170,112397.SZ,16胜通01
5171,118594.SZ,16山投01
5172,145262.SH,16苏商02
5173,145027.SH,16上饶02
5174,136765.SH,16陕燃01
5175,145015.SH,16上饶01
5176,136425.SH,16苏农01
5177,127307.SH,16神木债
5178,125798.SH,16山煤01
5179,112390.SZ,16三聚债
5180,136384.SH,16三花01
5181,136768.SH,16苏海01
5182,145236.SH,16神华01
5183,142603.SH,16苏广B
5184,118468.SZ,16时代01
5185,139079.SH,16水城债
5186,135675.SH,16融信05
5187,135443.SH,16融信03
5188,136158.SH,16融信01
5189,116426.SZ,16荣物05
5190,116425.SZ,16荣物04
5191,116424.SZ,16荣物03
5192,116423.SZ,16荣物02
5193,118491.SZ,16融投02
5194,118481.SZ,16融投01
5195,136750.SH,16荣盛01
5196,139226.SH,16瑞金债
5197,118677.SZ,16榕建01
5198,136390.SH,16人福债
5199,118873.SZ,16荣发09
5200,118872.SZ,16荣发08
5201,118773.SZ,16荣发07
5202,118470.SZ,16融地01
5203,135268.SH,16融创03
5204,139334.SH,16汝城02
5205,139145.SH,16汝城01
5206,139021.SH,16瑞安债
5207,139142.SH,16栖霞债
5208,139276.SH,16泉小微
5209,112328.SZ,16曲文01
5210,135588.SH,16启迪01
5211,139066.SH,16钱城债
5212,139307.SH,16七城投
5213,139014.SH,16普湾债
5214,139026.SH,16盘山债
5215,136727.SH,16平海01
5216,139126.SH,16莆高新
5217,116466.SZ,16平安B
5218,142495.SH,16平安4C
5219,139267.SH,16宁债02
5220,139129.SH,16宁债01
5221,136356.SH,16宁远高
5222,135420.SH,16南通债
5223,139158.SH,16南投债
5224,136803.SH,16南三01
5225,112403.SZ,16农四01
5226,123046.SH,16宁水01
5227,139143.SH,16宁科债
5228,136370.SH,16宁开控
5229,136747.SH,16南港07
5230,136746.SH,16南港06
5231,136745.SH,16南港05
5232,136596.SH,16南港04
5233,136595.SH,16南港03
5234,136488.SH,16南港02
5235,136383.SH,16南港01
5236,139084.SH,16牟中债
5237,114070.SZ,16民租02
5238,118850.SZ,16民租01
5239,136414.SH,16绵投债
5240,135361.SH,16绵投02
5241,135360.SH,16绵投01
5242,135705.SH,16美兰01
5243,139041.SH,16眉宏大
5244,112310.SZ,16美的债
5245,136677.SH,16名城G1
5246,136854.SH,16鲁再担
5247,139333.SH,16浏阳02
5248,139332.SH,16浏阳01
5249,139013.SH,16娄锑都
5250,136300.SH,16联泰02
5251,136135.SH,16联泰01
5252,135205.SH,16鲁商债
5253,135529.SH,16洛市政
5254,136302.SH,16龙盛04
5255,136301.SH,16龙盛03
5256,136389.SH,16鲁商02
5257,136206.SH,16龙盛02
5258,135624.SH,16鲁水02
5259,136354.SH,16鲁商01
5260,136205.SH,16龙盛01
5261,136689.SH,16绿水01
5262,135606.SH,16鲁水01
5263,116321.SZ,16临热A5
5264,116320.SZ,16临热A4
5265,116319.SZ,16临热A3
5266,139295.SH,16乐平债
5267,139128.SH,16龙建投
5268,136264.SH,16隆基01
5269,136696.SH,16路劲01
5270,137019.SH,16莱钢EB
5271,136764.SH,16蓝光02
5272,136700.SH,16蓝光01
5273,118610.SZ,16连房政
5274,118799.SZ,16柳房03
5275,118761.SZ,16柳房02
5276,118713.SZ,16柳房01
5277,136179.SH,16绿地02
5278,136176.SH,16绿地01
5279,135086.SH,16柳东01
5280,139148.SH,16临川债
5281,139004.SH,16浏产专
5282,139306.SH,16临城开
5283,112375.SZ,16昆投01
5284,118689.SZ,16昆开01
5285,118574.SZ,16昆经02
5286,136758.SH,16凯华03
5287,136757.SH,16凯华02
5288,136567.SH,16凯华01
5289,114024.SZ,16昆发02
5290,139204.SH,16开福02
5291,127384.SH,16开福01
5292,118729.SZ,16昆发01
5293,136713.SH,16康恩贝
5294,139217.SH,16济专项
5295,145008.SH,16九州02
5296,145280.SH,16巨洋债
5297,118742.SZ,16江油02
5298,136263.SH,16建元02
5299,118584.SZ,16江油01
5300,139135.SH,16姜堰01
5301,139298.SH,16金阳01
5302,136262.SH,16建元01
5303,118885.SZ,16江阴01
5304,139316.SH,16金鑫01
5305,136321.SH,16金泰债
5306,135560.SH,16金泰01
5307,136693.SH,16晋然02
5308,136235.SH,16晋然01
5309,139155.SH,16金农债
5310,139102.SH,16津宁投
5311,139292.SH,16江宁城
5312,118562.SZ,16金科02
5313,136627.SH,16精控02
5314,136379.SH,16精控01
5315,118561.SZ,16金科01
5316,112470.SZ,16江控01
5317,127412.SH,16鸠江债
5318,136701.SH,16椒江债
5319,136213.SH,16晋建发
5320,136681.SH,16晋交03
5321,136637.SH,16巨化01
5322,139089.SH,16津广成
5323,118591.SZ,16精功01
5324,136783.SH,16金发01
5325,139248.SH,16锦都债
5326,136801.SH,16津创01
5327,139027.SH,16建安债
5328,139216.SH,16建安02
5329,136275.SH,16海正债
5330,139159.SH,16洪泽债
5331,112357.SZ,16海资02
5332,136281.SH,16华综02
5333,145070.SH,16湖州02
5334,136171.SH,16华证01
5335,136247.SH,16华综01
5336,135525.SH,16湖州01
5337,136638.SH,16海资01
5338,112335.SZ,16海资01
5339,116436.SZ,16航洋A9
5340,116435.SZ,16航洋A8
5341,116434.SZ,16航洋A7
5342,116433.SZ,16航洋A6
5343,116432.SZ,16航洋A5
5344,116475.SZ,16华谊A5
5345,116474.SZ,16华谊A4
5346,116431.SZ,16航洋A4
5347,116430.SZ,16航洋A3
5348,116473.SZ,16华谊A3
5349,116472.SZ,16华谊A2
5350,116429.SZ,16航洋A2
5351,116437.SZ,16航洋10
5352,118821.SZ,16花样04
5353,118566.SZ,16化纤债
5354,139120.SH,16海西债
5355,139116.SH,16邯小微
5356,118955.SZ,16华西C1
5357,136590.SH,16海伟01
5358,136685.SH,16海投债
5359,136336.SH,16宏泰债
5360,145180.SH,16海通C2
5361,145179.SH,16海通C1
5362,116242.SZ,16惠通A6
5363,116241.SZ,16惠通A5
5364,116240.SZ,16惠通A4
5365,116239.SZ,16惠通A3
5366,136786.SH,16华泰03
5367,136579.SH,16华泰02
5368,136245.SH,16海投01
5369,136378.SH,16华泰01
5370,136736.SH,16鸿商02
5371,136877.SH,16合盛01
5372,136688.SH,16鸿商01
5373,139103.SH,16瀚瑞02
5374,136230.SH,16宏桥05
5375,136202.SH,16宏桥03
5376,136815.SH,16杭汽02
5377,136149.SH,16宏桥02
5378,136628.SH,16杭汽01
5379,136148.SH,16宏桥01
5380,112473.SZ,16海普瑞
5381,112387.SZ,16华南02
5382,112314.SZ,16华南01
5383,136771.SH,16沪宁01
5384,136491.SH,16红美02
5385,136490.SH,16红美01
5386,112381.SZ,16华联债
5387,131860.SH,16华凌6
5388,131859.SH,16华凌5
5389,131858.SH,16华凌4
5390,131857.SH,16华凌3
5391,136641.SH,16海亮05
5392,136640.SH,16海亮04
5393,136569.SH,16海亮03
5394,136565.SH,16海亮02
5395,136274.SH,16海亮01
5396,112487.SZ,16合力01
5397,136797.SH,16瀚蓝01
5398,136211.SH,16恒力01
5399,118897.SZ,16瀚控02
5400,118499.SZ,16海控01
5401,139191.SH,16合江债
5402,139323.SH,16惠交02
5403,139124.SH,16惠交01
5404,127377.SH,16黄冈债
5405,139154.SH,16洪轨01
5406,136840.SH,16华福G2
5407,136482.SH,16华福G1
5408,118592.SZ,16华福02
5409,118495.SZ,16华福01
5410,118525.SZ,16鸿达债
5411,139211.SH,16合川投
5412,136875.SH,16华晨01
5413,136174.SH,16工艺01
5414,139268.SH,16贵溪债
5415,136608.SH,16广新04
5416,136523.SH,16广新03
5417,136208.SH,16广新02
5418,118951.SZ,16国信01
5419,136166.SH,16广新01
5420,136812.SH,16国泰01
5421,135475.SH,16高投01
5422,114079.SZ,16国盛控
5423,112485.SZ,16国盛金
5424,136442.SH,16国盛01
5425,139046.SH,16国融债
5426,139277.SH,16共青城
5427,136536.SH,16国汽02
5428,136180.SH,16国汽01
5429,136399.SH,16桂农01
5430,136329.SH,16国美03
5431,136209.SH,16国美02
5432,136139.SH,16国美01
5433,139184.SH,16古蔺债
5434,135889.SH,16国开次
5435,118462.SZ,16桂金投
5436,135676.SH,16贵建设
5437,145149.SH,16国君C4
5438,145148.SH,16国君C3
5439,145050.SH,16国君C2
5440,139272.SH,16桂金02
5441,118950.SZ,16广发07
5442,118949.SZ,16广发06
5443,118948.SZ,16广发05
5444,118944.SZ,16广发03
5445,136512.SH,16广安02
5446,136431.SH,16广安01
5447,118595.SZ,16房信01
5448,136412.SH,16房信01
5449,112469.SZ,16涪陵02
5450,112322.SZ,16涪陵01
5451,112362.SZ,16泛控02
5452,112340.SZ,16泛控01
5453,135233.SH,16凤机场
5454,118786.SZ,16泛海04
5455,118749.SZ,16泛海03
5456,118593.SZ,16泛海02
5457,118537.SZ,16泛海01
5458,139050.SH,16肥城债
5459,139144.SH,16鄂旅投
5460,112488.SZ,16峨旅02
5461,112369.SZ,16峨旅01
5462,139256.SH,16鄂国资
5463,139349.SH,16达州02
5464,139278.SH,16达州01
5465,136564.SH,16东旭02
5466,136160.SH,16东旭01
5467,131799.SH,16东莞1B
5468,139077.SH,16都梁债
5469,112464.SZ,16东林03
5470,112426.SZ,16东林02
5471,112380.SZ,16东林01
5472,118672.SZ,16东建债
