,code,name
1874,143278.SH,17信债01
1875,145816.SH,17兴业F3
1876,145098.SH,17兴业F2
1877,145852.SH,17兴业F1
1878,143108.SH,17翔业01
1879,145114.SH,17湘乡02
1880,145113.SH,17湘乡01
1881,112569.SZ,17欣旺03
1882,112568.SZ,17欣旺02
1883,112528.SZ,17欣旺01
1884,143922.SH,17锡投Y2
1885,136989.SH,17锡投Y1
1886,143116.SH,17信投G2
1887,143079.SH,17信投G1
1888,127595.SH,17兴蜀债
1889,139373.SH,17西双创
1890,112548.SZ,17兴森01
1891,127525.SH,17兴宁债
1892,145458.SH,17新能01
1893,112552.SZ,17厦贸Y1
1894,112581.SZ,17西煤02
1895,112573.SZ,17西煤01
1896,143935.SH,17新际Y2
1897,143934.SH,17新际Y1
1898,127478.SH,17新交投
1899,145864.SH,17锡交01
1900,112592.SZ,17徐工Y1
1901,139381.SH,17襄高投
1902,114264.SZ,17徐工02
1903,127560.SH,17厦轨02
1904,127522.SH,17厦轨01
1905,143015.SH,17锡公01
1906,114141.SZ,17徐工01
1907,139403.SH,17西高01
1908,112590.SZ,17厦港01
1909,127531.SH,17浠凤01
1910,139396.SH,17湘东山
1911,143437.SH,17新大03
1912,143406.SH,17新大02
1913,143405.SH,17新大01
1914,114151.SZ,17晓程01
1915,146186.SH,17鑫安A4
1916,146185.SH,17鑫安A3
1917,143348.SH,17五资01
1918,139382.SH,17武铁Y1
1919,127501.SH,17望铜官
1920,143142.SH,17武投01
1921,112539.SZ,17温氏02
1922,112506.SZ,17温氏01
1923,127744.SH,17武隆02
1924,127638.SH,17武隆01
1925,112561.SZ,17万科02
1926,112546.SZ,17万科01
1927,143208.SH,17皖交04
1928,143207.SH,17皖交03
1929,127486.SH,17威高新
1930,127484.SH,17乌城投
1931,145527.SH,17UCR02
1932,145412.SH,17UCR01
1933,145541.SH,17腾越02
1934,145706.SH,17腾越01
1935,150055.SH,17天物债
1936,143947.SH,17铁投Y1
1937,143349.SH,17天图02
1938,143124.SH,17天图01
1939,112567.SZ,17天顺债
1940,112628.SZ,17拓日债
1941,127721.SH,17太和债
1942,143358.SH,17天风02
1943,143127.SH,17天风01
1944,136893.SH,17泰达债
1945,143265.SH,17泰达02
1946,112542.SZ,17TCL02
1947,112518.SZ,17TCL01
1948,139366.SH,17松滋债
1949,127471.SH,17苏众安
1950,136981.SH,17申证02
1951,127705.SH,17石柱01
1952,136980.SH,17申证01
1953,146545.SH,17水总01
1954,127472.SH,17宿裕丰
1955,127692.SH,17寿县债
1956,127547.SH,17宿新债
1957,127703.SH,17汕尾债
1958,112618.SZ,17四维01
1959,127518.SH,17嵊投控
1960,112571.SZ,17深投02
1961,112543.SZ,17深投01
1962,112608.SZ,17三圣债
1963,139370.SH,17石首债
1964,142849.SH,17上实A6
1965,142848.SH,17上实A5
1966,142847.SH,17上实A4
1967,142846.SH,17上实A3
1968,143104.SH,17陕能债
1969,112617.SZ,17深能G1
1970,119436.SZ,17苏宁A1
1971,150031.SH,17苏宁07
1972,143434.SH,17陕能03
1973,112616.SZ,17深能02
1974,143242.SH,17首农02
1975,143433.SH,17陕能02
1976,143062.SH,17首农01
1977,112615.SZ,17深能01
1978,139397.SH,17宿马债
1979,143332.SH,17世茂G3
1980,143308.SH,17世茂G2
1981,143165.SH,17世茂G1
1982,127474.SH,17三明国
1983,143234.SH,17陕煤01
1984,114252.SZ,17索菱债
1985,143912.SH,17首旅Y4
1986,143911.SH,17首旅Y3
1987,143906.SH,17首旅Y2
1988,143905.SH,17首旅Y1
1989,127607.SH,17苏科债
1990,127656.SH,17食科债
1991,127475.SH,17宿开发
1992,112614.SZ,17蛇口02
1993,112613.SZ,17蛇口01
1994,145712.SH,17山金Y2
1995,145652.SH,17山金Y1
1996,143377.SH,17穗金控
1997,127735.SH,17射洪01
1998,132008.SH,17山高EB
1999,117094.SZ,17首钢E2
2000,117083.SZ,17首钢E1
2001,127469.SH,17首房专
2002,127597.SH,17舜发债
2003,112597.SZ,17顺丰01
2004,143087.SH,17穗发01
2005,142834.SH,17首创18
2006,142833.SH,17首创17
2007,142832.SH,17首创16
2008,142831.SH,17首创15
2009,142830.SH,17首创14
2010,142829.SH,17首创13
2011,142828.SH,17首创12
2012,142827.SH,17首创11
2013,142826.SH,17首创10
2014,142825.SH,17首创09
2015,142824.SH,17首创08
2016,142823.SH,17首创07
2017,142822.SH,17首创06
2018,142821.SH,17首创05
2019,142820.SH,17首创04
2020,142819.SH,17首创03
2021,143324.SH,17苏保债
2022,116751.SZ,17瑞康A
2023,145704.SH,17融和01
2024,139398.SH,17蓉轨Y1
2025,143334.SH,17蓉工01
2026,146264.SH,17荣发03
2027,146263.SH,17荣发02
2028,112611.SZ,17青信Y1
2029,143218.SH,17清控01
2030,149059.SH,17七局优
2031,127523.SH,17启创债
2032,127578.SH,17启城投
2033,143928.SH,17平租Y1
2034,116795.SZ,17平租A4
2035,116794.SZ,17平租A3
2036,116793.SZ,17平租A2
2037,116792.SZ,17平租A1
2038,145890.SH,17平证08
2039,145710.SH,17平证07
2040,145793.SH,17平租06
2041,143282.SH,17平租05
2042,143263.SH,17平租04
2043,145362.SH,17平证04
2044,145716.SH,17平租03
2045,145361.SH,17平证03
2046,143204.SH,17平租02
2047,145643.SH,17平租01
2048,127577.SH,17濮阳债
2049,127564.SH,17鄱阳债
2050,143247.SH,17浦土02
2051,143238.SH,17普天01
2052,143132.SH,17浦土01
2053,127612.SH,17彭山01
2054,127477.SH,17邳润债
2055,127558.SH,17蒲城债
2056,127480.SH,17陂城投
2057,127568.SH,17萍昌盛
2058,116743.SZ,17平安3A
2059,145502.SH,17欧控01
2060,127688.SH,17南漳02
2061,139331.SH,17南漳01
2062,143945.SH,17能投Y1
2063,143105.SH,17能投01
2064,143319.SH,17农投01
2065,143224.SH,17南水04
2066,143223.SH,17南水03
2067,143089.SH,17南水02
2068,143241.SH,17南山02
2069,143201.SH,17南山01
2070,143088.SH,17南水01
2071,127680.SH,17南谯债
2072,127618.SH,17南陵债
2073,143271.SH,17南铝债
2074,143341.SH,17南京01
2075,139390.SH,17宁高01
2076,112604.SZ,17美尚01
2077,127659.SH,17绵宏达
2078,127637.SH,17蒙城债
2079,112579.SZ,17蒙草G1
2080,112558.SZ,17美晨01
2081,143086.SH,17鲁资02
2082,143010.SH,17鲁资01
2083,127687.SH,17芦溪债
2084,127725.SH,17郎溪债
2085,127695.SH,17乐行债
2086,143236.SH,17鲁信01
2087,143159.SH,17联想01
2088,119423.SZ,17勒泰A1
2089,143287.SH,17联投01
2090,146482.SH,17阆燃05
2091,146481.SH,17阆燃04
2092,146480.SH,17阆燃03
2093,146479.SH,17阆燃02
2094,127694.SH,17临朐债
2095,112623.SZ,17丽鹏G1
2096,127489.SH,17六交投
2097,143273.SH,17两江01
2098,143340.SH,17老窖01
2099,127653.SH,17泸汇兴
2100,143938.SH,17鲁高Y2
2101,143927.SH,17鲁高Y1
2102,143071.SH,17鲁高02
2103,143099.SH,17连港01
2104,143070.SH,17鲁高01
2105,127676.SH,17隆发债
2106,145744.SH,17潞安01
2107,112540.SZ,17凯文01
2108,114279.SZ,17跨境02
2109,114156.SZ,17跨境01
2110,114283.SZ,17科恒01
2111,143346.SH,17科工01
2112,142957.SH,17康富A2
2113,143216.SH,17京资02
2114,143367.SH,17金证01
2115,112557.SZ,17冀中01
2116,143215.SH,17京资01
2117,145629.SH,17金隅04
2118,145625.SH,17金隅03
2119,143126.SH,17金隅02
2120,139343.SH,17嘉鱼02
2121,143125.SH,17金隅01
2122,139326.SH,17嘉鱼01
2123,139394.SH,17金鑫债
2124,142801.SH,17九通A6
2125,142800.SH,17九通A5
2126,142799.SH,17九通A4
2127,142798.SH,17九通A3
2128,142797.SH,17九通A2
2129,143292.SH,17津投05
2130,145760.SH,17九通03
2131,143225.SH,17津投03
2132,143080.SH,17津投01
2133,145707.SH,17九通01
2134,143304.SH,17江铜01
2135,143197.SH,17晋圣01
2136,145427.SH,17晋能02
2137,145376.SH,17晋能01
2138,139367.SH,17监利债
2139,150022.SH,17巨力债
2140,127742.SH,17嘉陵01
2141,114194.SZ,17巨龙01
2142,143940.SH,17建集Y2
2143,143929.SH,17建集Y1
2144,139376.SH,17嘉禾01
2145,145585.SH,17建房02
2146,143272.SH,17建发01
2147,145584.SH,17建房01
2148,116683.SZ,17金地08
2149,116682.SZ,17金地07
2150,116681.SZ,17金地06
2151,116680.SZ,17金地05
2152,116679.SZ,17金地04
2153,116678.SZ,17金地03
2154,116677.SZ,17金地02
2155,143176.SH,17金地02
2156,116676.SZ,17金地01
2157,143175.SH,17金地01
2158,143924.SH,17建材Y2
2159,143923.SH,17建材Y1
2160,149200.SH,17JC02A2
2161,143183.SH,17建材02
2162,143182.SH,17建材01
2163,145369.SH,17金杯02
2164,145328.SH,17金杯01
2165,146795.SH,17聚03A3
2166,146794.SH,17聚03A2
2167,146211.SH,17聚02A3
2168,142762.SH,17聚01A3
2169,150051.SH,17华置F1
2170,143343.SH,17洪政02
2171,143187.SH,17洪政01
2172,143411.SH,17航租01
2173,136887.SH,17沪资01
2174,143091.SH,17华资01
2175,114286.SZ,17华谊01
2176,146874.SH,17华夏A6
2177,146873.SH,17华夏A5
2178,146872.SH,17华夏A4
2179,146871.SH,17华夏A3
2180,146870.SH,17华夏A2
2181,143427.SH,17红星03
2182,143191.SH,17恒信02
2183,143345.SH,17红星02
2184,143344.SH,17红星01
2185,143146.SH,17恒信01
2186,127488.SH,17惠投债
2187,127532.SH,17红投债
2188,112559.SZ,17恒通债
2189,143336.SH,17海通04
2190,143301.SH,17海通03
2191,143232.SH,17海通02
2192,112538.SZ,17汇通01
2193,143231.SH,17海通01
2194,143011.SH,17沪投01
2195,127678.SH,17含山债
2196,127565.SH,17淮水利
2197,145884.SH,17恒盛02
2198,143157.SH,17华融G1
2199,150004.SH,17华融F1
2200,146859.SH,17汇融A4
2201,146858.SH,17汇融A3
2202,145860.SH,17华汽05
2203,145749.SH,17华汽03
2204,143017.SH,17华汽01
2205,143919.SH,17华能Y2
2206,143918.SH,17华能Y1
2207,127613.SH,17淮南01
2208,143380.SH,17华能01
2209,143366.SH,17环能01
2210,127675.SH,17黄梅02
2211,127679.SH,17黄梅01
2212,116603.SZ,17华联08
2213,116602.SZ,17华联07
2214,116601.SZ,17华联06
2215,116600.SZ,17华联05
2216,116599.SZ,17华联04
2217,116598.SZ,17华联03
2218,143171.SH,17杭旅02
2219,116597.SZ,17华联02
2220,143032.SH,17杭旅01
2221,150005.SH,17淮矿01
2222,136970.SH,17沪建Y1
2223,127563.SH,17怀经开
2224,146192.SH,17华景A4
2225,146191.SH,17华景A3
2226,114245.SZ,17合景04
2227,114244.SZ,17合景03
2228,143179.SH,17杭金02
2229,114113.SZ,17和佳02
2230,114232.SZ,17合景02
2231,143178.SH,17杭金01
2232,112586.SZ,17航技01
2233,114101.SZ,17和佳01
2234,114231.SZ,17合景01
2235,116578.SZ,17瀚华1A
2236,145350.SH,17昊华06
2237,145332.SH,17昊华04
2238,145320.SH,17昊华02
2239,127533.SH,17惠华02
2240,139352.SH,17惠华01
2241,112513.SZ,17华股01
2242,143275.SH,17沪国01
2243,127682.SH,17淮产债
2244,127632.SH,17怀城投
2245,112508.SZ,17华昌01
2246,114247.SZ,17汉柏S2
2247,114210.SZ,17汉柏S1
2248,127534.SH,17衡滨江
2249,127636.SH,17淮安债
2250,146735.SH,17花05A1
2251,146732.SH,17花04A1
2252,146729.SH,17花03A1
2253,146726.SH,17花02A1
2254,146723.SH,17花01A1
2255,143036.SH,17国证债
2256,143326.SH,17光证G4
2257,143325.SH,17光证G3
2258,143155.SH,17光证G2
2259,143154.SH,17光证G1
2260,143174.SH,17广药02
2261,143335.SH,17国元01
2262,143173.SH,17广药01
2263,112564.SZ,17广业01
2264,143151.SH,17国信一
2265,143152.SH,17国信二
2266,114275.SZ,17国信08
2267,114266.SZ,17国信07
2268,114248.SZ,17国信05
2269,114227.SZ,17国信04
2270,112595.SZ,17国信03
2271,112544.SZ,17国信02
2272,112516.SZ,17国信01
2273,112605.SZ,17光线01
2274,143264.SH,17港务02
2275,143156.SH,17港务01
2276,143357.SH,17工投02
2277,143090.SH,17桂铁02
2278,127557.SH,17广铁01
2279,143260.SH,17国投01
2280,143066.SH,17桂铁01
2281,143035.SH,17工投01
2282,139336.SH,17广水债
2283,143067.SH,17广晟02
2284,143045.SH,17广晟01
2285,112560.SZ,17国水01
2286,143085.SH,17光明01
2287,127535.SH,17古蔺债
2288,143167.SH,17光控02
2289,143166.SH,17光控01
2290,143355.SH,17国控01
2291,143337.SH,17国君G3
2292,143230.SH,17国君G2
2293,143229.SH,17国君G1
2294,112585.SZ,17桂建01
2295,143073.SH,17桂交01
2296,127494.SH,17高港债
2297,146069.SH,17光股优
2298,127513.SH,17广国投
2299,114235.SZ,17广发05
2300,114214.SZ,17广发04
2301,114204.SZ,17广发03
2302,112556.SZ,17广发02
2303,112520.SZ,17广发01
2304,143084.SH,17国电资
2305,127491.SH,17灌东债
2306,143267.SH,17光大04
2307,143266.SH,17光大03
2308,143244.SH,17光大02
2309,143049.SH,17国地01
2310,143243.SH,17光大01
2311,143257.SH,17广电01
2312,127519.SH,17桂城投
2313,127701.SH,17凤阳债
2314,143020.SH,17复药01
2315,143936.SH,17福新Y1
2316,145756.SH,17复星F1
2317,116639.SZ,17丰信1A
2318,139341.SH,17凤台债
2319,142715.SH,17富通B
2320,143307.SH,17福投02
2321,143205.SH,17福投01
2322,127620.SH,17阜宁债
2323,112566.SZ,17涪陵01
2324,145880.SH,17方程01
2325,139387.SH,17鄂交Y3
2326,139380.SH,17鄂交Y2
2327,139351.SH,17鄂交Y1
2328,145511.SH,17大装01
2329,146170.SH,17德银2B
2330,127714.SH,17定远01
2331,143136.SH,17东兴03
2332,143135.SH,17东兴02
2333,143021.SH,17东吴债
2334,143926.SH,17电投Y3
2335,143925.SH,17电投Y2
2336,143915.SH,17电投Y1
2337,143246.SH,17电投14
2338,143245.SH,17电投13
2339,143240.SH,17电投12
2340,143239.SH,17电投11
2341,143194.SH,17电投10
2342,143193.SH,17电投09
2343,143163.SH,17电投08
2344,143162.SH,17电投07
2345,143161.SH,17电投06
2346,143160.SH,17电投05
2347,143121.SH,17电投04
2348,143120.SH,17电投03
2349,143115.SH,17电投02
2350,143114.SH,17电投01
2351,143203.SH,17电控01
2352,112629.SZ,17电科01
2353,127631.SH,17当经债
2354,145792.SH,17东广01
2355,143233.SH,17东方债
2356,116757.SZ,17诚正A
2357,114199.SZ,17长证02
2358,143227.SH,17船重01
2359,114198.SZ,17长证01
2360,127485.SH,17枞阳债
2361,143139.SH,17长园债
2362,127473.SH,17慈溪债
2363,116741.SZ,17财先B
2364,116740.SZ,17财先A2
2365,116739.SZ,17财先A1
2366,146616.SH,17畅星01
2367,112584.SZ,17创维P1
2368,112627.SZ,17创投S1
2369,145733.SH,17常投01
2370,143069.SH,17川投01
2371,127468.SH,17长经01
2372,143200.SH,17产发01
2373,143360.SH,17川发01
2374,143081.SH,17长电01
2375,114112.SZ,17长城债
2376,143300.SH,17兵装09
2377,143299.SH,17兵装08
2378,143298.SH,17兵装07
2379,143170.SH,17兵装06
2380,143169.SH,17兵装05
2381,143129.SH,17兵装04
2382,143077.SH,17兵装02
2383,143076.SH,17兵装01
2384,114256.SZ,17渤租01
2385,132013.SH,17宝武EB
2386,127572.SH,17包头02
2387,127550.SH,17包头01
2388,150049.SH,17博天01
2389,139347.SH,17博山债
2390,143072.SH,17北汽集
2391,143112.SH,17兵器03
2392,136892.SH,17北汽01
2393,143048.SH,17兵器01
2394,143261.SH,17百联01
2395,143364.SH,17北控02
2396,127667.SH,17宝开02
2397,127585.SH,17宝开01
2398,127545.SH,17毕节02
2399,127496.SH,17毕节01
2400,145806.SH,17本钢01
2401,143303.SH,17北方02
2402,143039.SH,17北方01
2403,143407.SH,17不动02
2404,143306.SH,17不动01
2405,127483.SH,17宝城投
2406,112577.SZ,17宝安02
2407,116776.SZ,17安心优
2408,136718.SH,16浙证债
2409,118526.SZ,16中置01
2410,145256.SH,16中冶Y1
2411,136319.SH,16中油06
2412,136318.SH,16中油05
2413,136254.SH,16中油04
2414,136253.SH,16中油03
2415,136165.SH,16中油02
2416,135646.SH,16卓越02
2417,136164.SH,16中油01
2418,136831.SH,16中信G2
2419,136830.SH,16中信G1
2420,136292.SH,16中星01
2421,135495.SH,16中铁建
2422,135407.SH,16中铁03
2423,135084.SH,16中铁02
2424,136142.SH,16中铁01
2425,136687.SH,16中泰01
2426,136668.SH,16重水02
2427,136157.SH,16重水01
2428,136802.SH,16中燃G1
2429,135478.SH,16中融02
2430,135056.SH,16中燃01
2431,136857.SH,16重汽01
2432,145076.SH,16中民F3
2433,135685.SH,16中民F2
2434,131754.SH,16中民10
2435,131753.SH,16中民09
2436,131752.SH,16中民08
2437,131751.SH,16中民07
2438,131750.SH,16中民06
2439,131749.SH,16中民05
2440,139273.SH,16钟楼债
2441,136147.SH,16中粮01
2442,135490.SH,16中科债
2443,136212.SH,16中交债
2444,136835.SH,16紫金债
2445,136999.SH,16浙交Y1
2446,136800.SH,16中金04
2447,136550.SH,16紫金04
2448,136549.SH,16紫金03
2449,136799.SH,16中金03
2450,136305.SH,16紫金02
2451,136763.SH,16张江02
2452,136555.SH,16中金02
2453,136719.SH,16珠江02
2454,136284.SH,16浙交02
2455,136554.SH,16中金01
2456,136568.SH,16张江01
2457,136304.SH,16紫金01
2458,136289.SH,16珠江01
2459,136283.SH,16浙交01
2460,136473.SH,16中化债
2461,112339.SZ,16中航城
2462,116296.SZ,16中和1A
2463,136796.SH,16中航01
2464,136311.SH,16中化01
2465,136646.SH,16中海01
2466,136586.SH,16中合01
2467,136760.SH,16中工Y1
2468,116258.SZ,16镇公06
2469,116257.SZ,16镇公05
2470,118607.SZ,16紫光02
2471,136870.SH,16中关02
2472,118463.SZ,16紫光01
2473,136504.SH,16中关01
2474,112410.SZ,16中房债
2475,118542.SZ,16中房私
2476,136219.SH,16中大债
2477,136813.SH,16中电02
2478,136420.SH,16中电01
2479,136529.SH,16中车G3
2480,136243.SH,16中车G2
2481,136242.SH,16中车G1
2482,136775.SH,16中船02
2483,136726.SH,16中材02
2484,136671.SH,16中车01
2485,136725.SH,16中材01
2486,136774.SH,16中船01
2487,145033.SH,16中保01
2488,136632.SH,16亚洲浆
2489,118758.SZ,16粤租02
2490,118676.SZ,16粤租01
2491,139086.SH,16扬中01
2492,135654.SH,16豫资01
2493,136436.SH,16远洋01
2494,136872.SH,16豫投债
2495,135245.SH,16渝投03
2496,136322.SH,16宇通02
2497,135095.SH,16渝投02
2498,136517.SH,16云投02
2499,136309.SH,16云投01
2500,136320.SH,16宇通01
2501,142213.SH,16云水09
2502,142212.SH,16云水08
2503,142211.SH,16云水07
2504,142210.SH,16云水06
2505,142209.SH,16云水05
2506,142208.SH,16云水04
2507,142207.SH,16云水03
2508,142206.SH,16云水02
2509,116203.SZ,16宜人A6
2510,136552.SH,16圆融02
2511,136391.SH,16圆融01
2512,136709.SH,16粤桥02
2513,136532.SH,16粤桥01
2514,127365.SH,16渝两江
2515,127420.SH,16渝开债
2516,136440.SH,16渝开投
2517,139080.SH,16宜居债
2518,136161.SH,16渝交投
2519,127357.SH,16永经投
2520,116196.SZ,16榆靖08
2521,116195.SZ,16榆靖07
2522,116194.SZ,16榆靖06
2523,116193.SZ,16榆靖05
2524,116192.SZ,16榆靖04
2525,136806.SH,16越交04
2526,135883.SH,16雅居03
2527,136804.SH,16越交03
2528,116191.SZ,16榆靖03
2529,136324.SH,16越交02
2530,135882.SH,16雅居02
2531,127445.SH,16渝江02
2532,135690.SH,16雅居01
2533,136323.SH,16越交01
2534,127426.SH,16渝江01
2535,135458.SH,16玉皇债
2536,136456.SH,16银河G2
2537,136455.SH,16银河G1
2538,145048.SH,16银河F2
2539,135858.SH,16银河F1
2540,139111.SH,16渝宏安
2541,135440.SH,16甬海01
2542,136341.SH,16洋河01
2543,136621.SH,16粤高02
2544,136495.SH,16粤高01
2545,136396.SH,16粤港01
2546,136767.SH,16油服04
2547,136766.SH,16油服03
2548,136450.SH,16油服02
2549,127509.SH,16邮发02
2550,136449.SH,16油服01
2551,127521.SH,16邮发01
2552,127405.SH,16盐都债
2553,139162.SH,16一带债
2554,136144.SH,16远东一
2555,136514.SH,16远东五
2556,136315.SH,16远东三
2557,127409.SH,16渝地产
2558,131709.SH,16远东2B
2559,131453.SH,16远东1B
2560,142449.SH,16裕东10
2561,142448.SH,16裕东09
2562,142447.SH,16裕东08
2563,142446.SH,16裕东07
2564,142445.SH,16裕东06
2565,142444.SH,16裕东05
2566,142443.SH,16裕东04
2567,142442.SH,16裕东03
2568,142441.SH,16裕东02
2569,142440.SH,16裕东01
2570,127437.SH,16扬城投
2571,127387.SH,16雨城投
2572,112364.SZ,16云白01
2573,136353.SH,16象屿债
2574,136217.SH,16新有色
2575,139136.SH,16萧县债
2576,139218.SH,16兴小01
2577,136541.SH,16希望02
2578,136457.SH,16希望01
2579,136500.SH,16兴泰债
2580,139095.SH,16仙桃债
2581,139047.SH,16鑫泰债
2582,136606.SH,16信投G2
2583,136438.SH,16信投G1
2584,127443.SH,16湘潭01
2585,136865.SH,16新燃01
2586,112413.SZ,16兴蓉01
2587,145009.SH,16新能01
2588,112342.SZ,16厦贸01
2589,112370.SZ,16新纶债
2590,136503.SH,16兴杭债
2591,135843.SH,16旭辉03
2592,135842.SH,16旭辉02
2593,139254.SH,16新港债
2594,112379.SZ,16新国都
2595,112462.SZ,16徐工02
2596,118752.SZ,16湘高02
2597,118544.SZ,16湘高01
2598,136226.SH,16锡公01
2599,112312.SZ,16徐工01
2600,131922.SH,16幸福A5
2601,131921.SH,16幸福A4
2602,131920.SH,16幸福A3
2603,112361.SZ,16新大02
2604,145032.SH,16锡城投
2605,145043.SH,16新城05
2606,135838.SH,16新城04
2607,135736.SH,16新城03
2608,135350.SH,16新城02
2609,135093.SH,16新城01
2610,135545.SH,16新奥03
2611,135279.SH,16新奥02
2612,135242.SH,16新奥01
2613,127391.SH,16瓦沿海
2614,119408.SZ,16吾悦A
2615,136654.SH,16外运03
2616,136248.SH,16外运01
2617,136639.SH,16皖投02
2618,139252.SH,16武铁01
2619,136312.SH,16皖投01
2620,112457.SZ,16魏桥05
2621,127375.SH,16五家渠
2622,127438.SH,16望经开
2623,136393.SH,16武金02
2624,136207.SH,16武金01
2625,127398.SH,16威海债
2626,136666.SH,16外高03
2627,136581.SH,16外高02
2628,136404.SH,16外高01
2629,112414.SZ,16沃尔01
2630,136580.SH,16万达06
2631,136535.SH,16万达05
2632,136474.SH,16万达04
2633,136448.SH,16万达03
2634,136417.SH,16万达02
2635,136143.SH,16万达01
2636,112323.SZ,16投资01
2637,136780.SH,16腾越02
2638,136739.SH,16通用02
2639,136779.SH,16腾越01
2640,136738.SH,16通用01
2641,127449.SH,16太新02
2642,127432.SH,16太新01
2643,136997.SH,16铁建Y1
2644,136346.SH,16天建02
2645,136345.SH,16天建01
2646,136200.SH,16铁工02
2647,136199.SH,16铁工01
2648,136676.SH,16天风02
2649,136501.SH,16天风01
2650,136694.SH,16铁峰01
2651,112409.SZ,16TCL03
2652,112353.SZ,16TCL02
2653,112352.SZ,16TCL01
2654,136460.SH,16市政01
2655,136198.SH,16上药01
2656,136588.SH,16水务02
2657,136587.SH,16水务01
2658,139196.SH,16穗铁03
2659,139185.SH,16穗铁02
2660,123032.SH,16穗铁01
2661,136846.SH,16深燃02
2662,136530.SH,16深燃01
2663,116250.SZ,16狮桥A7
2664,116249.SZ,16狮桥A6
2665,116248.SZ,16狮桥A5
2666,118600.SZ,16苏宁02
2667,118485.SZ,16苏宁01
2668,127415.SH,16三明交
2669,136528.SH,16世茂G2
2670,136303.SH,16世茂G1
2671,136599.SH,16首旅02
2672,136598.SH,16首旅01
2673,136287.SH,16首开01
2674,136502.SH,16穗控01
2675,139054.SH,16宿建投
2676,127359.SH,16穗金控
2677,136733.SH,16穗建06
2678,136732.SH,16穗建05
2679,136679.SH,16穗建04
2680,118647.SZ,16穗建03
2681,136516.SH,16疏浚03
2682,136678.SH,16穗建03
2683,136515.SH,16疏浚02
2684,145038.SH,16山金02
2685,136601.SH,16穗建02
2686,118646.SZ,16穗建02
2687,136222.SH,16疏浚01
2688,145020.SH,16山金01
2689,136600.SH,16穗建01
2690,135088.SH,16首集01
2691,136175.SH,16搜候债
2692,136723.SH,16石化03
2693,112446.SZ,16申宏03
2694,136722.SH,16石化02
2695,112445.SZ,16申宏02
2696,112386.SZ,16申宏01
2697,136721.SH,16石化01
2698,136522.SH,16首股债
2699,127305.SH,16穗港03
2700,136539.SH,16上港03
2701,136459.SH,16上港02
2702,127456.SH,16穗港02
2703,127425.SH,16穗港01
2704,136184.SH,16上港01
2705,139261.SH,16陕高01
2706,136837.SH,16穗发01
2707,145057.SH,16商飞01
2708,139098.SH,16舒城债
2709,139197.SH,16穗城03
2710,127446.SH,16穗城02
2711,139320.SH,16首创02
2712,139172.SH,16穗城01
2713,139139.SH,16首创01
2714,139141.SH,16蓉铁01
2715,127505.SH,16榕经开
2716,136443.SH,16蓉金01
2717,136624.SH,16融创07
2718,136633.SH,16融创06
2719,127421.SH,16青小微
2720,136773.SH,16清控02
2721,136653.SH,16清控01
2722,139121.SH,16全椒债
2723,127418.SH,16启交通
2724,136163.SH,16青国信
2725,127419.SH,16启国投
2726,136634.SH,16黔高速
2727,136472.SH,16青港02
2728,136298.SH,16青港01
2729,112377.SZ,16侨城02
2730,112376.SZ,16侨城01
2731,135335.SH,16平证01
2732,136651.SH,16普天02
2733,136650.SH,16普天01
2734,127371.SH,16普兰店
2735,127392.SH,16平交投
2736,136342.SH,16浦集01
2737,142494.SH,16平安4B
2738,142436.SH,16平安3B
2739,131837.SH,16平安1B
2740,136270.SH,16南网01
2741,136823.SH,16南山07
2742,136822.SH,16南山06
2743,136670.SH,16南山05
2744,136669.SH,16南山04
2745,136416.SH,16南山03
2746,136276.SH,16南山01
2747,136631.SH,16南瑞01
2748,127383.SH,16宁经开
2749,135410.SH,16宁建发
2750,136562.SH,16能建01
2751,136452.SH,16南航02
2752,136256.SH,16南航01
2753,127454.SH,16南管廊
2754,139302.SH,16宁高02
2755,139237.SH,16宁高01
2756,127447.SH,16宁地铁
2757,136607.SH,16宁安01
2758,127195.SH,16闽投02
2759,127362.SH,16闽投01
2760,127329.SH,16马高新
2761,136519.SH,16陆嘴01
2762,136173.SH,16龙源01
2763,127399.SH,16鲁信债
2764,127431.SH,16洛新债
2765,145192.SH,16蓝星02
2766,136525.SH,16联想02
2767,136524.SH,16联想01
2768,135715.SH,16蓝星01
2769,136836.SH,16鲁信01
2770,136544.SH,16联通03
2771,136470.SH,16联通02
2772,136553.SH,16联投01
2773,136469.SH,16联通01
2774,136464.SH,16路桥02
2775,136408.SH,16路桥01
2776,127374.SH,16六盘水
2777,136692.SH,16鲁能02
2778,136577.SH,16鲁能01
2779,139100.SH,16阆名城
2780,145003.SH,16潞矿04
2781,112461.SZ,16龙控02
2782,135235.SH,16龙垦02
2783,135845.SH,16潞矿02
2784,135844.SH,16潞矿01
2785,139222.SH,16鲁经投
2786,127463.SH,16溧经开
2787,136527.SH,16两江02
2788,136297.SH,16两江01
2789,112333.SZ,16鲁焦01
2790,112406.SZ,16力合债
2791,136546.SH,16龙湖06
2792,136543.SH,16龙湖05
2793,136260.SH,16龙湖04
2794,136259.SH,16龙湖03
2795,136196.SH,16龙湖02
2796,136195.SH,16龙湖01
2797,114035.SZ,16莱钢03
2798,114003.SZ,16莱钢02
2799,118516.SZ,16莱钢01
2800,136518.SH,16鲁高01
2801,135895.SH,16联发03
2802,135774.SH,16联发02
